ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
603256.SH,宏和科技,玻璃,20260122,U,47.43,47.43,38.81,0,73294669.0,132710,132710,73294669.0
603305.SH,旭升集团,汽车配件,20260122,U,20.26,20.26,16.58,2,58652862.0,133452,133710,58652862.0
603601.SH,再升科技,玻璃,20260122,U,10.15,10.15,8.31,1,31336287.0,133417,134629,31336287.0
603608.SH,天创时尚,服饰,20260122,U,12.05,12.05,9.86,4,22958865.0,95430,142300,22958865.0
603665.SH,康隆达,服饰,20260122,U,36.31,36.31,29.71,0,72037006.0,105242,105242,72037006.0
603778.SH,国晟科技,电气设备,20260122,U,18.01,18.01,14.73,1,58395389.0,92502,134741,58395389.0
605118.SH,力鼎光电,元器件,20260122,U,41.83,41.83,34.23,0,50249124.0,95746,95746,50249124.0
605277.SH,新亚电子,元器件,20260122,U,25.73,25.73,21.05,0,97758562.0,94726,94726,97758562.0
605488.SH,福莱新材,塑料,20260122,U,44.5,44.5,36.41,0,124209379.0,94620,94620,124209379.0
688195.SH,腾景科技,元器件,20260122,U,215.02,215.02,143.34,0,154033877.0,143735,143735,154033877.0
688316.SH,青云科技-U,软件服务,20260122,U,76.87,76.87,51.25,0,99153229.0,142746,142746,99153229.0
688699.SH,明微电子,半导体,20260122,U,58.92,58.92,39.28,4,31783569.0,130336,140000,31783569.0
920014.BJ,特瑞斯,专用机械,20260122,U,16.04,16.04,8.64,7,,134453,,
920427.BJ,华维设计,建筑工程,20260122,U,23.68,23.68,12.76,1,26832234.0,105314,105344,26832234.0
