ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
601992.SH,金隅集团,水泥,20260522,1.68,9.8039,280736.112,1691541.91,2.0296,,1793865.5505,2.95,,1.0,U,1.68,1.38,8.0,15873816.0,93344,94511.0,8.0,83.568966,83.568966,9,,A,1.0,0.853448275862069,0.9655172413793104,0.10344827586206896,0.5043103448275862,0.9396551724137931,0.8448275862068966,1.0
600530.SH,交大昂立,医疗保健,20260522,7.52,9.9415,254063.872,342168.25,4.4155,,582739.84,0.75,,1.0,U,7.52,6.16,0.0,15419760.0,93411,93411.0,0.0,82.818966,82.818966,9,,A,0.9913793103448276,0.8793103448275862,0.7672413793103449,0.8706896551724138,0.5043103448275862,0.9482758620689655,0.21120689655172414,1.0
600234.SH,科新发展,装修装饰,20260522,25.98,9.9915,100930.079,40372.03,1.5379,,682029.4879,0.64,,1.0,U,25.98,21.26,0.0,53134218.0,100441,100441.0,0.0,81.534483,81.534483,9,,A,0.8491379310344828,0.9827586206896551,0.9827586206896551,0.9051724137931034,0.5043103448275862,0.5948275862068966,0.21120689655172414,1.0
600683.SH,京投发展,区域地产,20260522,15.96,9.9931,391001.352,253119.44,3.4169,,1182281.0448,0.59,,1.0,U,15.96,13.06,2.0,26512752.0,95410,95658.0,2.0,81.405172,81.405172,9,,A,0.8275862068965517,0.7672413793103449,0.8620689655172413,0.9439655172413793,0.5043103448275862,0.8879310344827587,0.5991379310344828,1.0
603223.SH,恒通股份,公路,20260522,10.7,9.9692,354559.52,337433.99,4.7807,,755229.7465,2.9,,1.0,U,10.7,8.76,15.0,2249450.0,130649,143240.0,15.0,79.732759,79.732759,9,,A,0.9655172413793104,0.8189655172413793,0.7327586206896551,0.1206896551724138,0.5043103448275862,0.9913793103448276,0.978448275862069,1.0
603001.SH,奥康国际,服饰,20260522,9.69,9.9886,188412.488,198758.62,4.9568,,388549.62,1.95,,1.0,U,9.69,7.93,0.0,38993529.0,100213,100213.0,0.0,73.405172,73.405172,9,,A,0.8879310344827587,0.9137931034482759,0.7155172413793104,0.25862068965517243,0.5043103448275862,0.7758620689655172,0.21120689655172414,1.0
605366.SH,宏柏新材,化工原料,20260522,12.99,9.9915,510599.082,404199.93,5.2082,,1008124.9323,0.92,,1.0,U,12.99,10.63,0.0,31385476.0,130122,130122.0,0.0,73.137931,73.137931,9,,A,0.8491379310344828,0.7068965517241379,0.6896551724137931,0.7672413793103449,0.5043103448275862,0.8448275862068966,0.21120689655172414,1.0
002826.SZ,易明医药,化学制药,20260522,19.59,9.9944,244025.913,129342.0,7.0028,,373537.7123,3.56,,1.0,U,19.59,16.03,11.0,5214858.0,135821,143654.0,11.0,72.551724,72.551724,9,,A,0.7931034482758621,0.8879310344827587,0.49137931034482757,0.05172413793103448,0.5043103448275862,0.9827586206896551,0.9051724137931034,1.0
605580.SH,恒盛能源,供气供热,20260522,22.1,10.005,110806.027,51351.4,1.834,,618800.0,1.15,,1.0,U,22.1,18.08,0.0,56832360.0,94644,94644.0,0.0,71.818966,71.818966,9,,A,0.47413793103448276,0.9741379310344828,0.9741379310344828,0.6206896551724138,0.5043103448275862,0.5689655172413793,0.21120689655172414,1.0
002725.SZ,跃岭股份,汽车配件,20260522,16.54,9.9734,265843.205,165696.78,7.7299,,423424.0,1.48,,1.0,U,16.54,13.54,0.0,33486520.0,100406,100406.0,0.0,70.62931,70.62931,9,,A,0.9568965517241379,0.8620689655172413,0.4396551724137931,0.43103448275862066,0.5043103448275862,0.8189655172413793,0.21120689655172414,1.0
603989.SH,艾华集团,元器件,20260522,28.42,9.9845,445225.143,159993.64,4.0121,,1133332.3621,0.58,,1.0,U,28.42,23.26,1.0,180415844.0,93716,93755.0,1.0,70.189655,70.189655,9,,A,0.9224137931034483,0.7327586206896551,0.8189655172413793,0.9568965517241379,0.5043103448275862,0.11206896551724138,0.4827586206896552,1.0
603960.SH,克来机电,汽车配件,20260522,23.67,9.9907,334522.586,147100.25,5.6103,,620622.4293,1.57,,1.0,U,23.67,19.37,0.0,47060102.0,111615,111615.0,0.0,69.853448,69.853448,9,,A,0.8620689655172413,0.8362068965517241,0.6293103448275862,0.39655172413793105,0.5043103448275862,0.6982758620689655,0.21120689655172414,1.0
603661.SH,恒林股份,家居用品,20260522,32.53,10.0101,58458.362,17970.6,1.2922,,452385.0518,1.13,3028042.16,1.0,U,32.53,26.61,0.0,68574541.0,92503,92503.0,0.0,69.775862,69.775862,9,,A,0.40086206896551724,1.0,0.9913793103448276,0.6379310344827587,0.5043103448275862,0.4482758620689655,0.21120689655172414,1.0
603379.SH,三美股份,化工原料,20260522,60.53,9.9945,911769.444,154721.83,2.5344,,3695229.611,0.91,,1.0,U,60.53,49.53,2.0,68592596.0,101857,103909.0,2.0,69.663793,69.663793,9,,A,0.7844827586206896,0.5344827586206896,0.9310344827586207,0.7844827586206896,0.5043103448275862,0.4396551724137931,0.5991379310344828,1.0
002121.SZ,科陆电子,电器仪表,20260522,7.62,9.9567,638150.419,860974.87,6.1291,,1269212.7179,1.45,,1.0,U,7.62,6.24,1.0,47839884.0,104503,105648.0,1.0,69.525862,69.525862,9,,A,0.978448275862069,0.6810344827586207,0.5775862068965517,0.4396551724137931,0.5043103448275862,0.6724137931034483,0.4827586206896552,1.0
