ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
601515.SH,衢州东峰,广告包装,20260326,4.41,9.9751,149340.508,342941.16,1.782,,848691.5659,0.95,,1.0,U,4.41,3.61,0.0,20895462.0,93521,93521,0.0,83.717949,83.717949,9,,A,0.8205128205128205,0.9230769230769231,0.9743589743589743,0.8461538461538461,0.5128205128205128,0.8717948717948718,0.2948717948717949,1.0
600800.SH,渤海化学,化工原料,20260326,5.21,9.9156,308052.227,593991.68,5.3526,,578333.5575,1.19,56028345.45,1.0,U,5.21,4.27,2.0,34701726.0,93105,93347,2.0,78.179487,78.179487,9,,A,0.9743589743589743,0.6923076923076923,0.7948717948717948,0.6666666666666666,0.5128205128205128,0.7435897435897436,0.7564102564102564,1.0
002692.SZ,远程股份,电气设备,20260326,5.98,9.9265,187970.228,320448.22,4.4649,,429451.308,0.97,,1.0,U,5.98,4.9,0.0,101739534.0,93909,93909,0.0,76.282051,76.282051,9,,A,0.9487179487179487,0.8717948717948718,0.8205128205128205,0.8205128205128205,0.5128205128205128,0.46153846153846156,0.2948717948717949,1.0
603217.SH,元利科技,化工原料,20260326,24.68,9.9822,93989.858,38739.26,1.8617,,513560.1968,1.45,,1.0,U,24.68,20.2,0.0,99626545.0,94658,94658,0.0,74.897436,74.897436,9,,A,0.7435897435897436,1.0,0.9487179487179487,0.41025641025641024,0.5128205128205128,0.5128205128205128,0.2948717948717949,1.0
600682.SH,南京新百,生物制药,20260326,7.06,9.9688,221033.323,321303.12,2.7602,,949663.348,1.42,,1.0,U,7.06,5.78,0.0,100472497.0,94511,94511,0.0,72.538462,72.538462,9,,A,0.8461538461538461,0.8205128205128205,0.9230769230769231,0.4358974358974359,0.5128205128205128,0.48717948717948717,0.2948717948717949,1.0
603272.SH,联翔股份,家居用品,20260326,29.38,9.9963,217169.262,76272.02,7.3602,,304456.126,1.21,,1.0,U,29.38,24.04,0.0,10779522.0,101251,101251,0.0,71.25641,71.25641,9,,A,0.5897435897435898,0.8461538461538461,0.6410256410256411,0.6153846153846154,0.5128205128205128,0.9487179487179487,0.2948717948717949,1.0
600163.SH,中闽能源,新型电力,20260326,8.29,9.9469,640983.943,773616.04,4.0653,,1577583.8025,0.86,62105615.51,1.0,U,8.29,6.79,1.0,170917383.0,92502,101238,1.0,68.102564,68.102564,9,,A,0.8974358974358975,0.5641025641025641,0.8461538461538461,0.9487179487179487,0.5128205128205128,0.1282051282051282,0.6410256410256411,1.0
603937.SH,丽岛新材,铝,20260326,14.32,9.9846,222114.007,158819.81,7.6031,,299129.0136,1.87,5200639.53,1.0,U,14.32,11.72,0.0,28764584.0,93905,93905,0.0,67.205128,67.205128,9,,A,0.6923076923076923,0.7948717948717948,0.6153846153846154,0.3333333333333333,0.5128205128205128,0.7948717948717948,0.2948717948717949,1.0
002705.SZ,新宝股份,家用电器,20260326,14.77,9.9777,743152.835,506495.97,6.2677,,1199140.5271,8.2,,1.0,U,14.77,12.09,3.0,37214492.0,93003,144648,3.0,65.025641,65.025641,9,,A,0.7692307692307693,0.5384615384615384,0.7435897435897436,0.02564102564102564,0.5128205128205128,0.6923076923076923,0.8205128205128205,1.0
000965.SZ,天保基建,区域地产,20260326,4.18,10.0,319187.653,763784.57,6.882,,463909.3141,3.05,,1.0,U,4.18,3.42,2.0,30367031.0,92500,101133,2.0,64.230769,64.230769,9,,A,0.5384615384615384,0.6666666666666666,0.6923076923076923,0.15384615384615385,0.5128205128205128,0.7692307692307693,0.7564102564102564,1.0
