ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
601369.SH,陕鼓动力,机械基件,20260626,9.05,9.9635,196747.296,222991.94,1.3069,,1559744.4225,2.05,,1.0,U,9.05,7.41,1.0,29154575.0,10:22:00,15:00:00,1.0,79.766667,79.766667,79.766667,0.825,0.546667,80.313334,1,ok,,20260626,intraday_refine_v2,601369.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9666666666666667,0.8,0.95,0.24166666666666667,0.5083333333333333,0.85,0.55,1.0
603928.SH,兴业股份,化工原料,20260626,12.23,9.982,142027.14,120305.31,3.5311,,416680.992,1.05,,1.0,U,12.23,10.01,0.0,30711132.0,09:52:00,15:00:00,0.0,79.316667,79.316667,79.316667,0.825,0.636667,79.953334,1,ok,,20260626,intraday_refine_v2,603928.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9,0.9166666666666666,0.7833333333333333,0.7083333333333334,0.5083333333333333,0.8166666666666667,0.24166666666666667,1.0
603261.SH,立航科技,航空,20260626,57.2,10.0,98680.647,17752.0,2.2904,,443328.6,0.42,,1.0,U,57.2,46.8,0.0,36562240.0,09:50:00,15:00:00,0.0,78.533333,78.533333,78.533333,0.825,0.793333,79.326666,1,ok,,20260626,intraday_refine_v2,603261.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6416666666666667,0.9666666666666667,0.9,0.95,0.5083333333333333,0.7333333333333333,0.24166666666666667,1.0
603956.SH,威派格,专用机械,20260626,5.83,10.0,47139.689,80857.1,1.4188,,332255.3729,0.3,5797729.0,1.0,U,5.83,4.77,0.0,48799432.0,09:30:00,15:00:00,0.0,77.633333,77.633333,77.633333,0.825,0.973333,78.606666,1,ok,,20260626,intraday_refine_v2,603956.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6416666666666667,0.9833333333333333,0.9333333333333333,0.9833333333333333,0.5083333333333333,0.5833333333333334,0.24166666666666667,1.0
603194.SH,中力股份,工程机械,20260626,36.89,9.9881,160422.832,45025.99,2.8493,,1479289.0,2.04,,1.0,U,36.89,30.19,1.0,15368374.0,13:31:00,15:00:00,1.0,78.166667,78.166667,78.166667,0.795,0.266667,78.433334,1,ok,,20260626,intraday_refine_v2,603194.SH,1.0,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.85,0.85,0.8333333333333334,0.26666666666666666,0.5083333333333333,0.95,0.55,1.0
001289.SZ,龙源电力,新型电力,20260626,17.57,10.0188,99108.98028,56675.04,0.1124,,14688197.0634,0.78,,1.0,U,17.57,14.37,0.0,21401946.0,09:31:00,15:00:00,0.0,76.183333,76.183333,76.183333,0.825,1.263333,77.446666,1,ok,,20260626,intraday_refine_v2,001289.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.31666666666666665,0.95,1.0,0.8833333333333333,0.5083333333333333,0.9166666666666666,0.24166666666666667,1.0
600228.SH,返利科技,互联网,20260626,10.79,9.9898,6413.954,5944.35,0.1429,,449589.6275,0.01,17959888.0,1.0,U,10.79,8.83,0.0,173294575.0,09:30:00,15:00:00,0.0,75.216667,75.216667,75.216667,0.825,1.456667,76.673334,1,ok,,20260626,intraday_refine_v2,600228.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8333333333333334,1.0,0.9833333333333333,1.0,0.5083333333333333,0.06666666666666667,0.24166666666666667,1.0
605296.SH,神农集团,农业综合,20260626,27.23,10.0202,144847.062,54692.58,1.0559,,1428933.4612,2.91,,1.0,U,27.23,22.28,1.0,30207600.0,11:11:00,15:00:00,1.0,68.15,68.15,68.15,0.825,2.87,71.02,1,ok,,20260626,intraday_refine_v2,605296.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.2916666666666667,0.9,0.9666666666666667,0.05,0.5083333333333333,0.8333333333333334,0.55,1.0
002180.SZ,奔图科技,IT设备,20260626,14.55,9.9773,506473.87769,364876.21,2.6823,,2068833.7995,1.58,,1.0,U,14.55,11.91,4.0,77662371.0,13:12:00,15:00:00,4.0,67.216667,67.216667,67.216667,0.825,3.056667,70.273334,1,ok,,20260626,intraday_refine_v2,002180.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9333333333333333,0.55,0.85,0.4,0.5083333333333333,0.31666666666666665,0.725,1.0
002568.SZ,百润股份,红黄酒,20260626,15.73,10.0,196982.9519,125305.75,1.6421,,1638474.0801,0.55,,1.0,U,15.73,12.87,0.0,131164667.0,09:30:00,15:00:00,0.0,66.633333,66.633333,66.633333,0.825,3.173333,69.806666,1,ok,,20260626,intraday_refine_v2,002568.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6416666666666667,0.7833333333333333,0.9166666666666666,0.9333333333333333,0.5083333333333333,0.13333333333333333,0.24166666666666667,1.0
