ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
300795.SZ,米奥会展,专业服务,20260717,10.48,20.0458,164205.47,9.4379,,4.03,137725281.56,1.0,U,10.48,6.98,0.0,68491652.0,09:39:00,15:00:00,0.0,72.40625,72.40625,72.40625,0.768306,0.88487,73.29112,1,ok,,20260717,intraday_refine_v2,300795.SZ,1,0.698168,0.111221,0,0.11122140000000001,0.0,0.443893,0.0,0.0,0.8005154639175259,0.5,0.7,1.0,ok,ok,9,,A,1.0,0.515625,0.53125,0.90625,0.515625,0.71875,0.828125,1.0
300577.SZ,开润股份,服装家纺,20260717,20.36,19.9764,169279.96,11.9073,,7.25,-80206876.07000001,1.0,U,20.36,13.58,2.0,37032763.0,09:30:00,15:00:00,2.0,69.9375,69.9375,69.9375,0.859899,3.21048,73.14798,1,ok,,20260717,intraday_refine_v2,300577.SZ,1,0.82093,0.10638,0,0.1063802,0.0,0.718099,1.0,0.2,1.0,0.5,0.79,1.0,ok,ok,9,,A,0.96875,0.515625,0.78125,1.0,0.515625,0.46875,0.21875,1.0
600722.SH,金牛化工,化学原料,20260717,8.53,10.0645,492738.65,7.2428,,0.86,59488627.51,1.0,U,8.53,6.98,0.0,92155467.0,09:39:00,15:00:00,0.0,64.28125,64.28125,64.28125,0.768441,2.51257,66.79382,1,ok,,20260717,intraday_refine_v2,600722.SH,1,0.7346779999999999,0.086882,0,0.086882,0.0,0.565592,0.0,0.0,0.5661290322580641,0.5,0.7,1.0,ok,ok,9,,A,0.875,0.515625,0.40625,0.125,0.515625,0.90625,0.828125,1.0
603118.SH,共进股份,通信设备,20260717,14.95,10.0074,1226156.77,15.5747,,1.31,417929407.19,1.0,U,14.95,12.23,1.0,85886255.0,09:51:00,15:00:00,1.0,65.0625,65.0625,65.0625,0.717385,1.3352,66.3977,1,ok,,20260717,intraday_refine_v2,603118.SH,1,0.719064,0.097291,0,0.097291,0.0,0.513545,0.0,0.0,0.3263796909492278,0.5,0.7,1.0,ok,ok,9,,A,0.53125,0.515625,0.90625,0.25,0.515625,0.84375,0.46875,1.0
600227.SH,赤天化,农化制品,20260717,3.06,10.0719,2530498.5,19.8067,,1.63,-15974795.61,1.0,U,3.06,2.5,1.0,32425902.0,09:38:00,15:00:00,1.0,67.09375,67.09375,67.09375,0.632708,-0.76459,66.32916,1,ok,,20260717,intraday_refine_v2,600227.SH,1,0.618,0.196667,0,0.24825000000000003,0.0,0.266667,1.0,0.2,0.493165467625899,0.5,0.64,1.0,ok,ok,9,,A,0.921875,0.515625,1.0,0.34375,0.515625,0.3125,0.46875,1.0
000037.SZ,深南电A,电力,20260717,9.2,10.0478,361241.01,10.659,,3.04,,1.0,U,9.2,7.52,0.0,33258000.0,10:01:00,15:00:00,0.0,63.78125,63.78125,63.78125,0.735807,1.95989,65.74114,1,ok,,20260717,intraday_refine_v2,000037.SZ,1,0.681935,0.083043,0,0.08304340000000002,0.0,0.5847829999999999,0.0,0.0,0.42846889952153183,0.5,0.57,1.0,ok,ok,9,,A,0.75,0.515625,0.625,0.78125,0.515625,0.375,0.828125,1.0
600162.SH,香江控股,房地产开发,20260717,3.06,10.0719,3792929.63,11.6047,,2.62,-36097631.52,1.0,U,3.06,2.5,0.0,30148350.0,09:35:00,15:00:00,0.0,65.0625,65.0625,65.0625,0.672192,0.43134,65.49384,1,ok,,20260717,intraday_refine_v2,600162.SH,1,0.612941,0.168039,0,0.1680392,0.0,0.159804,0.0,0.0,0.7089928057553954,0.5,0.7,1.0,ok,ok,9,,A,0.921875,0.515625,0.71875,0.5625,0.515625,0.25,0.828125,1.0
000722.SZ,湖南发展,电力,20260717,13.83,10.0239,551212.69,11.8755,,3.0,60163367.199999996,1.0,U,13.83,11.31,0.0,39493805.0,14:54:00,15:00:00,0.0,65.28125,65.28125,65.28125,0.629187,-0.47251,64.80874,1,ok,,20260717,intraday_refine_v2,000722.SZ,1,0.47718299999999997,0.115544,0,0.14400000000000002,0.12,0.602278,0.0,0.0,0.26384248210023814,0.5,0.17,1.0,ok,ok,9,,A,0.625,0.515625,0.75,0.75,0.515625,0.5,0.828125,1.0
600881.SH,亚泰集团,综合Ⅱ,20260717,1.86,10.0592,3044229.02,9.4186,,2.45,52975061.68,1.0,U,1.86,1.52,0.0,32486038.0,13:02:00,15:00:00,0.0,60.53125,60.53125,60.53125,0.725632,2.40639,62.93764,1,ok,,20260717,intraday_refine_v2,600881.SH,1,0.6087899999999999,0.095806,0,0.09580640000000001,0.0,0.520968,0.0,0.0,0.5920118343195273,0.5,0.45,1.0,ok,ok,9,,A,0.84375,0.515625,0.5,0.5,0.515625,0.34375,0.828125,1.0
002432.SZ,九安医疗,医疗器械,20260717,79.2,10.0,456455.83,9.8105,,1.84,118247132.26,1.0,U,79.2,64.8,2.0,409388760.0,09:30:00,15:00:00,2.0,58.84375,58.84375,58.84375,0.78806,3.99245,62.8362,1,ok,,20260717,intraday_refine_v2,002432.SZ,1,0.7162000000000001,0.1468,0,0.19365,0.0,0.516,1.0,0.2,1.0,0.5,0.6920000000000001,1.0,ok,ok,9,,A,0.421875,0.515625,0.5625,0.40625,0.515625,1.0,0.21875,1.0
