ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
301396.SZ,宏景科技,软件服务,20260127,U,98.1,98.1,65.4,0,185128630.0,135909,135909,185128630.0
600172.SH,黄河旋风,矿物制品,20260127,U,7.16,7.16,5.86,2,109185009.0,94026,103717,109185009.0
600391.SH,航发科技,航空,20260127,U,53.12,53.12,43.46,0,90333322.0,131608,131608,90333322.0
600475.SH,华光环能,电气设备,20260127,U,21.48,21.48,17.58,0,102932804.0,134236,134236,102932804.0
600531.SH,豫光金铅,铅锌,20260127,U,20.49,20.49,16.77,19,73889747.0,93644,141008,73889747.0
600602.SH,云赛智联,软件服务,20260127,U,22.17,22.17,18.14,2,165914626.0,135849,140804,165914626.0
600877.SH,电科芯片,半导体,20260127,U,24.78,24.78,20.28,1,262573836.0,93318,93339,262573836.0
600893.SH,航发动力,航空,20260127,U,50.59,50.59,41.39,0,133177517.0,134312,134312,133177517.0
600916.SH,中国黄金,服饰,20260127,U,11.15,11.15,9.13,3,283935865.0,94007,101810,283935865.0
601212.SH,白银有色,铜,20260127,U,12.55,12.55,10.27,9,120618213.0,104414,140353,120618213.0
603052.SH,可川科技,元器件,20260127,U,56.43,56.43,46.17,0,117126559.0,103004,103004,117126559.0
603061.SH,金海通,半导体,20260127,U,279.4,279.4,228.6,0,44284061.0,104324,104324,44284061.0
603120.SH,肯特催化,化工原料,20260127,U,45.8,45.8,37.48,1,172913503.0,111222,111425,172913503.0
603121.SH,华培动力,汽车配件,20260127,U,24.18,24.18,19.78,0,29712384.0,93730,93730,29712384.0
603132.SH,金徽股份,铅锌,20260127,U,20.16,20.16,16.5,13,5956856.0,93356,145635,5956856.0
603163.SH,圣晖集成,建筑工程,20260127,U,101.59,101.59,83.12,0,72367636.0,104322,104322,72367636.0
603212.SH,赛伍技术,塑料,20260127,U,17.47,17.47,14.29,1,123644361.0,112230,130733,123644361.0
603381.SH,永臻股份,电气设备,20260127,U,23.35,23.35,19.11,1,30315398.0,134249,135243,30315398.0
603396.SH,金辰股份,专用机械,20260127,U,46.49,46.49,38.03,0,85550898.0,140118,140118,85550898.0
603488.SH,展鹏科技,运输设备,20260127,U,10.59,10.59,8.67,0,76946728.0,130951,130951,76946728.0
603663.SH,三祥新材,小金属,20260127,U,41.47,41.47,33.93,0,227932680.0,134631,134631,227932680.0
603916.SH,苏博特,化工原料,20260127,U,13.67,13.67,11.19,0,111376201.0,131713,131713,111376201.0
603929.SH,亚翔集成,装修装饰,20260127,U,149.6,149.6,122.4,0,93769280.0,103928,103928,93769280.0
605288.SH,凯迪股份,电气设备,20260127,U,131.42,131.42,107.52,0,59617368.0,103728,103728,59617368.0
688110.SH,东芯股份,半导体,20260127,U,153.23,153.23,102.15,0,290582767.0,102225,102225,290582767.0
688702.SH,盛科通信-U,半导体,20260127,U,162.53,162.53,108.35,0,79062555.0,135647,135647,79062555.0
