ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000409.SZ,云鼎科技,软件服务,软件服务,20260525,U,10.51,10.51,8.6,0,69386000.0,92500,92500,69386000.0
000509.SZ,华塑控股,元器件,元器件,20260525,U,4.31,4.31,3.53,3,11748629.0,105633,142212,11748629.0
000510.SZ,新金路,化工原料,化工原料,20260525,U,16.43,16.43,13.45,12,17172636.0,102500,145227,17172636.0
000518.SZ,四环生物,生物制药,生物制药,20260525,U,4.54,4.54,3.72,3,37004178.0,141536,144648,37004178.0
000564.SZ,供销大集,百货,百货,20260525,U,1.8,1.8,1.48,8,55470240.0,104327,133630,55470240.0
000636.SZ,风华高科,元器件,元器件,20260525,U,41.38,41.38,33.86,0,795745469.0,92500,92500,795745469.0
000875.SZ,电投绿能,火力发电,火力发电,20260525,U,6.86,6.86,5.62,0,38646496.0,95003,95003,38646496.0
000926.SZ,福星股份,区域地产,区域地产,20260525,U,2.27,2.27,1.85,0,52340979.0,93548,93548,52340979.0
000966.SZ,长源电力,火力发电,火力发电,20260525,U,5.21,5.21,4.27,4,39880497.0,102803,132518,39880497.0
000980.SZ,众泰汽车,汽车配件,汽车配件,20260525,U,2.84,2.84,2.32,0,76596739.0,94909,94909,76596739.0
000988.SZ,华工科技,专用机械,专用机械,20260525,U,171.94,171.94,140.68,0,380062365.0,143100,143100,380062365.0
000995.SZ,皇台酒业,白酒,白酒,20260525,U,14.33,14.33,11.73,0,78599132.0,101330,101330,78599132.0
002012.SZ,凯恩股份,造纸,造纸,20260525,U,8.6,8.6,7.04,3,48423142.0,93139,93457,48423142.0
002051.SZ,中工国际,建筑工程,建筑工程,20260525,U,11.72,11.72,9.59,0,55610790.0,105951,105951,55610790.0
002056.SZ,横店东磁,电气设备,电气设备,20260525,U,22.41,22.41,18.33,9,27089208.0,131215,134254,27089208.0
002156.SZ,通富微电,半导体,半导体,20260525,U,69.78,69.78,57.1,4,294115442.0,131154,135842,294115442.0
002185.SZ,华天科技,半导体,半导体,20260525,U,16.97,16.97,13.89,0,710466936.0,94451,94451,710466936.0
002297.SZ,博云新材,航空,航空,20260525,U,29.24,29.24,23.92,7,139056960.0,93715,102315,139056960.0
002388.SZ,新亚制程,元器件,元器件,20260525,U,5.85,5.85,4.79,0,72934875.0,100424,100424,72934875.0
002409.SZ,雅克科技,半导体,半导体,20260525,U,128.15,128.15,104.85,1,125766410.0,112948,144339,125766410.0
002421.SZ,达实智能,软件服务,软件服务,20260525,U,4.8,4.8,3.92,9,60176544.0,93206,132351,60176544.0
002432.SZ,九安医疗,医疗保健,医疗保健,20260525,U,87.86,87.86,71.88,7,54051296.0,95551,134448,54051296.0
002438.SZ,江苏神通,机械基件,机械基件,20260525,U,17.75,17.75,14.53,1,47628575.0,100903,101533,47628575.0
002526.SZ,山东矿机,工程机械,工程机械,20260525,U,3.4,3.4,2.78,0,90153485.0,93000,93000,90153485.0
002552.SZ,宝鼎科技,元器件,元器件,20260525,U,43.8,43.8,35.84,2,45188460.0,104112,110733,45188460.0
002585.SZ,双星新材,塑料,塑料,20260525,U,9.88,9.88,8.08,0,209145224.0,93012,93012,209145224.0
