ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
000670.SZ,盈方微,其他电子,20260817,7.54,10.073,818955.2,9.8616,,2.08,,1.0,U,7.54,6.17,0.0,80591893.0,104400,104400,0.0,75.01087,75.01087,75.01087,0.6825,0.0,75.01087,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.45,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9891304347826086,0.5054347826086957,0.8586956521739131,0.7010869565217391,0.5054347826086957,0.6956521739130435,0.7010869565217392,1.0
002229.SZ,鸿博股份,IT服务Ⅱ,20260817,13.82,10.0318,1016185.08,20.6057,,1.02,,1.0,U,13.82,11.3,0.0,145862512.0,94100,94100,0.0,73.01087,73.01087,73.01087,0.70758,0.0,73.01087,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6171974522292992,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8478260869565217,0.5054347826086957,0.9565217391304348,0.2826086956521739,0.5054347826086957,0.8478260869565217,0.7010869565217392,1.0
002081.SZ,金 螳 螂,装修装饰,20260817,5.82,10.0189,4828726.35,18.2613,,3.16,113176950.97,1.0,U,5.82,4.76,9.0,116451140.0,93054,104212,9.0,72.630435,72.630435,72.630435,0.718228,0.0,72.630435,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6881852551984874,0.5,0.5,0.0,missing_stock,ok,9,,A,0.782608695652174,0.5054347826086957,1.0,0.907608695652174,0.5054347826086957,0.782608695652174,0.021739130434782657,1.0
002165.SZ,红 宝 丽,化学制品,20260817,7.13,10.0309,803083.46,11.0377,,1.18,,1.0,U,7.13,5.83,0.0,77869275.0,95309,95309,0.0,69.728261,69.728261,69.728261,0.6825,0.0,69.728261,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.45,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8369565217391305,0.5054347826086957,0.8913043478260869,0.34782608695652173,0.5054347826086957,0.6739130434782609,0.7010869565217392,1.0
603118.SH,共进股份,通信设备,20260817,19.32,10.0228,1047789.86,13.309,,1.26,,1.0,U,19.32,15.8,11.0,152696972.0,93022,95901,11.0,68.847826,68.847826,68.847826,0.765,0.0,68.847826,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8043478260869565,0.5054347826086957,0.9347826086956522,0.4076086956521739,0.5054347826086957,0.8586956521739131,0.010869565217391304,1.0
002156.SZ,通富微电,半导体,20260817,69.26,10.0064,1476243.04,9.7284,,1.74,1020979966.24,1.0,U,69.26,56.66,1.0,497362986.0,110009,131139,1.0,68.663043,68.663043,68.663043,0.688933,0.0,68.663043,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.492884371029225,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5978260869565217,0.5054347826086957,0.8478260869565217,0.6086956521739131,0.5054347826086957,0.9891304347826086,0.28804347826086957,1.0
601700.SH,风范股份,电网设备,20260817,7.22,10.061,1858813.53,16.3232,,0.88,108786620.86,1.0,U,7.22,5.9,3.0,69298253.0,95804,100649,3.0,68.445652,68.445652,68.445652,0.693476,0.0,68.445652,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5231707317073172,0.5,0.5,0.0,missing_stock,ok,9,,A,0.967391304347826,0.5054347826086957,0.9782608695652174,0.22282608695652173,0.5054347826086957,0.6304347826086957,0.10326086956521735,1.0
605162.SH,新中港,电力,20260817,9.53,10.0462,310122.71,7.0029,,1.27,,1.0,U,9.53,7.79,0.0,78736078.0,144739,144739,0.0,68.184783,68.184783,68.184783,0.671068,0.0,68.184783,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3737875288683603,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9130434782608695,0.5054347826086957,0.6847826086956522,0.42934782608695654,0.5054347826086957,0.6847826086956522,0.7010869565217392,1.0
002907.SZ,华森制药,中药Ⅱ,20260817,16.79,10.0262,188785.66,5.6217,,3.2,71174179.0,1.0,U,16.79,13.73,0.0,85013377.0,93215,93215,0.0,67.98913,67.98913,67.98913,0.765,0.0,67.98913,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8260869565217391,0.5054347826086957,0.5217391304347826,0.9293478260869565,0.5054347826086957,0.7065217391304348,0.7010869565217392,1.0
600127.SH,金健米业,农产品加,20260817,6.46,10.0511,381412.95,5.943,,1.09,73492793.0,1.0,U,6.46,5.28,0.0,154848073.0,93000,93000,0.0,67.467391,67.467391,67.467391,0.751495,0.0,67.467391,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.9099659284497441,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9239130434782609,0.5054347826086957,0.5434782608695652,0.30978260869565216,0.5054347826086957,0.8695652173913043,0.7010869565217392,1.0
