rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002980.SZ,华盛昌,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.445718,0.0,0,0.75,0.0,0.0,0.0,0.6381188118811888,0.0,中,分时缺失|低置信,0.3049391207095998,0.0,0.0,0.0,0.0,0.2810141207095998
2,002297.SZ,博云新材,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.449,0.0,0,0.75,0.0,0.0,0.0,0.6599999999999995,0.0,中,分时缺失|低置信,0.2938479044962464,0.0,0.0,0.0,0.0,0.28502290449624645
3,605577.SH,龙版传媒,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.426605,0.0,0,0.75,0.0,0.0,0.0,0.5107003891050581,0.0,中,分时缺失|低置信,0.2895512552726237,0.0,0.0,0.0,0.0,0.2992762552726237
4,002059.SZ,云南旅游,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.2777189077112764,0.0,0.0,0.0,0.0,0.2688939077112764
5,603989.SH,艾华集团,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.427699,0.0,0,0.75,0.0,0.0,0.0,0.5179945054945045,0.0,中,分时缺失|低置信,0.27180289000603114,0.0,0.0,0.0,0.0,0.24787789000603114
6,002909.SZ,集泰股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.28319208428878284,0.0,0.0,0.0,0.0,0.2929170842887828
7,605288.SH,凯迪股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.422153,0.0,0,0.75,0.0,0.0,0.0,0.4810218978102177,0.0,中,分时缺失|低置信,0.24787558971084184,0.0,0.0,0.0,0.0,0.22395058971084184
8,603162.SH,海通发展,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.428657,0.0,0,0.75,0.0,0.0,0.0,0.5243801652892566,0.0,中,分时缺失|低置信,0.2571220423616473,0.0,0.0,0.0,0.0,0.23319704236164732
9,603138.SH,海量数据,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.459837,0.0,0,0.75,0.0,0.0,0.0,0.7322458270106231,0.0,中,分时缺失|低置信,0.25702056732078654,0.0,0.0,0.0,0.0,0.23309556732078654
10,601086.SH,国芳集团,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.28754928361147214,0.0,0.0,0.0,0.0,0.28507428361147213
