rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,600721.SH,百花医药,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.745444,0.0,0,0.0,0.0,0.5,0.0,0.8696242171189972,0.0,中,分时缺失|低置信,0.4332709901151067,0.0,0.0,0.0,0.0,0.4429959901151067
2,603228.SH,景旺电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.759029,0.0,0,0.0,0.0,0.5,0.0,0.9601946246524569,0.0,中,分时缺失|低置信,0.3514418661855957,0.0,0.0,0.0,0.0,0.3426168661855957
3,000831.SZ,中国稀土,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.674883,0.0,0,0.0,0.0,0.5,0.0,0.3992210040392375,0.0,中,分时缺失|低置信,0.31327110466016955,0.0,0.0,0.0,0.0,0.2893461046601696
4,600744.SH,华银电力,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.3097353678535307,0.0,0.0,0.0,0.0,0.2858103678535307
5,600272.SH,开开实业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.690897,0.0,0,0.0,0.0,0.5,0.0,0.5059796437659034,0.0,中,分时缺失|低置信,0.287208705069739,0.0,0.0,0.0,0.0,0.27838370506973903
6,002194.SZ,武汉凡谷,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.718179,0.0,0,0.0,0.0,0.5,0.0,0.6878592666005943,0.0,中,分时缺失|低置信,0.3042555252494056,0.0,0.0,0.0,0.0,0.2954305252494056
7,603011.SH,合锻智能,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.271783260188315,0.0,0.0,0.0,0.0,0.247858260188315
8,000603.SZ,盛达资源,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6848,0.0,0,0.0,0.0,0.5,0.0,0.4653354632587859,0.0,中,分时缺失|低置信,0.27947783726067404,0.0,0.0,0.0,0.0,0.25555283726067407
9,600206.SH,有研新材,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.727921,0.0,0,0.0,0.0,0.5,0.0,0.7528088604704266,0.0,中,分时缺失|低置信,0.3052352960608169,0.0,0.0,0.0,0.0,0.3152352960608169
10,603459.SH,红板科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.675186,0.0,0,0.0,0.0,0.5,0.0,0.4012398416336736,0.0,中,分时缺失|低置信,0.33713671243436805,0.0,0.0,0.0,0.0,0.3132117124343681
11,603137.SH,恒尚节能,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6645,0.0,0,0.0,0.0,0.5,0.0,0.32999999999999985,0.0,中,分时缺失|低置信,0.25151273830981813,0.0,0.0,0.0,0.0,0.22758773830981813
12,603936.SH,博敏电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.683122,0.0,0,0.0,0.0,0.5,0.0,0.4541436464088393,0.0,中,分时缺失|低置信,0.3202375033923357,0.0,0.0,0.0,0.0,0.2963125033923357
13,603757.SH,大元泵业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.691637,0.0,0,0.0,0.0,0.5,0.0,0.5109137055837565,0.0,中,分时缺失|低置信,0.22878446083287485,0.0,0.0,0.0,0.0,0.20485946083287485
14,002281.SZ,光迅科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.715887,0.0,0,0.0,0.0,0.5,0.0,0.6725767850019941,0.0,中,分时缺失|低置信,0.2669154850448737,0.0,0.0,0.0,0.0,0.24299048504487372
15,603328.SH,依顿电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.735441,0.0,0,0.0,0.0,0.5,0.0,0.8029411764705884,0.0,中,分时缺失|低置信,0.3134549219277821,0.0,0.0,0.0,0.0,0.28952992192778215
16,002589.SZ,瑞康医药,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.669339,0.0,0,0.0,0.0,0.5,0.0,0.36225746214157234,0.0,中,分时缺失|低置信,0.27542531807926585,0.0,0.0,0.0,0.0,0.25150031807926587
17,603186.SH,华正新材,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.698423,0.0,0,0.0,0.0,0.5,0.0,0.5561538461538461,0.0,中,分时缺失|低置信,0.31425823184262136,0.0,0.0,0.0,0.0,0.2903332318426214
18,002971.SZ,和远气体,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.742282,0.0,0,0.0,0.0,0.5,0.0,0.848545454545455,0.0,中,分时缺失|低置信,0.28789765623181,0.0,0.0,0.0,0.0,0.29789765623181
19,600601.SH,方正科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700192,0.0,0,0.0,0.0,0.5,0.0,0.5679487179487175,0.0,中,分时缺失|低置信,0.3093280455225667,0.0,0.0,0.0,0.0,0.30050304552256674
20,000506.SZ,招金黄金,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.674308,0.0,0,0.0,0.0,0.5,0.0,0.3953883495145623,0.0,中,分时缺失|低置信,0.24660204008386058,0.0,0.0,0.0,0.0,0.22267704008386058
21,002552.SZ,宝鼎科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.760083,0.0,0,0.0,0.0,0.5,0.0,0.9672174716893917,0.0,中,分时缺失|低置信,0.2899871956308496,0.0,0.0,0.0,0.0,0.2997121956308496
22,600267.SH,海正药业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.68099,0.0,0,0.0,0.0,0.5,0.0,0.4399328859060408,0.0,中,分时缺失|低置信,0.2565735594413018,0.0,0.0,0.0,0.0,0.23264855944130178
23,002741.SZ,光华科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.685888,0.0,0,0.0,0.0,0.5,0.0,0.4725846925972402,0.0,中,分时缺失|低置信,0.23325205424749892,0.0,0.0,0.0,0.0,0.20932705424749892
24,600651.SH,飞乐音响,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.685593,0.0,0,0.0,0.0,0.5,0.0,0.47061855670103087,0.0,中,分时缺失|低置信,0.21105869246060996,0.0,0.0,0.0,0.0,0.18713369246060996
25,600500.SH,中化国际,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.680704,0.0,0,0.0,0.0,0.5,0.0,0.43802395209580874,0.0,中,分时缺失|低置信,0.2469600824151704,0.0,0.0,0.0,0.0,0.2230350824151704
26,600664.SH,哈药股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.744719,0.0,0,0.0,0.0,0.5,0.0,0.8647909967845664,0.0,中,分时缺失|低置信,0.26935660025753366,0.0,0.0,0.0,0.0,0.24543160025753366
27,002443.SZ,金洲管道,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.715401,0.0,0,0.0,0.0,0.5,0.0,0.6693396226415084,0.0,中,分时缺失|低置信,0.22206120225739684,0.0,0.0,0.0,0.0,0.19813620225739684
