ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000014.SZ,沙河股份,全国地产,20260209,U,14.53,14.53,11.89,0,85180381.0,92500,92500,85180381.0
000016.SZ,深康佳Ａ,家用电器,20260209,U,4.05,4.05,3.31,0,97100523.0,104630,104630,97100523.0
000525.SZ,红太阳,农药化肥,20260209,U,6.72,6.72,5.5,2,33268072.0,142906,143409,33268072.0
000571.SZ,新大洲A,煤炭开采,20260209,U,6.75,6.75,5.53,0,34612650.0,101818,101818,34612650.0
000892.SZ,欢瑞世纪,影视音像,20260209,U,8.15,8.15,6.67,0,128689315.0,92500,92500,128689315.0
001217.SZ,华尔泰,化工原料,20260209,U,14.07,14.07,11.51,0,104829956.0,143448,143448,104829956.0
001266.SZ,宏英智能,电器仪表,20260209,U,37.32,37.32,30.54,1,157783735.0,100215,100906,157783735.0
001326.SZ,联域股份,电气设备,20260209,U,61.93,61.93,50.67,0,42342469.0,104200,104200,42342469.0
001330.SZ,博纳影业,影视音像,20260209,U,11.34,11.34,9.28,3,195118308.0,93000,95633,195118308.0
002015.SZ,协鑫能科,新型电力,20260209,U,13.27,13.27,10.85,1,95696034.0,104333,104524,95696034.0
002054.SZ,德美化工,染料涂料,20260209,U,11.06,11.06,9.05,9,30448180.0,101133,111527,30448180.0
002079.SZ,苏州固锝,电气设备,20260209,U,11.81,11.81,9.67,0,82181066.0,130106,130106,82181066.0
002099.SZ,海翔药业,化学制药,20260209,U,8.26,8.26,6.76,3,34799008.0,92500,131339,34799008.0
002129.SZ,TCL中环,电气设备,20260209,U,11.68,11.68,9.56,1,205861261.0,95109,132603,205861261.0
002218.SZ,拓日新能,新型电力,20260209,U,7.96,7.96,6.52,4,42086908.0,94454,145515,42086908.0
002272.SZ,川润股份,机械基件,20260209,U,16.93,16.93,13.85,0,131378611.0,104251,104251,131378611.0
002296.SZ,辉煌科技,通信设备,20260209,U,14.15,14.15,11.57,0,131778242.0,94509,94509,131778242.0
002309.SZ,中利集团,电气设备,20260209,U,3.43,3.43,2.81,0,86303259.0,95030,95030,86303259.0
002323.SZ,雅博股份,建筑工程,20260209,U,1.96,1.96,1.6,0,79323408.0,94024,94024,79323408.0
002429.SZ,兆驰股份,家用电器,20260209,U,10.34,10.34,8.46,0,160483510.0,92500,92500,160483510.0
002438.SZ,江苏神通,机械基件,20260209,U,18.43,18.43,15.08,1,273366587.0,93109,93200,273366587.0
002440.SZ,闰土股份,染料涂料,20260209,U,14.53,14.53,11.89,0,59940216.0,93200,93200,59940216.0
002455.SZ,百川股份,化工原料,20260209,U,12.25,12.25,10.03,0,215125386.0,93000,93000,215125386.0
002471.SZ,中超控股,电气设备,20260209,U,10.75,10.75,8.79,0,189338675.0,142824,142824,189338675.0
002501.SZ,利源股份,铝,20260209,U,2.16,2.16,1.76,0,67742717.0,102118,102118,67742717.0
002506.SZ,协鑫集成,电气设备,20260209,U,5.04,5.04,4.12,0,698570349.0,93148,93148,698570349.0
002534.SZ,西子洁能,专用机械,20260209,U,19.54,19.54,15.98,0,153353828.0,94730,94730,153353828.0
002623.SZ,亚玛顿,玻璃,20260209,U,30.97,30.97,25.34,0,79654840.0,94930,94930,79654840.0
002624.SZ,完美世界,互联网,20260209,U,21.53,21.53,17.61,1,103106308.0,93000,93109,103106308.0
002716.SZ,湖南白银,小金属,20260209,U,14.12,14.12,11.56,2,99505758.0,131839,140109,99505758.0
002830.SZ,名雕股份,装修装饰,20260209,U,33.72,33.72,27.59,0,277721292.0,93142,93142,277721292.0
003018.SZ,金富科技,塑料,20260209,U,22.59,22.59,18.49,0,147035644.0,92500,92500,147035644.0
300182.SZ,捷成股份,影视音像,20260209,U,7.04,7.04,4.7,2,148368767.0,95727,101406,148368767.0
300364.SZ,中文在线,出版业,20260209,U,35.28,35.28,23.52,0,575085203.0,93000,93000,575085203.0
300480.SZ,光力科技,专用机械,20260209,U,26.62,26.62,17.74,2,38914100.0,132409,141803,38914100.0
300749.SZ,顶固集创,家居用品,20260209,U,21.43,21.43,14.29,20,10612136.0,94218,143645,10612136.0
300912.SZ,凯龙高科,汽车配件,20260209,U,41.16,41.16,27.44,0,340150356.0,92500,92500,340150356.0
300982.SZ,苏文电能,建筑工程,20260209,U,26.16,26.16,17.44,0,67258406.0,94836,94836,67258406.0
301231.SZ,荣信文化,出版业,20260209,U,42.24,42.24,28.16,0,132647539.0,92500,92500,132647539.0
301232.SZ,飞沃科技,机械基件,20260209,U,231.04,231.04,154.02,1,80584210.0,133736,144915,80584210.0
301262.SZ,海看股份,影视音像,20260209,U,32.65,32.65,21.77,0,43226641.0,92500,92500,43226641.0
600172.SH,黄河旋风,矿物制品,20260209,U,8.18,8.18,6.7,0,77762024.0,100119,100119,77762024.0
600185.SH,珠免集团,旅游服务,20260209,U,8.28,8.28,6.78,2,12702348.0,131710,140552,12702348.0
600330.SH,天通股份,专用机械,20260209,U,17.05,17.05,13.95,0,119146116.0,103011,103011,119146116.0
600392.SH,盛和资源,小金属,20260209,U,27.14,27.14,22.2,4,80921682.0,93709,132809,80921682.0
600477.SH,杭萧钢构,钢加工,20260209,U,4.14,4.14,3.38,0,93218322.0,94324,94324,93218322.0
600586.SH,金晶科技,玻璃,20260209,U,7.45,7.45,6.09,0,101354821.0,92502,92502,101354821.0
600589.SH,大位科技,软件服务,20260209,U,10.41,10.41,8.51,0,164851719.0,93422,93422,164851719.0
600590.SH,泰豪科技,通信设备,20260209,U,12.68,12.68,10.38,1,60729452.0,104316,112343,60729452.0
600666.SH,奥瑞德,元器件,20260209,U,3.78,3.78,3.1,0,85520685.0,102750,102750,85520685.0
600683.SH,京投发展,区域地产,20260209,U,6.66,6.66,5.45,3,10141461.0,135309,144703,10141461.0
600722.SH,金牛化工,化工原料,20260209,U,9.5,9.5,7.78,2,53861200.0,93706,94530,53861200.0
600732.SH,爱旭股份,电气设备,20260209,U,15.04,15.04,12.3,1,,94450,,
600751.SH,海航科技,水运,20260209,U,4.36,4.36,3.56,9,4812568.0,95028,143419,4812568.0
600841.SH,动力新科,汽车配件,20260209,U,10.51,10.51,8.6,6,5118370.0,93849,143752,5118370.0
600875.SH,东方电气,电气设备,20260209,U,28.77,28.77,23.54,4,30274671.0,104934,134622,30274671.0
600884.SH,杉杉股份,电气设备,20260209,U,15.81,15.81,12.93,0,733230346.0,92501,92501,733230346.0
601360.SH,三六零,互联网,20260209,U,12.91,12.91,10.57,2,224819929.0,131020,133802,224819929.0
601515.SH,衢州东峰,广告包装,20260209,U,4.57,4.57,3.74,2,,111549,,
601595.SH,上海电影,影视音像,20260209,U,32.53,32.53,26.61,0,163869647.0,92504,92504,163869647.0
601869.SH,长飞光纤,通信设备,20260209,U,192.25,192.25,157.29,4,86611893.0,105417,133247,86611893.0
603031.SH,安孚科技,电气设备,20260209,U,59.4,59.4,48.6,0,85328100.0,101452,101452,85328100.0
603103.SH,横店影视,影视音像,20260209,U,36.74,36.74,30.06,5,85740725.0,93008,95408,85740725.0
603163.SH,圣晖集成,建筑工程,20260209,U,111.86,111.86,91.52,0,89918661.0,111305,111305,89918661.0
603188.SH,亚邦股份,染料涂料,20260209,U,5.87,5.87,4.81,1,38586445.0,93342,102121,38586445.0
603191.SH,望变电气,电气设备,20260209,U,22.29,22.29,18.23,16,10119660.0,93001,141646,10119660.0
603301.SH,振德医疗,医疗保健,20260209,U,80.69,80.69,66.02,0,195231633.0,94800,94800,195231633.0
603308.SH,应流股份,机械基件,20260209,U,57.18,57.18,46.78,3,52101272.0,101102,104011,52101272.0
603466.SH,风语筑,文教休闲,20260209,U,9.96,9.96,8.15,0,92509476.0,92502,92502,92509476.0
603533.SH,掌阅科技,互联网,20260209,U,25.69,25.69,21.02,0,390373910.0,92501,92501,390373910.0
603598.SH,引力传媒,互联网,20260209,U,28.45,28.45,23.27,1,52666640.0,105914,112214,52666640.0
603616.SH,韩建河山,水泥,20260209,U,9.12,9.12,7.46,1,44484624.0,144137,144201,44484624.0
603618.SH,杭电股份,电气设备,20260209,U,15.08,15.08,12.34,13,,93050,,
603626.SH,科森科技,元器件,20260209,U,26.65,26.65,21.81,4,77109643.0,93138,94232,77109643.0
603629.SH,利通电子,元器件,20260209,U,50.61,50.61,41.41,9,27094569.0,130721,145003,27094569.0
603729.SH,龙韵股份,广告包装,20260209,U,19.64,19.64,16.07,0,159707373.0,92501,92501,159707373.0
603829.SH,洛凯股份,电气设备,20260209,U,26.06,26.06,21.32,0,87830643.0,93419,93419,87830643.0
603929.SH,亚翔集成,装修装饰,20260209,U,149.27,149.27,122.13,0,105026372.0,130208,130208,105026372.0
