ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603956.SH,威派格,专用机械,20260625,5.3,9.9585,115159.837,219605.68,3.8534,,302050.339,0.86,,1.0,U,5.3,4.34,2.0,50670491.0,09:35:00,15:00:00,2.0,80.011494,80.011494,80.011494,0.825,0.497701,80.509195,1.0,ok,,20260625,intraday_refine_v2,603956.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,1.0,0.9540229885057471,0.7241379310344828,0.6666666666666666,0.5057471264367817,0.632183908045977,0.603448275862069,1.0
600228.SH,返利科技,互联网,20260625,9.81,9.9776,22951.476,23396.0,0.5624,,408755.7225,0.04,,1.0,U,9.81,8.03,0.0,197886339.0,09:30:00,15:00:00,0.0,78.034483,78.034483,78.034483,0.825,0.893103,78.927586,1.0,ok,,20260625,intraday_refine_v2,600228.SH,0.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,missing_stock,9,,A,0.9540229885057471,1.0,1.0,1.0,0.5057471264367817,0.12643678160919541,0.16666666666666666,1.0
002674.SZ,兴业科技,纺织,20260625,26.21,9.9874,75940.854,28974.0,0.9903,,774639.171,0.31,,1.0,U,26.21,21.45,0.0,444306678.0,09:30:00,15:00:00,0.0,74.885057,74.885057,74.885057,0.825,1.522989,76.408046,1.0,ok,,20260625,intraday_refine_v2,002674.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.896551724137931,0.9770114942528736,0.9770114942528736,0.9655172413793104,0.5057471264367817,0.05747126436781609,0.16666666666666666,1.0
603733.SH,仙鹤股份,造纸,20260625,27.21,9.9838,503138.415,193504.25,2.6709,,1971317.6988,1.13,,1.0,U,27.21,22.27,0.0,46041333.0,13:45:00,15:00:00,0.0,72.333333,72.333333,72.333333,0.825,2.033333,74.366666,1.0,ok,,20260625,intraday_refine_v2,603733.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9195402298850575,0.7126436781609196,0.8505747126436781,0.4942528735632184,0.5057471264367817,0.6551724137931034,0.16666666666666666,1.0
601798.SH,蓝科高新,化工机械,20260625,7.83,9.9719,173654.703,227149.73,6.4071,,277595.5806,3.33,,1.0,U,7.83,6.41,2.0,29072007.0,10:16:00,15:00:00,2.0,71.574713,71.574713,71.574713,0.825,2.185057,73.75977,1.0,ok,,20260625,intraday_refine_v2,601798.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9655172413793104,0.896551724137931,0.5172413793103449,0.05747126436781609,0.5057471264367817,0.7701149425287356,0.603448275862069,1.0
605318.SH,法狮龙,其他建材,20260625,134.2,10.0,443149.751,33871.0,2.694,,1687283.18,0.89,,1.0,U,134.2,109.8,2.0,43467380.0,10:22:00,15:00:00,2.0,72.252874,72.252874,72.252874,0.795,1.449425,73.702299,1.0,ok,,20260625,intraday_refine_v2,605318.SH,1.0,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6609195402298851,0.7471264367816092,0.8390804597701149,0.6379310344827587,0.5057471264367817,0.6781609195402298,0.603448275862069,1.0
603010.SH,万盛股份,化工原料,20260625,15.53,9.9858,391906.335,260238.63,4.5594,,908552.0559,1.76,,1.0,U,15.53,12.71,1.0,32187478.0,13:02:00,15:00:00,1.0,70.321839,70.321839,70.321839,0.825,2.435632,72.757471,1.0,ok,,20260625,intraday_refine_v2,603010.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9080459770114943,0.7701149425287356,0.6896551724137931,0.1724137931034483,0.5057471264367817,0.7241379310344828,0.42528735632183906,1.0
600667.SH,太极实业,半导体,20260625,25.31,9.9957,386080.815,152540.82,0.7293,,5293693.3082,0.05,721721252.5,1.0,U,25.31,20.71,0.0,898529702.0,09:30:00,15:00:00,0.0,69.505747,69.505747,69.505747,0.825,2.598851,72.104598,1.0,ok,,20260625,intraday_refine_v2,600667.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8160919540229885,0.7931034482758621,0.9885057471264368,0.9885057471264368,0.5057471264367817,0.011494252873563218,0.16666666666666666,1.0
603661.SH,恒林股份,家居用品,20260625,37.3,9.9971,160878.719,43700.4,3.1424,,518719.91,0.63,,1.0,U,37.3,30.52,0.0,129225104.0,09:37:00,15:00:00,0.0,68.632184,68.632184,68.632184,0.825,2.773563,71.405747,1.0,ok,,20260625,intraday_refine_v2,603661.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7471264367816092,0.9195402298850575,0.7816091954022989,0.7816091954022989,0.5057471264367817,0.2413793103448276,0.16666666666666666,1.0
603313.SH,梦百合,家居用品,20260625,5.59,10.0394,76949.297,140188.78,2.4569,,318958.0771,0.85,26193367.55,1.0,U,5.59,4.57,1.0,45796689.0,09:35:00,15:00:00,1.0,68.367816,68.367816,68.367816,0.825,2.826437,71.194253,1.0,ok,,20260625,intraday_refine_v2,603313.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.20689655172413793,0.9655172413793104,0.8850574712643678,0.6781609195402298,0.5057471264367817,0.6666666666666666,0.42528735632183906,1.0
