rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603926.SH,铁流股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.7038806617778277,0.0,0.0,0.0,0.0,0.6799556617778277
2,600182.SH,S佳通,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.688566159970711,0.028125,0.0045,0.0,0.0045,0.7033661599707111
3,920221.BJ,易实精密,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6368201141481954,0.0,0.0,0.0,0.0,0.6128951141481954
4,603928.SH,兴业股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.624923256478342,0.0,0.0,0.0,0.0,0.600998256478342
5,603790.SH,雅运股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6572755992288778,0.0,0.0,0.0,0.0,0.6333505992288778
6,000700.SZ,模塑科技,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.6254503508769381,0.027375000000000003,0.01075,0.0,0.01075,0.6181503508769381
7,002020.SZ,京新药业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.635024375041672,0.028125,0.0045,0.0,0.0045,0.634724375041672
8,002693.SZ,双成药业,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.6140985923215004,0.027375000000000003,0.01075,0.0,0.01075,0.6067985923215005
9,600480.SH,凌云股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6205534437752542,0.028125,0.0045,0.0,0.0045,0.6202534437752543
10,605055.SH,迎丰股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6161434449515313,0.0,0.0,0.0,0.0,0.5922184449515313
11,600815.SH,厦工股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.615908743317497,0.028125,0.0045,0.0,0.0045,0.615608743317497
12,603538.SH,美诺华,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6064800270872565,0.028125,0.0045,0.0,0.0045,0.6212800270872565
