ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000096.SZ,广聚能源,石油贸易,20260303,U,13.27,13.27,10.85,3,6496992.0,130136,145312,6496992.0
000301.SZ,东方盛虹,化纤,20260303,U,14.58,14.58,11.93,1,61850328.0,133630,140633,61850328.0
000407.SZ,胜利股份,供气供热,20260303,U,5.86,5.86,4.8,0,208052789.0,92500,92500,208052789.0
000421.SZ,南京公用,供气供热,20260303,U,7.73,7.73,6.33,0,128991267.0,131054,131054,128991267.0
000554.SZ,泰山石油,石油贸易,20260303,U,10.85,10.85,8.87,1,173262565.0,92500,93115,173262565.0
000968.SZ,蓝焰控股,石油开采,20260303,U,10.41,10.41,8.51,9,80388716.0,93000,95012,80388716.0
001269.SZ,欧晶科技,矿物制品,20260303,U,26.03,26.03,21.29,0,55848380.0,93200,93200,55848380.0
001299.SZ,美能能源,供气供热,20260303,U,15.47,15.47,12.65,0,36781781.0,94927,94927,36781781.0
002040.SZ,南 京 港,港口,20260303,U,13.17,13.17,10.77,8,5620560.0,95433,145609,5620560.0
002207.SZ,准油股份,石油开采,20260303,U,13.66,13.66,11.18,0,233120194.0,92500,92500,233120194.0
002267.SZ,陕天然气,供气供热,20260303,U,9.04,9.04,7.4,0,63272894.0,130039,130039,63272894.0
002350.SZ,北京科锐,电气设备,20260303,U,13.08,13.08,10.7,0,67007545.0,105915,105915,67007545.0
002490.SZ,山东墨龙,化工机械,20260303,U,10.65,10.65,8.71,0,421451385.0,92500,92500,421451385.0
002491.SZ,通鼎互联,通信设备,20260303,U,12.23,12.23,10.01,16,58504626.0,93842,150000,58504626.0
002506.SZ,协鑫集成,电气设备,20260303,U,5.16,5.16,4.22,2,149649871.0,93112,100057,149649871.0
002554.SZ,惠博普,石油开采,20260303,U,5.13,5.13,4.19,15,22364111.0,95939,142654,22364111.0
002629.SZ,仁智股份,石油开采,20260303,U,8.11,8.11,6.63,12,4904117.0,95545,145400,4904117.0
002682.SZ,龙洲股份,仓储物流,20260303,U,7.67,7.67,6.27,1,49769563.0,100230,102827,49769563.0
002700.SZ,万憬能源,供气供热,20260303,U,8.18,8.18,6.7,2,4339490.0,132357,145403,4339490.0
002828.SZ,贝肯能源,石油开采,20260303,U,16.37,16.37,13.39,3,60275977.0,93027,93312,60275977.0
002911.SZ,佛燃能源,供气供热,20260303,U,17.77,17.77,14.54,7,3741953.0,100624,145600,3741953.0
002952.SZ,亚世光电,元器件,20260303,U,24.43,24.43,19.99,0,77151772.0,94536,94536,77151772.0
002957.SZ,科瑞技术,专用机械,20260303,U,31.67,31.67,25.91,3,63260698.0,93000,140554,63260698.0
002980.SZ,华盛昌,电器仪表,20260303,U,35.06,35.06,28.68,11,7913743.0,92500,145154,7913743.0
300157.SZ,新锦动力,专用机械,20260303,U,10.07,10.07,6.71,0,52744656.0,133233,133233,52744656.0
300164.SZ,通源石油,石油开采,20260303,U,21.7,21.7,14.46,2,242089778.0,95139,95339,242089778.0
300191.SZ,潜能恒信,石油开采,20260303,U,53.08,53.08,35.38,10,100919358.0,103254,131424,100919358.0
300332.SZ,天壕能源,供气供热,20260303,U,7.24,7.24,4.82,0,175866999.0,102806,102806,175866999.0
300483.SZ,首华燃气,石油开采,20260303,U,25.03,25.03,16.69,6,49441433.0,111148,144039,49441433.0
300839.SZ,博汇股份,石油加工,20260303,U,17.2,17.2,11.46,0,79209732.0,145324,145324,79209732.0
301158.SZ,德石股份,专用机械,20260303,U,37.44,37.44,24.96,8,29778390.0,133939,142406,29778390.0
301302.SZ,华如科技,软件服务,20260303,U,35.66,35.66,23.78,1,129603595.0,93115,95254,129603595.0
600026.SH,中远海能,水运,20260303,U,24.9,24.9,20.38,2,458159726.0,95421,95603,458159726.0
600028.SH,中国石化,石油加工,20260303,U,7.82,7.82,6.4,11,202873579.0,130059,142738,202873579.0
600108.SH,亚盛集团,种植业,20260303,U,4.81,4.81,3.93,15,22404499.0,93155,144540,22404499.0
600256.SH,广汇能源,石油开采,20260303,U,7.12,7.12,5.82,3,29832002.0,112655,145055,29832002.0
600333.SH,长春燃气,供气供热,20260303,U,6.51,6.51,5.33,2,12663278.0,100353,144150,12663278.0
600339.SH,中油工程,石油开采,20260303,U,5.13,5.13,4.19,0,203106390.0,93340,93340,203106390.0
