ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000586.SZ,汇源通信,通信设备,通信设备,20260403,U,18.87,18.87,15.44,0,149688577.0,92500,92500,149688577.0
000720.SZ,新能泰山,电气设备,电气设备,20260403,U,5.94,5.94,4.86,2,117534346.0,100033,100221,117534346.0
000950.SZ,重药控股,医药商业,医药商业,20260403,U,7.14,7.14,5.84,2,102742058.0,93127,94354,102742058.0
002222.SZ,福晶科技,元器件,元器件,20260403,U,75.46,75.46,61.74,3,35432318.0,102948,130524,35432318.0
002678.SZ,珠江钢琴,文教休闲,文教休闲,20260403,U,6.07,6.07,4.97,2,176821892.0,101627,130357,176821892.0
002792.SZ,通宇通讯,通信设备,通信设备,20260403,U,45.34,45.34,37.1,4,175335719.0,93124,95106,175335719.0
002796.SZ,世嘉科技,通信设备,通信设备,20260403,U,50.59,50.59,41.39,0,107406870.0,131415,131415,107406870.0
002831.SZ,裕同科技,广告包装,广告包装,20260403,U,35.29,35.29,28.87,1,6119286.0,100851,130021,6119286.0
002952.SZ,亚世光电,元器件,元器件,20260403,U,25.18,25.18,20.6,0,103681168.0,133130,133130,103681168.0
002980.SZ,华盛昌,电器仪表,电器仪表,20260403,U,46.09,46.09,37.71,0,214655417.0,95824,95824,214655417.0
003007.SZ,直真科技,软件服务,软件服务,20260403,U,44.06,44.06,36.05,2,31692358.0,100300,102012,31692358.0
003031.SZ,中瓷电子,元器件,元器件,20260403,U,88.57,88.57,72.47,1,82863789.0,103442,131018,82863789.0
300006.SZ,莱美药业,化学制药,化学制药,20260403,U,6.52,6.52,4.34,2,18509628.0,103418,131812,18509628.0
300608.SZ,思特奇,软件服务,软件服务,20260403,U,12.9,12.9,8.6,0,44470428.0,95642,95642,44470428.0
300626.SZ,华瑞股份,电气设备,电气设备,20260403,U,24.59,24.59,16.39,7,18347582.0,94609,140712,18347582.0
300812.SZ,易天股份,专用机械,专用机械,20260403,U,40.5,40.5,27.0,0,94095999.0,101300,101300,94095999.0
600056.SH,中国医药,医药商业,医药商业,20260403,U,11.59,11.59,9.49,4,34047015.0,101032,131023,34047015.0
600106.SH,重庆路桥,路桥,路桥,20260403,U,5.87,5.87,4.81,1,45005571.0,103249,104025,45005571.0
600302.SH,标准股份,纺织机械,纺织机械,20260403,U,12.27,12.27,10.04,0,71260479.0,145544,145544,71260479.0
600488.SH,津药药业,化学制药,化学制药,20260403,U,6.97,6.97,5.71,0,184504264.0,93024,93024,184504264.0
600602.SH,云赛智联,软件服务,软件服务,20260403,U,24.39,24.39,19.95,1,132563528.0,133813,143855,132563528.0
600654.SH,中安科,仓储物流,仓储物流,20260403,U,3.64,3.64,2.98,1,60905175.0,110539,111203,60905175.0
600869.SH,远东股份,电气设备,电气设备,20260403,U,15.61,15.61,12.77,0,109396441.0,140138,140138,109396441.0
603033.SH,三维股份,橡胶,橡胶,20260403,U,10.78,10.78,8.82,0,73474776.0,133137,133137,73474776.0
603067.SH,振华股份,化工原料,化工原料,20260403,U,34.68,34.68,28.38,0,207264707.0,130936,130936,207264707.0
603123.SH,翠微股份,多元金融,多元金融,20260403,U,11.96,11.96,9.78,2,85057128.0,92500,94739,85057128.0
603189.SH,网达软件,软件服务,软件服务,20260403,U,18.03,18.03,14.75,1,52919853.0,93605,93817,52919853.0
603585.SH,苏利股份,农药化肥,农药化肥,20260403,U,24.51,24.51,20.05,0,77894593.0,94150,94150,77894593.0
603966.SH,法兰泰克,专用机械,专用机械,20260403,U,13.68,13.68,11.2,0,22796352.0,134959,134959,22796352.0
605133.SH,嵘泰股份,汽车配件,汽车配件,20260403,U,28.49,28.49,23.31,0,34228142.0,104535,104535,34228142.0
605303.SH,园林股份,建筑工程,建筑工程,20260403,U,17.77,17.77,14.54,0,75755287.0,141254,141254,75755287.0
605589.SH,圣泉集团,化工原料,化工原料,20260403,U,32.43,32.43,26.53,2,43003996.0,102053,105047,43003996.0
688146.SH,中船特气,半导体,半导体,20260403,U,51.22,51.22,34.14,20,1334127.0,133040,145001,1334127.0
688205.SH,德科立,通信设备,通信设备,20260403,U,247.21,247.21,164.81,9,29518357.0,101754,143118,29518357.0
688226.SH,威腾电气,电气设备,电气设备,20260403,U,50.28,50.28,33.52,7,16729161.0,110721,134051,16729161.0
688485.SH,九州一轨,运输设备,运输设备,20260403,U,31.3,31.3,20.86,2,20757847.0,103555,110222,20757847.0
