rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603948.SH,建业股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.7040153682855952,0.0,0.0,0.0,0.0,0.6800903682855952
2,603120.SH,肯特催化,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.665874882381354,0.0,0.0,0.0,0.0,0.657049882381354
3,603351.SH,威尔药业,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6610948238350283,0.0,0.0,0.0,0.0,0.6371698238350283
4,002971.SZ,和远气体,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6065199549485772,0.028125,0.0045,0.0,0.0045,0.6062199549485773
5,600845.SH,宝信软件,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6420044292234898,0.0,0.0,0.0,0.0,0.6180794292234898
6,600857.SH,宁波中百,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6334978650991868,0.0,0.0,0.0,0.0,0.6095728650991868
7,000566.SZ,海南海药,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5910665848793135,0.028125,0.0045,0.0,0.0045,0.6246915848793135
8,603538.SH,美诺华,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6076136124117384,0.0,0.0,0.0,0.0,0.5836886124117384
9,603859.SH,能科科技,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6154989881333849,0.0,0.0,0.0,0.0,0.5915739881333849
10,600658.SH,电子城,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6186521187593317,0.0,0.0,0.0,0.0,0.5947271187593317
11,601933.SH,永辉超市,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6131013311748515,0.0,0.0,0.0,0.0,0.5891763311748516
12,603505.SH,金石资源,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.60989915237704,0.0,0.0,0.0,0.0,0.58597415237704
13,002455.SZ,百川股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6018051527804044,0.028125,0.0045,0.0,0.0045,0.6015051527804044
14,002826.SZ,易明医药,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6050365864423949,0.028125,0.0045,0.0,0.0045,0.6047365864423949
15,688247.SH,宣泰医药,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6120633903976349,0.0,0.0,0.0,0.0,0.5881383903976349
16,603682.SH,锦和商管,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6064091032560066,0.0,0.0,0.0,0.0,0.5824841032560066
17,002407.SZ,多氟多,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5988755432954972,0.028125,0.0045,0.0,0.0045,0.6325005432954972
18,600975.SH,新五丰,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6093436514882518,0.0,0.0,0.0,0.0,0.5854186514882518
19,603758.SH,秦安股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5950696234861573,0.0,0.0,0.0,0.0,0.5711446234861574
20,002440.SZ,闰土股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5778930720986468,0.028125,0.0045,0.0,0.0045,0.5775930720986469
21,002923.SZ,润都股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.584707738808742,0.028125,0.0045,0.0,0.0045,0.5844077388087421
22,002326.SZ,永太科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5723776101217818,0.028125,0.0045,0.0,0.0045,0.5720776101217818
23,000068.SZ,华控赛格,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5874019855110417,0.028125,0.0045,0.0,0.0045,0.5871019855110418
24,603330.SH,天洋新材,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5658576454897823,0.0,0.0,0.0,0.0,0.5419326454897824
25,002232.SZ,启明信息,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5848003778238051,0.028125,0.0045,0.0,0.0045,0.5845003778238052
26,600446.SH,金证股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5778336244612249,0.0,0.0,0.0,0.0,0.5539086244612249
27,605155.SH,西大门,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5876991854660769,0.0,0.0,0.0,0.0,0.5637741854660769
28,002313.SZ,日海智能,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5792947370771551,0.028125,0.0045,0.0,0.0045,0.5789947370771551
29,688571.SH,杭华股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5911841607006466,0.0,0.0,0.0,0.0,0.5672591607006466
30,001365.SZ,天海电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5464149125048363,0.028125,0.0045,0.0,0.0045,0.5461149125048363
31,000925.SZ,众合科技,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5576845569696136,0.027375000000000003,0.01075,0.0,0.01075,0.5503845569696136
32,000863.SZ,三湘印象,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5668292680037371,0.028125,0.0045,0.0,0.0045,0.5665292680037372
33,002943.SZ,宇晶股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5361710108810536,0.028125,0.0045,0.0,0.0045,0.5358710108810536
34,002200.SZ,交投生态,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.559525598244837,0.028125,0.0045,0.0,0.0045,0.5592255982448371
35,600076.SH,康欣新材,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5577136112670158,0.0,0.0,0.0,0.0,0.5488886112670158
