ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
600743.SH,华远控股,区域地产,20260414,3.21,9.9315,220190.788,686833.05,2.9276,,753098.3806,0.55,,1.0,U,3.21,2.63,0.0,109493918.0,93030,93030,0.0,80.181818,80.181818,9,,A,0.9818181818181818,0.8909090909090909,0.9272727272727272,0.9818181818181818,0.509090909090909,0.45454545454545453,0.2727272727272727,1.0
600605.SH,汇通能源,房产服务,20260414,29.39,9.9925,71518.931,24469.6,1.1862,,606264.0588,1.2,,1.0,U,29.39,24.05,0.0,68031972.0,93053,93053,0.0,79.127273,79.127273,9,,A,0.7636363636363637,1.0,1.0,0.6181818181818182,0.509090909090909,0.6181818181818182,0.2727272727272727,1.0
600173.SH,卧龙新能,全国地产,20260414,7.95,9.9585,252933.161,327974.82,4.6826,,556902.464,1.91,,1.0,U,7.95,6.51,0.0,110102730.0,111410,111410,0.0,71.272727,71.272727,9,,A,0.9454545454545454,0.8363636363636363,0.8181818181818182,0.36363636363636365,0.509090909090909,0.43636363636363634,0.2727272727272727,1.0
603109.SH,神驰机电,电气设备,20260414,23.43,10.0,196462.205,88183.56,4.2224,,489331.7075,3.61,,1.0,U,23.43,19.17,0.0,53746077.0,142822,142822,0.0,69.836364,69.836364,9,,A,0.6272727272727273,0.9272727272727272,0.8545454545454545,0.14545454545454545,0.509090909090909,0.6909090909090909,0.2727272727272727,1.0
603585.SH,苏利股份,农药化肥,20260414,26.4,10.0,445251.23,170278.64,9.1754,,500902.908,0.79,,1.0,U,26.4,21.6,6.0,10876800.0,93158,94113,6.0,69.436364,69.436364,9,,A,0.6272727272727273,0.6,0.45454545454545453,0.8727272727272727,0.509090909090909,0.9636363636363636,0.8909090909090909,1.0
002692.SZ,远程股份,电气设备,20260414,6.94,9.9842,437439.576,640700.8,8.927,,498393.324,1.06,,1.0,U,6.94,5.68,1.0,49469374.0,93812,94036,1.0,69.327273,69.327273,9,,A,0.8545454545454545,0.6545454545454545,0.4909090909090909,0.7272727272727273,0.509090909090909,0.7272727272727273,0.6454545454545455,1.0
603139.SH,康惠股份,中成药,20260414,28.47,10.0077,187712.543,67872.0,6.7954,,284358.36,2.56,,1.0,U,28.47,23.29,0.0,9022143.0,133110,133110,0.0,68.290909,68.290909,9,,A,0.4727272727272727,0.9454545454545454,0.6363636363636364,0.23636363636363636,0.509090909090909,0.9818181818181818,0.2727272727272727,1.0
002885.SZ,京泉华,元器件,20260414,27.05,10.0041,243084.559,89930.12,3.8946,,732830.3984,0.89,,1.0,U,27.05,22.13,0.0,113258025.0,93000,93000,0.0,67.963636,67.963636,9,,A,0.509090909090909,0.8545454545454545,0.8909090909090909,0.8181818181818182,0.509090909090909,0.38181818181818183,0.2727272727272727,1.0
002686.SZ,亿利达,专用机械,20260414,7.58,10.0145,276218.85,373449.0,7.1442,,429209.2628,0.75,,1.0,U,7.58,6.2,1.0,44981236.0,94403,104042,1.0,67.581818,67.581818,9,,A,0.36363636363636365,0.8,0.6181818181818182,0.9,0.509090909090909,0.7636363636363637,0.6454545454545455,1.0
603527.SH,众源新材,铜,20260414,11.9,9.9815,275723.524,236885.55,7.4734,,377195.728,2.66,,1.0,U,11.9,9.74,0.0,80007662.0,100654,100654,0.0,66.654545,66.654545,9,,A,0.8727272727272727,0.8181818181818182,0.6,0.2,0.509090909090909,0.6,0.2727272727272727,1.0
000620.SZ,盈新发展,全国地产,20260414,3.11,9.894,669748.644,2200347.04,4.7099,,1826134.4774,1.75,,1.0,U,3.11,2.55,0.0,105404427.0,94557,94557,0.0,66.218182,66.218182,9,,A,1.0,0.4909090909090909,0.8,0.41818181818181815,0.509090909090909,0.4909090909090909,0.2727272727272727,1.0
603061.SH,金海通,半导体,20260414,338.14,10.0,807857.246,24695.98,4.116,,2028840.0,0.98,,1.0,U,338.14,276.66,0.0,46528064.0,112150,112150,0.0,65.690909,65.690909,9,,A,0.6272727272727273,0.41818181818181815,0.8727272727272727,0.7636363636363637,0.509090909090909,0.7454545454545455,0.2727272727272727,1.0
002297.SZ,博云新材,航空,20260414,13.29,10.0166,135127.936,101676.4,1.7741,,761656.3045,0.64,,1.0,U,13.29,10.87,0.0,695412008.0,92500,92500,0.0,64.618182,64.618182,9,,A,0.32727272727272727,0.9818181818181818,0.9636363636363636,0.9636363636363636,0.509090909090909,0.01818181818181818,0.2727272727272727,1.0
603171.SH,税友股份,软件服务,20260414,54.78,10.0,342458.117,64159.46,1.5807,,2225957.91,1.66,,1.0,U,54.78,44.82,0.0,131123160.0,95114,95114,0.0,64.6,64.6,9,,A,0.6272727272727273,0.7272727272727273,0.9818181818181818,0.43636363636363634,0.509090909090909,0.2727272727272727,0.2727272727272727,1.0
002023.SZ,海特高新,航空,20260414,12.32,10.0,310940.673,252386.91,3.4067,,912739.8095,1.23,,1.0,U,12.32,10.08,0.0,142711615.0,92500,92500,0.0,64.309091,64.309091,9,,A,0.6272727272727273,0.7636363636363637,0.9090909090909091,0.6,0.509090909090909,0.2,0.2727272727272727,1.0
605167.SH,利柏特,建筑工程,20260414,19.64,10.028,165020.172,86839.82,1.9336,,882031.0331,1.58,26610223.0,1.0,U,19.64,16.07,0.0,128993556.0,130608,130608,0.0,63.418182,63.418182,9,,A,0.3090909090909091,0.9636363636363636,0.9454545454545454,0.4636363636363636,0.509090909090909,0.2909090909090909,0.2727272727272727,1.0
000967.SZ,盈峰环境,环境保护,20260414,11.69,9.9718,3098099.782,2665082.79,8.4194,,3702158.0913,2.01,-118415486.61,1.0,U,11.69,9.57,32.0,23261931.0,93000,145230,32.0,62.327273,62.327273,9,,A,0.9090909090909091,0.14545454545454545,0.5454545454545454,0.32727272727272727,0.509090909090909,0.8909090909090909,1.0,1.0
002107.SZ,沃华医药,中成药,20260414,7.83,9.9719,441510.416,577015.79,10.0984,,451955.1168,1.02,,1.0,U,7.83,6.41,1.0,125849147.0,93915,94703,1.0,62.2,62.2,9,,A,0.8909090909090909,0.6363636363636364,0.38181818181818183,0.7454545454545455,0.509090909090909,0.32727272727272727,0.6454545454545455,1.0
