ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603272.SH,联翔股份,家居用品,20260323,23.98,10.0,105976.13,44708.69,4.3144,,248497.546,2.18,,1.0,U,23.98,19.62,1.0,3544244.0,93450,145308,1.0,83.392857,83.392857,9,,A,0.8571428571428571,1.0,0.8928571428571429,0.39285714285714285,0.5178571428571429,1.0,0.4107142857142857,1.0
002309.SZ,中利集团,电气设备,20260323,4.19,9.9738,307083.55,732896.3,3.046,,1260211.7963,0.4,14422833.0,1.0,U,4.19,3.43,0.0,412585403.0,92500,92500,0.0,72.892857,72.892857,9,,A,0.9642857142857143,0.8571428571428571,0.9285714285714286,0.9642857142857143,0.5178571428571429,0.03571428571428571,0.19642857142857142,1.0
603016.SH,新宏泰,电气设备,20260323,38.58,10.0086,395557.258,105733.2,7.1364,,571601.28,2.31,,1.0,U,38.58,31.56,4.0,4359540.0,103554,145124,4.0,70.214286,70.214286,9,,A,0.6785714285714286,0.7142857142857143,0.6785714285714286,0.2857142857142857,0.5178571428571429,0.9642857142857143,0.5714285714285714,1.0
002896.SZ,中大力德,机械基件,20260323,77.0,10.0,967470.984,126224.53,6.4229,,1513224.559,4.51,148024656.98,1.0,U,77.0,63.0,6.0,14770756.0,93145,145142,6.0,68.892857,68.892857,9,,A,0.8571428571428571,0.5,0.8214285714285714,0.17857142857142858,0.5178571428571429,0.7857142857142857,0.6607142857142857,1.0
603529.SH,爱玛科技,摩托车,20260323,31.11,10.0071,1199244.711,388844.5,4.5878,,2700015.067,6.97,,1.0,U,31.11,25.45,7.0,44571950.0,94221,135621,7.0,62.75,62.75,9,,A,0.75,0.42857142857142855,0.8571428571428571,0.07142857142857142,0.5178571428571429,0.5714285714285714,0.7321428571428571,1.0
300385.SZ,雪浪环境,环境保护,20260323,15.61,19.9846,110816.389,70990.64,2.4424,,520040.7999,0.39,22849543.36,1.0,U,15.61,10.41,0.0,206890257.0,92500,92500,0.0,62.035714,62.035714,9,,A,0.10714285714285714,0.9642857142857143,0.9642857142857143,1.0,0.5178571428571429,0.14285714285714285,0.19642857142857142,1.0
600758.SH,辽宁能源,煤炭开采,20260323,4.73,10.0,446178.742,949992.77,7.1929,,625314.2274,1.1,,1.0,U,4.73,3.87,0.0,238476624.0,93104,93104,0.0,61.178571,61.178571,9,,A,0.8571428571428571,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.5178571428571429,0.07142857142857142,0.19642857142857142,1.0
600032.SH,浙江新能,新型电力,20260323,10.76,10.0204,1726100.045,1648136.43,6.8539,,2587430.6486,1.81,35820463.09,1.0,U,10.76,8.8,10.0,12951812.0,102641,144948,10.0,60.5,60.5,9,,A,0.4642857142857143,0.25,0.7857142857142857,0.5357142857142857,0.5178571428571429,0.8214285714285714,0.8214285714285714,1.0
600792.SH,云煤能源,焦炭加工,20260323,4.92,10.0671,382500.97,788912.34,7.1078,,546082.4112,1.76,12747130.8,1.0,U,4.92,4.02,2.0,40140804.0,94221,95242,2.0,59.321429,59.321429,9,,A,0.17857142857142858,0.75,0.7142857142857143,0.5714285714285714,0.5178571428571429,0.6071428571428571,0.48214285714285715,1.0
603616.SH,韩建河山,水泥,20260323,7.25,10.0152,315043.359,450492.0,11.7226,,283705.55,1.82,,1.0,U,7.25,5.93,0.0,45010175.0,130100,130100,0.0,59.25,59.25,9,,A,0.6071428571428571,0.8214285714285714,0.39285714285714285,0.48214285714285715,0.5178571428571429,0.5357142857142857,0.19642857142857142,1.0
000703.SZ,恒逸石化,化纤,20260323,11.84,10.0372,715730.599,629433.38,1.7565,,4265504.1177,1.17,,1.0,U,11.84,9.68,0.0,134348195.0,130642,130642,0.0,59.178571,59.178571,9,,A,0.32142857142857145,0.6071428571428571,1.0,0.7857142857142857,0.5178571428571429,0.25,0.19642857142857142,1.0
603787.SH,新日股份,摩托车,20260323,14.82,10.0223,357718.907,245803.05,10.6804,,341073.0968,6.32,,1.0,U,14.82,12.12,1.0,22038258.0,94534,135916,1.0,56.678571,56.678571,9,,A,0.42857142857142855,0.7857142857142857,0.4642857142857143,0.14285714285714285,0.5178571428571429,0.6428571428571429,0.4107142857142857,1.0
600844.SH,金煤科技,化工原料,20260323,4.03,10.1093,298238.855,758959.55,9.2249,,409659.2687,0.51,36398682.02,1.0,U,4.03,3.29,0.0,106867729.0,93954,93954,0.0,54.964286,54.964286,9,,A,0.14285714285714285,0.8928571428571429,0.5357142857142857,0.9285714285714286,0.5178571428571429,0.2857142857142857,0.19642857142857142,1.0
600149.SH,廊坊发展,综合类,20260323,6.36,10.0346,284778.002,473427.0,12.4534,,241781.76,1.82,51274286.0,1.0,U,6.36,5.2,0.0,54114696.0,130432,130432,0.0,54.75,54.75,9,,A,0.35714285714285715,0.9285714285714286,0.35714285714285715,0.48214285714285715,0.5178571428571429,0.42857142857142855,0.19642857142857142,1.0
600376.SH,首开股份,区域地产,20260323,5.87,9.9251,1281798.2,2231133.0,8.6493,,1514204.7971,2.81,,1.0,U,5.87,4.81,0.0,169305169.0,95224,95224,0.0,53.892857,53.892857,9,,A,1.0,0.35714285714285715,0.5714285714285714,0.25,0.5178571428571429,0.21428571428571427,0.19642857142857142,1.0
603727.SH,博迈科,石油开采,20260323,19.75,10.0279,414230.79,217914.99,7.7352,,556395.5721,1.91,75855813.02,1.0,U,19.75,16.16,0.0,88766710.0,102607,102607,0.0,53.464286,53.464286,9,,A,0.39285714285714285,0.6785714285714286,0.6071428571428571,0.42857142857142855,0.5178571428571429,0.35714285714285715,0.19642857142857142,1.0
600143.SH,金发科技,塑料,20260323,17.57,10.0188,3244402.244,1860932.31,7.0628,,4629389.3312,4.29,,1.0,U,17.57,14.37,16.0,18770786.0,93903,144954,16.0,53.0,53.0,9,,A,0.5,0.07142857142857142,0.75,0.21428571428571427,0.5178571428571429,0.6785714285714286,0.9285714285714286,1.0
603105.SH,芯能科技,电气设备,20260323,12.74,10.0173,1298752.881,1069663.25,21.3929,,637011.5959,1.69,34131694.98,1.0,U,12.74,10.42,5.0,7577752.0,135934,145143,5.0,53.0,53.0,9,,A,0.5357142857142857,0.32142857142857145,0.21428571428571427,0.6428571428571429,0.5178571428571429,0.8571428571428571,0.6071428571428571,1.0
