ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
002728.SZ,特一药业,中成药,20260206,U,13.15,13.15,10.76,1,71866288.0,92500,95218,71866288.0
002759.SZ,天际股份,电气设备,20260206,U,40.29,40.29,32.97,4,102788371.0,103151,105521,102788371.0
002772.SZ,众兴菌业,种植业,20260206,U,18.39,18.39,15.05,0,77781718.0,102924,102924,77781718.0
002812.SZ,恩捷股份,电气设备,20260206,U,57.44,57.44,47.0,0,116819691.0,132351,132351,116819691.0
002830.SZ,名雕股份,装修装饰,20260206,U,30.65,30.65,25.07,1,403470470.0,92500,103757,403470470.0
002842.SZ,翔鹭钨业,小金属,20260206,U,28.46,28.46,23.28,0,103927382.0,101115,101115,103927382.0
002921.SZ,联诚精密,汽车配件,20260206,U,25.73,25.73,21.05,0,78501406.0,94003,94003,78501406.0
002943.SZ,宇晶股份,机床制造,20260206,U,84.36,84.36,69.02,5,,134448,,
002957.SZ,科瑞技术,专用机械,20260206,U,28.78,28.78,23.54,0,72896746.0,133027,133027,72896746.0
003018.SZ,金富科技,塑料,20260206,U,20.54,20.54,16.8,0,208463951.0,92500,92500,208463951.0
300461.SZ,田中精机,专用机械,20260206,U,50.57,50.57,33.71,2,30028466.0,102509,103412,30028466.0
300912.SZ,凯龙高科,汽车配件,20260206,U,34.3,34.3,22.86,0,380557368.0,92500,92500,380557368.0
301312.SZ,智立方,专用机械,20260206,U,80.33,80.33,53.55,0,115138916.0,133621,133621,115138916.0
600063.SH,皖维高新,化纤,20260206,U,7.3,7.3,5.98,0,72325480.0,110822,110822,72325480.0
600230.SH,沧州大化,化工原料,20260206,U,21.63,21.63,17.69,0,159063148.0,101714,101714,159063148.0
600345.SH,长江通信,通信设备,20260206,U,40.0,40.0,32.72,1,72937680.0,94116,102843,72937680.0
600686.SH,金龙汽车,汽车整车,20260206,U,19.21,19.21,15.71,0,76703609.0,102239,102239,76703609.0
600722.SH,金牛化工,化工原料,20260206,U,8.64,8.64,7.07,0,110354685.0,101115,101115,110354685.0
600759.SH,洲际油气,石油开采,20260206,U,5.5,5.5,4.5,1,12452907.0,135838,150000,12452907.0
600814.SH,杭州解百,百货,20260206,U,10.78,10.78,8.82,1,74704763.0,92501,94804,74704763.0
600884.SH,杉杉股份,电气设备,20260206,U,14.37,14.37,11.75,0,209971134.0,101524,101524,209971134.0
600987.SH,航民股份,纺织,20260206,U,8.29,8.29,6.79,4,15711208.0,130312,133857,15711208.0
603138.SH,海量数据,软件服务,20260206,U,18.22,18.22,14.9,1,51781622.0,94032,110614,51781622.0
603331.SH,百达精工,专用机械,20260206,U,17.75,17.75,14.53,0,18846009.0,102859,102859,18846009.0
603607.SH,京华激光,造纸,20260206,U,25.47,25.47,20.84,0,101120586.0,103922,103922,101120586.0
603616.SH,韩建河山,水泥,20260206,U,8.29,8.29,6.79,1,67543604.0,92503,95348,67543604.0
603618.SH,杭电股份,电气设备,20260206,U,13.71,13.71,11.21,1,128139267.0,93816,150000,128139267.0
603626.SH,科森科技,元器件,20260206,U,24.23,24.23,19.83,3,50233660.0,130200,130539,50233660.0
603663.SH,三祥新材,小金属,20260206,U,42.93,42.93,35.13,0,42414840.0,134534,134534,42414840.0
603667.SH,五洲新春,机械基件,20260206,U,85.65,85.65,70.07,3,234381225.0,102229,102738,234381225.0
603823.SH,百合花,染料涂料,20260206,U,18.48,18.48,15.12,0,68608071.0,102322,102322,68608071.0
603876.SH,鼎胜新材,铝,20260206,U,17.77,17.77,14.54,0,145644856.0,130851,130851,145644856.0
603881.SH,数据港,软件服务,20260206,U,39.16,39.16,32.04,3,152191893.0,130019,131910,152191893.0
603959.SH,百利科技,建筑工程,20260206,U,6.41,6.41,5.25,1,35799298.0,95939,101757,35799298.0
605488.SH,福莱新材,塑料,20260206,U,43.05,43.05,35.23,0,67178664.0,103018,103018,67178664.0
