ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000026.SZ,飞亚达,服饰,服饰,20260519,U,22.22,22.22,18.18,0,157449720.0,130721,130721,157449720.0
000417.SZ,合百集团,百货,百货,20260519,U,8.66,8.66,7.08,0,226296382.0,92500,92500,226296382.0
000586.SZ,汇源通信,通信设备,通信设备,20260519,U,20.57,20.57,16.83,2,109572296.0,93203,93527,109572296.0
000600.SZ,建投能源,火力发电,火力发电,20260519,U,10.88,10.88,8.9,1,138160768.0,111951,112300,138160768.0
000636.SZ,风华高科,元器件,元器件,20260519,U,32.37,32.37,26.49,1,176742012.0,94015,94815,176742012.0
000811.SZ,冰轮环境,工程机械,工程机械,20260519,U,38.06,38.06,31.14,2,15572705.0,144624,145015,15572705.0
000899.SZ,赣能股份,火力发电,火力发电,20260519,U,14.3,14.3,11.7,0,115329199.0,131451,131451,115329199.0
000910.SZ,大亚圣象,家居用品,家居用品,20260519,U,7.06,7.06,5.78,0,67073530.0,95006,95006,67073530.0
001259.SZ,利仁科技,家用电器,家用电器,20260519,U,73.21,73.21,59.9,0,74066557.0,93036,93036,74066557.0
001326.SZ,联域股份,电气设备,电气设备,20260519,U,64.9,64.9,53.1,0,37505710.0,134351,134351,37505710.0
001896.SZ,豫能控股,火力发电,火力发电,20260519,U,16.19,16.19,13.25,0,177140990.0,130945,130945,177140990.0
002067.SZ,景兴纸业,造纸,造纸,20260519,U,5.28,5.28,4.32,1,87113547.0,92500,94045,87113547.0
002123.SZ,梦网科技,互联网,互联网,20260519,U,10.27,10.27,8.41,0,78030484.0,112936,112936,78030484.0
002135.SZ,东南网架,钢加工,钢加工,20260519,U,8.9,8.9,7.28,0,125554863.0,94806,94806,125554863.0
002150.SZ,正泰电源,机械基件,机械基件,20260519,U,32.7,32.7,26.76,0,75517380.0,93539,93539,75517380.0
002173.SZ,创新医疗,医疗保健,医疗保健,20260519,U,25.39,25.39,20.77,0,178913174.0,93203,93203,178913174.0
002178.SZ,延华智能,软件服务,软件服务,20260519,U,6.14,6.14,5.02,0,75806896.0,93203,93203,75806896.0
002208.SZ,合肥城建,区域地产,区域地产,20260519,U,25.12,25.12,20.56,6,114489373.0,93630,135924,114489373.0
002226.SZ,江南化工,化工原料,化工原料,20260519,U,6.2,6.2,5.08,2,29765952.0,134433,135954,29765952.0
002246.SZ,北化股份,化工原料,化工原料,20260519,U,24.72,24.72,20.22,7,43290158.0,130315,132100,43290158.0
002272.SZ,川润股份,机械基件,机械基件,20260519,U,22.67,22.67,18.55,1,98159921.0,93612,93709,98159921.0
002281.SZ,光迅科技,通信设备,通信设备,20260519,U,230.89,230.89,188.91,0,376703961.0,144409,144409,376703961.0
002375.SZ,亚厦股份,装修装饰,装修装饰,20260519,U,4.87,4.87,3.99,0,90450052.0,93736,93736,90450052.0
002421.SZ,达实智能,软件服务,软件服务,20260519,U,3.88,3.88,3.18,0,322834585.0,92500,92500,322834585.0
002484.SZ,江海股份,元器件,元器件,20260519,U,58.69,58.69,48.02,2,108263388.0,132842,144218,108263388.0
002552.SZ,宝鼎科技,元器件,元器件,20260519,U,38.87,38.87,31.81,0,154142872.0,93539,93539,154142872.0
002782.SZ,可立克,元器件,元器件,20260519,U,27.59,27.59,22.57,0,136715623.0,110106,110106,136715623.0
002831.SZ,裕同科技,广告包装,广告包装,20260519,U,44.64,44.64,36.52,0,156644438.0,143106,143106,156644438.0
002845.SZ,同兴达,元器件,元器件,20260519,U,16.13,16.13,13.19,0,86113956.0,140833,140833,86113956.0
002893.SZ,京能热力,供气供热,供气供热,20260519,U,12.43,12.43,10.17,1,32700533.0,110542,132415,32700533.0
002988.SZ,豪美新材,铝,铝,20260519,U,34.76,34.76,28.44,0,32215568.0,142530,142530,32215568.0
300608.SZ,思特奇,软件服务,软件服务,20260519,U,18.46,18.46,12.3,0,37728603.0,95236,95236,37728603.0
300616.SZ,尚品宅配,家居用品,家居用品,20260519,U,18.48,18.48,12.32,0,72714678.0,131527,131527,72714678.0
300632.SZ,光莆股份,半导体,半导体,20260519,U,42.24,42.24,28.16,4,56815080.0,135718,141739,56815080.0
300634.SZ,彩讯股份,软件服务,软件服务,20260519,U,29.15,29.15,19.43,0,198604780.0,143451,143451,198604780.0
300657.SZ,弘信电子,元器件,元器件,20260519,U,52.08,52.08,34.72,0,375695120.0,93745,93745,375695120.0
301120.SZ,新特电气,电气设备,电气设备,20260519,U,24.9,24.9,16.6,0,160930218.0,135903,135903,160930218.0
301176.SZ,逸豪新材,元器件,元器件,20260519,U,44.52,44.52,29.68,0,88523568.0,105127,105127,88523568.0
301379.SZ,天山电子,元器件,元器件,20260519,U,37.66,37.66,25.1,0,109711187.0,132733,132733,109711187.0
600021.SH,上海电力,火力发电,火力发电,20260519,U,18.45,18.45,15.09,0,273518814.0,100437,100437,273518814.0
600186.SH,莲花控股,食品,食品,20260519,U,11.56,11.56,9.46,2,104375240.0,103710,132437,104375240.0
600246.SH,万通发展,区域地产,区域地产,20260519,U,13.92,13.92,11.39,2,109893110.0,134956,135156,109893110.0
600310.SH,广西能源,水力发电,水力发电,20260519,U,5.62,5.62,4.6,3,77110693.0,102323,102653,77110693.0
600353.SH,旭光电子,元器件,元器件,20260519,U,23.23,23.23,19.01,0,67978158.0,130116,130116,67978158.0
600452.SH,涪陵电力,水力发电,水力发电,20260519,U,13.62,13.62,11.14,3,53578356.0,100441,130432,53578356.0
600481.SH,双良节能,电气设备,电气设备,20260519,U,7.21,7.21,5.9,1,103362408.0,94519,94807,103362408.0
600506.SH,统一股份,石油加工,石油加工,20260519,U,19.98,19.98,16.34,0,110726562.0,92503,92503,110726562.0
600563.SH,法拉电子,元器件,元器件,20260519,U,147.6,147.6,120.76,1,87039720.0,131203,131442,87039720.0
600626.SH,申达股份,汽车配件,汽车配件,20260519,U,4.21,4.21,3.45,1,21490782.0,93433,93515,21490782.0
600758.SH,辽宁能源,煤炭开采,煤炭开采,20260519,U,5.17,5.17,4.23,1,77429854.0,100504,100534,77429854.0
600831.SH,广电网络,影视音像,影视音像,20260519,U,4.39,4.39,3.59,3,26497601.0,95841,101511,26497601.0
600835.SH,上海机电,运输设备,运输设备,20260519,U,25.99,25.99,21.27,2,53882468.0,142336,143148,53882468.0
600850.SH,电科数字,软件服务,软件服务,20260519,U,22.51,22.51,18.41,6,50481848.0,95258,102143,50481848.0
600863.SH,华能蒙电,火力发电,火力发电,20260519,U,5.42,5.42,4.44,1,212703293.0,93556,94223,212703293.0
600903.SH,贵州燃气,供气供热,供气供热,20260519,U,9.69,9.69,7.93,3,51769212.0,93105,100741,51769212.0
600936.SH,北投科技,软件服务,软件服务,20260519,U,5.84,5.84,4.78,0,57922288.0,93533,93533,57922288.0
601222.SH,林洋能源,新型电力,新型电力,20260519,U,6.84,6.84,5.6,1,115413714.0,112515,130527,115413714.0
601929.SH,吉视传媒,影视音像,影视音像,20260519,U,3.33,3.33,2.73,1,114790095.0,95308,101117,114790095.0
603067.SH,振华股份,化工原料,化工原料,20260519,U,43.09,43.09,35.25,0,114889315.0,111232,111232,114889315.0
603082.SH,北自科技,运输设备,运输设备,20260519,U,51.18,51.18,41.88,0,161943704.0,93001,93001,161943704.0
603083.SH,XD剑桥科,通信设备,通信设备,20260519,U,202.42,202.42,165.62,2,90640437.0,144838,145347,90640437.0
603108.SH,润达医疗,医药商业,医药商业,20260519,U,15.07,15.07,12.33,4,12945702.0,143833,145642,12945702.0
603115.SH,海星股份,铝,铝,20260519,U,91.6,91.6,74.94,0,60751043.0,103123,103123,60751043.0
603163.SH,圣晖集成,建筑工程,建筑工程,20260519,U,122.08,122.08,99.88,0,92854048.0,112331,112331,92854048.0
603178.SH,圣龙股份,汽车配件,汽车配件,20260519,U,23.76,23.76,19.44,0,127470380.0,100358,100358,127470380.0
603206.SH,嘉环科技,通信设备,通信设备,20260519,U,21.03,21.03,17.21,0,105813559.0,93700,93700,105813559.0
603311.SH,金海高科,家用电器,家用电器,20260519,U,27.95,27.95,22.87,1,44938010.0,94726,141820,44938010.0
603316.SH,诚邦股份,建筑工程,建筑工程,20260519,U,22.52,22.52,18.42,2,47287721.0,94911,95202,47287721.0
603333.SH,尚纬股份,电气设备,电气设备,20260519,U,10.1,10.1,8.26,1,72059460.0,93523,93638,72059460.0
603380.SH,易德龙,元器件,元器件,20260519,U,43.1,43.1,35.26,0,83079560.0,111349,111349,83079560.0
