ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000506.SZ,招金黄金,黄金,20260128,U,25.93,25.93,21.21,1,241765459.0,94412,95348,241765459.0
000573.SZ,粤宏远Ａ,区域地产,20260128,U,4.85,4.85,3.97,2,163085183.0,101918,112339,163085183.0
000599.SZ,青岛双星,汽车配件,20260128,U,6.74,6.74,5.52,0,43734356.0,94003,94003,43734356.0
000603.SZ,盛达资源,铅锌,20260128,U,67.28,67.28,55.04,2,38222440.0,143009,145045,38222440.0
000620.SZ,盈新发展,全国地产,20260128,U,3.72,3.72,3.04,0,407527528.0,92500,92500,407527528.0
000630.SZ,铜陵有色,铜,20260128,U,8.35,8.35,6.83,0,361645973.0,111136,111136,361645973.0
000737.SZ,北方铜业,铜,20260128,U,18.7,18.7,15.3,13,70378291.0,112433,135018,70378291.0
000751.SZ,锌业股份,铅锌,20260128,U,7.11,7.11,5.81,2,117141622.0,100639,101312,117141622.0
000758.SZ,中色股份,铅锌,20260128,U,9.0,9.0,7.36,9,38005200.0,104003,134221,38005200.0
000807.SZ,云铝股份,铝,20260128,U,36.33,36.33,29.73,13,26384299.0,130051,134524,26384299.0
000815.SZ,美利云,通信设备,20260128,U,14.28,14.28,11.68,1,134441901.0,92500,94442,134441901.0
000878.SZ,云南铜业,铜,20260128,U,26.79,26.79,21.92,4,34369051.0,143151,145251,34369051.0
000962.SZ,东方钽业,小金属,20260128,U,43.02,43.02,35.2,0,116811130.0,110615,110615,116811130.0
001337.SZ,四川黄金,黄金,20260128,U,66.86,66.86,54.7,1,164469114.0,94824,95042,164469114.0
001360.SZ,南矿集团,工程机械,20260128,U,29.58,29.58,24.2,0,52436466.0,110533,110533,52436466.0
001376.SZ,百通能源,供气供热,20260128,U,22.29,22.29,18.23,0,86429475.0,92500,92500,86429475.0
002080.SZ,中材科技,玻璃,20260128,U,42.93,42.93,35.13,10,46743600.0,130112,144424,46743600.0
002114.SZ,罗平锌电,铅锌,20260128,U,11.42,11.42,9.34,0,88698009.0,111439,111439,88698009.0
002119.SZ,康强电子,半导体,20260128,U,27.23,27.23,22.28,13,53147160.0,93042,142427,53147160.0
002155.SZ,湖南黄金,黄金,20260128,U,30.58,30.58,25.02,0,2603344327.0,92500,92500,2603344327.0
002160.SZ,常铝股份,铝,20260128,U,6.77,6.77,5.54,3,91461359.0,101915,102415,91461359.0
002169.SZ,智光电气,电气设备,20260128,U,12.95,12.95,10.59,0,222122285.0,93130,93130,222122285.0
002207.SZ,准油股份,石油开采,20260128,U,10.16,10.16,8.32,1,51967384.0,111839,131509,51967384.0
002237.SZ,恒邦股份,黄金,20260128,U,21.42,21.42,17.52,6,75075814.0,112621,133957,75075814.0
002342.SZ,巨力索具,机械基件,20260128,U,14.53,14.53,11.89,0,154392626.0,143412,143412,154392626.0
002440.SZ,闰土股份,染料涂料,20260128,U,10.75,10.75,8.79,3,71993631.0,93221,95527,71993631.0
002455.SZ,百川股份,化工原料,20260128,U,7.93,7.93,6.49,2,49110585.0,93027,95745,49110585.0
002532.SZ,天山铝业,铝,20260128,U,20.72,20.72,16.96,8,8378753.0,135212,144233,8378753.0
002578.SZ,闽发铝业,铝,20260128,U,5.1,5.1,4.18,3,33017910.0,103727,111242,33017910.0
002667.SZ,威领股份,小金属,20260128,U,21.59,21.59,17.67,12,1866023.0,130733,144909,1866023.0
002716.SZ,湖南白银,小金属,20260128,U,19.4,19.4,15.88,0,77777413.0,135100,135100,77777413.0
002721.SZ,金一文化,服饰,20260128,U,3.95,3.95,3.23,0,114811490.0,101648,101648,114811490.0
002724.SZ,海洋王,元器件,20260128,U,7.67,7.67,6.27,0,113225307.0,105830,105830,113225307.0
002842.SZ,翔鹭钨业,小金属,20260128,U,28.84,28.84,23.6,0,9093252.0,145315,145315,9093252.0
003042.SZ,中农联合,农药化肥,20260128,U,25.41,25.41,20.79,0,349613903.0,93636,93636,349613903.0
300139.SZ,晓程科技,黄金,20260128,U,70.6,70.6,47.06,2,153471621.0,105912,110403,153471621.0
300164.SZ,通源石油,石油开采,20260128,U,11.03,11.03,7.35,5,34871345.0,111542,140318,34871345.0
300798.SZ,锦鸡股份,染料涂料,20260128,U,9.58,9.58,6.38,0,48009135.0,100112,100112,48009135.0
301177.SZ,迪阿股份,服饰,20260128,U,38.76,38.76,25.84,0,143808902.0,140321,140321,143808902.0
