ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000034.SZ,神州数码,软件服务,软件服务,20260625,U,27.94,27.94,22.86,3,93850152.0,93324,104815,93850152.0,20260625,1min,241,1,09:34:00,15:00:00,1,0.0,0.859,0,,0.0,59.8461,0.017336,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000034.SZ,0,74.4538,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260625,intraday_refine_v2,000034.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000048.SZ,京基智农,农业综合,农业综合,20260625,U,22.31,22.31,18.25,8,14432339.0,132327,134451,14432339.0,20260625,1min,241,1,13:24:00,15:00:00,3,4.0,0.8965,4,1.75,96.25,45.3087,0.01348,0.0,31,0.0,24.25,1.0,1.0,high_open_board_risk,1.0,000048.SZ,0,49.5051,0,43.1,0,0.0,1,,0.5,0,4.0,0.5,1,,0.5,0.5,0.0,0.8,0.5,0.0,20260625,intraday_refine_v2,000048.SZ,ok,ok,,1.0,ok,0.7050000000000001,0.30000000000000004,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000100.SZ,TCL科技,元器件,元器件,20260625,U,5.34,5.34,4.37,1,250758710.0,94718,131518,250758710.0,20260625,1min,241,1,09:48:00,15:00:00,8,4.0,2.2472,4,49.75,20.0,10.5169,0.009855,0.0,31,0.0,34.0,1.0,1.0,high_open_board_risk,1.0,000100.SZ,0,43.4551,0,60.7,0,0.0,1,,0.5,0,4.0,0.5,1,,0.5,0.5,0.0,0.8,0.5,0.0,20260625,intraday_refine_v2,000100.SZ,ok,ok,,1.0,ok,0.7050000000000001,0.30000000000000004,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000636.SZ,风华高科,元器件,元器件,20260625,U,79.62,79.62,65.14,3,183542173.0,132512,140527,183542173.0,20260625,1min,241,1,11:23:00,15:00:00,3,3.0,1.2308,3,3.3333,92.6667,54.0483,0.010537,0.0,31,0.0,33.5333,1.0,1.0,high_open_board_risk,1.0,000636.SZ,0,56.3045,0,34.9033,0,0.0,1,,0.5,0,3.0,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260625,intraday_refine_v2,000636.SZ,ok,ok,,1.0,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000766.SZ,通化金马,化学制药,化学制药,20260625,U,26.61,26.61,21.77,3,17479310.0,142021,145139,17479310.0,20260625,1min,241,1,14:21:00,15:00:00,1,0.0,0.1127,0,,0.0,64.3236,0.05917,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000766.SZ,0,64.5471,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260625,intraday_refine_v2,000766.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000783.SZ,长江证券,证券,证券,20260625,U,10.15,10.15,8.31,4,18211058.0,103903,142636,18211058.0,20260625,1min,241,1,10:24:00,15:00:00,3,2.0,2.1675,2,35.5,29.5,38.3201,0.026856,0.0,31,0.0,42.9,1.0,1.0,neutral_limitup,1.0,000783.SZ,0,55.801,0,41.59,0,0.0,1,,0.5,0,2.0,0.5,1,,0.5,0.5,0.0,0.4,0.5,0.0,20260625,intraday_refine_v2,000783.SZ,ok,ok,,1.0,ok,0.765,0.2,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000811.SZ,冰轮环境,工程机械,工程机械,20260625,U,53.52,53.52,43.79,9,21364381.0,93706,144215,21364381.0,20260625,1min,241,1,09:38:00,15:00:00,7,4.0,2.2422,4,49.5,20.0,10.5471,0.017665,0.0,31,0.0,34.0,1.0,1.0,high_open_board_risk,1.0,000811.SZ,0,43.4641,0,60.7,0,0.0,1,,0.5,0,4.0,0.5,1,,0.5,0.5,0.0,0.8,0.5,0.0,20260625,intraday_refine_v2,000811.SZ,ok,ok,,1.0,ok,0.7050000000000001,0.30000000000000004,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000818.SZ,航锦科技,化工原料,化工原料,20260625,U,14.81,14.81,12.11,0,146041247.0,93203,93203,146041247.0,20260625,1min,241,1,09:33:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.010345,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000818.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260625,intraday_refine_v2,000818.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000823.SZ,超声电子,元器件,元器件,20260625,U,25.87,25.87,21.17,0,155335587.0,93215,93215,155335587.0,20260625,1min,241,1,09:33:00,15:00:00,1,0.0,0.7344,0,,0.0,60.5934,0.015783,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000823.SZ,0,74.678,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260625,intraday_refine_v2,000823.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000962.SZ,东方钽业,小金属,小金属,20260625,U,84.02,84.02,68.74,3,172383665.0,94803,130021,172383665.0,20260625,1min,241,1,09:49:00,15:00:00,3,1.0,3.8681,1,176.0,20.0,36.7912,0.009356,0.0,31,0.0,64.0,1.0,1.0,neutral_limitup,1.0,000962.SZ,0,64.8374,0,33.1,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260625,intraday_refine_v2,000962.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
