rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603887.SH,城地香江,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.3276163998650576,0.0,0.0,0.0,0.0,0.3376163998650576
2,601991.SH,大唐发电,1,ok,,0.618887,0.708368,0.089075,0,0.09,0.0,0.554624,0.0,0.4118441971383147,1.0,低,健康涨停,0.3803736119080948,0.027709200000000003,0.004008375,0.0,0.004008375,0.38014943690809483
3,002081.SZ,金 螳 螂,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.3120601479059465,0.03145,0.00315,0.0,0.00315,0.3315351479059465
4,600881.SH,亚泰集团,1,ok,,0.712423,0.768829,0.101718,0,0.10171800000000003,0.0,0.49140999999999996,0.0,0.712135922330097,1.0,低,健康涨停,0.3197382748486321,0.029220725000000003,0.00457731,0.0,0.00457731,0.3543816898486321
5,000887.SZ,中鼎股份,1,ok,,0.673409,0.78058,0.136526,0,0.1365262,0.150838,0.543626,0.0,1.0,1.0,低,健康涨停,0.3372837605430908,0.029514500000000006,0.011423,0.0,0.011423,0.3465502605430908
6,603330.SH,天洋新材,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.698808,0.0,0,0.0,0.0,0.5,0.0,0.5587202718006801,0.0,中,分时缺失|低置信,0.2660573462503453,0.0,0.0,0.0,0.0,0.2572323462503453
7,002219.SZ,新里程,1,ok,,0.6367,0.683416,0.1132,0,0.11320000000000002,0.0,0.434,0.0,0.37070484581497865,1.0,低,健康涨停,0.35339333200242695,0.027085400000000003,0.005094,0.0,0.005094,0.35145973200242697
8,605179.SH,一鸣食品,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.73018,0.0,0,0.0,0.0,0.5,0.0,0.7678677196446196,0.0,中,分时缺失|低置信,0.2394321903605294,0.0,0.0,0.0,0.0,0.2491571903605294
9,002437.SZ,誉衡药业,1,ok,,0.726118,0.712436,0.092588,0,0.09258820000000001,0.0,0.537059,0.0,0.24792746113989636,1.0,低,健康涨停,0.2956930440512463,0.0278109,0.00416646,0.0,0.00416646,0.3105124840512463
10,603758.SH,秦安股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2987611731651505,0.0,0.0,0.0,0.0,0.2962861731651505
