ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
600084.SH,中信尼雅,红黄酒,20260130,U,7.28,7.28,5.96,1.0,26959296.0,92500,94342,26959296.0,9.9698,145339.331,199743.0,4.0682,4.0682,,818073.1322,2.28,-64808260.0,1,26959296.0,26959296.0,0.9583333333333334,0.8958333333333334,0.9375,0.2916666666666667,0.5104166666666666,0.5104166666666666,0.05,0.0,80.916667
603172.SH,万丰股份,染料涂料,20260130,U,25.73,25.73,21.05,0.0,156719654.0,92503,92503,156719654.0,10.0043,38375.497,14914.69,3.4382,3.4382,,343186.74,0.43,7680279.04,1,156719654.0,156719654.0,0.4166666666666667,1.0,0.9791666666666666,1.0,0.5104166666666666,0.5104166666666666,0.05,0.0,80.375
002830.SZ,名雕股份,装修装饰,20260130,U,23.25,23.25,19.03,0.0,53963203.0,111942,111942,53963203.0,9.9811,137401.026,61284.02,13.6978,13.6978,,310015.5,1.23,,1,53963203.0,53963203.0,0.8333333333333334,0.9166666666666666,0.7083333333333334,0.7083333333333334,0.5104166666666666,0.5104166666666666,0.05,0.0,77.958333
603010.SH,万盛股份,化工原料,20260130,U,12.13,12.13,9.93,0.0,133915442.0,145116,145116,133915442.0,9.9728,315961.912,274324.47,9.009,9.009,,715158.8333,1.7,,1,133915442.0,133915442.0,0.9375,0.75,0.8541666666666666,0.4791666666666667,0.5104166666666666,0.5104166666666666,0.05,0.0,76.583333
605003.SH,众望布艺,纺织,20260130,U,36.59,36.59,29.93,0.0,65834557.0,130104,130104,65834557.0,10.012,83248.73,23839.25,8.132,8.132,,402490.0,0.83,,1,65834557.0,65834557.0,0.3125,0.9791666666666666,0.8958333333333334,0.9583333333333334,0.5104166666666666,0.5104166666666666,0.05,0.0,75.958333
603059.SH,倍加洁,日用化工,20260130,U,37.29,37.29,30.51,0.0,95902422.0,101345,101345,95902422.0,10.0,117809.258,32301.0,11.4396,11.4396,,374573.2023,1.28,,1,95902422.0,95902422.0,0.5625,0.9583333333333334,0.7708333333333334,0.6666666666666666,0.5104166666666666,0.5104166666666666,0.05,0.0,75.083333
605151.SH,西上海,汽车配件,20260130,U,22.9,22.9,18.74,0.0,45575580.0,130051,130051,45575580.0,9.9904,122493.621,55107.21,12.5508,12.5508,,308129.1684,2.62,,1,45575580.0,45575580.0,0.7708333333333334,0.9375,0.7291666666666666,0.2708333333333333,0.5104166666666666,0.5104166666666666,0.05,0.0,74.291667
603618.SH,杭电股份,电气设备,20260130,U,9.04,9.04,7.4,0.0,125637594.0,132008,132008,125637594.0,9.9757,426936.844,499800.5,15.4034,15.4034,,625003.5569,1.41,,1,125637594.0,125637594.0,0.90625,0.7083333333333334,0.6041666666666666,0.6041666666666666,0.5104166666666666,0.5104166666666666,0.05,0.0,70.9375
600395.SH,盘江股份,煤炭开采,20260130,U,5.47,5.47,4.47,0.0,125320522.0,92501,92501,125320522.0,10.0604,169281.096,309471.84,3.0972,3.0972,,1174203.817,1.19,61069268.0,1,125320522.0,125320522.0,0.14583333333333334,0.8541666666666666,1.0,0.7291666666666666,0.5104166666666666,0.5104166666666666,0.05,0.0,69.958333
002137.SZ,实益达,元器件,20260130,U,10.14,10.14,8.3,0.0,161950269.0,141203,141203,161950269.0,9.9783,453539.194,471577.5,14.0304,14.0304,,585589.922,1.83,,1,161950269.0,161950269.0,0.8541666666666666,0.6875,0.6875,0.4375,0.5104166666666666,0.5104166666666666,0.05,0.0,69.791667
