ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
002141.SZ,贤丰控股,元件,元件,2→3,2.0,2→3,20260706,U,5.65,5.65,4.63,7,41144430.0,93203,110551,8/14,17.37,1002921808.0,5836087258.7,5836087224.8,41144430.0,0.92,0.015,0.35,limit_list_d,20260706,1min,241,1,09:33:00,15:00:00,4,4.0,3.1858,4,8.5,71.5,22.91,0.004736,0.0,31,0.0,44.3,1.0,1.0,high_open_board_risk,1,002141.SZ,0,51.808,0,46.28,0,0.0,1,,0.5,0,4,0.5,1,,0.5,0.5,0.0,0.8,0.5,0.0,20260706,intraday_refine_v2,002141.SZ,ok,ok,,1.0,ok,0.7050000000000001,0.30000000000000004,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002245.SZ,蔚蓝锂芯,电池,电池,1→2,1.0,1→2,20260706,U,22.37,22.37,18.31,1,172119723.0,93000,110530,1/1,8.5,3022765056.0,35939636586.46,38199897852.0,172119723.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:30:00,15:00:00,2,1.0,3.308,1,32.0,33.0,44.702,0.022225,0.0,31,0.0,66.6,1.0,1.0,neutral_limitup,1,002245.SZ,0,68.3806,0,29.46,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002245.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002329.SZ,皇氏集团,饮料乳品,饮料乳品,1→2,1.0,1→2,20260706,U,3.27,3.27,2.67,1,30789339.0,94730,100518,2/4,10.39,216752330.0,2130708861.48,2721961027.68,30789339.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:48:00,15:00:00,2,1.0,3.6697,1,6.0,82.0,59.6817,0.017043,0.0,31,0.0,76.4,1.0,1.0,healthy_limitup,1,002329.SZ,0,77.2845,0,15.74,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002329.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002396.SZ,星网锐捷,通信设备,通信设备,2→3,2.0,2→3,20260706,U,25.74,25.74,21.06,1,200613209.0,92500,93857,4/5,5.94,1155247424.0,19495864828.44,19576669432.32,200613209.0,0.92,0.015,0.35,limit_list_d,20260706,1min,241,1,09:30:00,15:00:00,1,1.0,2.3699,1,1.0,100.0,73.7809,0.00679,0.0,31,0.0,80.0,1.0,1.0,healthy_limitup,1,002396.SZ,0,83.1343,0,10.7,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002396.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002403.SZ,爱仕达,小家电,小家电,1→2,1.0,1→2,20260706,U,11.78,11.78,9.64,0,56127341.0,93324,93324,2/4,2.55,87819986.0,3500561928.12,4012722425.28,56127341.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:34:00,15:00:00,1,0.0,1.4431,0,,0.0,56.3413,0.029574,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,002403.SZ,0,73.4024,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002403.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002457.SZ,青龙管业,装修建材,装修建材,1→2,1.0,1→2,20260706,U,14.07,14.07,11.51,1,58816821.0,142242,143045,1/1,16.08,721692128.0,4689113810.43,4692159276.0,58816821.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,14:23:00,15:00:00,1,1.0,2.6297,1,1.0,100.0,72.2217,0.106014,0.0,30,1.0,52.0,1.0,1.0,neutral_limitup,1,002457.SZ,0,67.0665,0,17.9,0,12.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002457.SZ,ok,ok,,1.0,ok,0.595,0.44999999999999996,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002607.SZ,中公教育,教育,教育,1→2,1.0,1→2,20260706,U,2.09,2.09,1.71,0,291794723.0,92500,92500,2/4,1.63,188785817.0,11585790043.08,12889864796.16,291794723.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.040369,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1,002607.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002607.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002767.SZ,先锋电子,通用设备,通用设备,2→3,2.0,2→3,20260706,U,19.84,19.84,16.24,0,34421368.0,93030,93030,2/2,1.47,37718599.0,2583453120.64,2976000000.0,34421368.0,0.92,0.015,0.35,limit_list_d,20260706,1min,241,1,09:31:00,15:00:00,1,0.0,5.5948,0,,0.0,31.4315,0.028093,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,002767.SZ,0,65.9294,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002767.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002774.SZ,快意电梯,专用设备,专用设备,1→2,1.0,1→2,20260706,U,15.83,15.83,12.95,0,76818241.0,93942,93942,1/1,1.87,81937378.0,4460390368.55,5329769520.32,76818241.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:40:00,15:00:00,1,0.0,1.6425,0,,0.0,55.1453,0.015938,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,002774.SZ,0,73.0436,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002774.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002793.SZ,罗欣药业,化学制药,化学制药,1→2,1.0,1→2,20260706,U,4.74,4.74,3.88,3,18501168.0,100736,131736,1/1,5.61,282015648.0,5147325354.06,5155169395.2,18501168.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,10:08:00,15:00:00,2,1.0,1.8987,1,6.0,82.0,70.3076,0.014243,0.0,31,0.0,63.4,1.0,1.0,neutral_limitup,1,002793.SZ,0,74.6223,0,17.69,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002793.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002815.SZ,崇达技术,元件,元件,1→2,1.0,1→2,20260706,U,16.36,16.36,13.38,3,97886788.0,94330,112006,1/1,10.01,1251880896.0,12714043349.04,20190715726.08,97886788.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:44:00,15:00:00,3,1.0,2.6895,1,38.0,27.0,46.3131,0.011026,0.0,31,0.0,65.4,1.0,1.0,neutral_limitup,1,002815.SZ,0,68.3239,0,31.14,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,002815.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002828.SZ,贝肯能源,油服工程,油服工程,1→2,1.0,1→2,20260706,U,11.46,11.46,9.38,0,85184472.0,93639,93639,1/1,10.03,227136022.0,2303317896.0,2303317896.0,85184472.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:37:00,15:00:00,1,0.0,1.3089,0,,0.0,57.1466,0.009621,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,002828.SZ,0,73.644,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002828.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002860.SZ,星帅尔,家电零部,家电零部,1→2,1.0,1→2,20260706,U,17.56,17.56,14.36,5,65925086.0,130342,131506,1/1,12.37,724188624.0,6040160928.08,6183668307.2,65925086.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,13:04:00,15:00:00,3,3.0,1.5376,3,2.3333,93.3333,52.4412,0.007238,0.0,31,0.0,33.6667,1.0,1.0,high_open_board_risk,1,002860.SZ,0,55.8823,0,34.7167,0,0.0,1,,0.5,0,3,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260706,intraday_refine_v2,002860.SZ,ok,ok,,1.0,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002910.SZ,庄园牧场,饮料乳品,饮料乳品,1→2,1.0,1→2,20260706,U,12.22,12.22,10.0,0,173693858.0,130036,130036,1/1,15.36,308392160.0,2090377029.0,2389490820.34,173693858.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,13:01:00,15:00:00,1,0.0,0.982,0,,0.0,59.108,0.005963,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,002910.SZ,0,62.9824,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002910.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002919.SZ,名臣健康,游戏Ⅱ,游戏Ⅱ,1→2,1.0,1→2,20260706,U,22.06,22.06,18.05,0,29575400.0,143148,143148,1/1,3.66,205254080.0,5828432671.4,5870961615.96,29575400.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,14:32:00,15:00:00,1,0.0,2.1306,0,,0.0,52.2167,0.199305,0.0,29,1.0,16.1313,1.0,1.0,weak_limitup,1,002919.SZ,0,44.0553,0,20.199,0,15.4749,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002919.SZ,ok,ok,,1.0,ok,0.625,0.4,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002989.SZ,中天精装,装修装饰,装修装饰,1→2,1.0,1→2,20260706,U,33.52,33.52,27.42,0,96610673.0,93730,93730,1/1,2.64,171815558.0,6631391892.24,6758172912.24,96610673.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:38:00,15:00:00,1,0.0,0.7458,0,,0.0,60.5251,0.022823,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,002989.SZ,0,74.6575,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,002989.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300684.SZ,中石科技,电子化学,电子化学,1→2,1.0,1→2,20260706,U,74.41,74.41,49.61,10,10354895.0,95012,142945,1/1,22.79,3357374944.0,15202188611.12,22286480762.56,10354895.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:51:00,15:00:00,7,5.0,2.4325,5,11.4,62.8,12.3852,0.021019,0.0,31,0.0,32.56,1.0,1.0,high_open_board_risk,1,300684.SZ,0,43.3676,0,54.416,0,0.0,1,,0.5,0,5,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260706,intraday_refine_v2,300684.SZ,ok,ok,,1.0,ok,0.675,0.35,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301191.SZ,菲菱科思,通信设备,通信设备,1→2,1.0,1→2,20260706,U,135.01,135.01,90.01,0,127660460.0,133915,133915,1/1,18.9,1699984944.0,9863524667.34,13082074770.8,127660460.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,13:40:00,15:00:00,1,0.0,0.7703,0,,0.0,60.3781,0.04043,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,301191.SZ,0,63.3634,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,301191.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301317.SZ,鑫磊股份,通用设备,通用设备,1→2,1.0,1→2,20260706,U,62.21,62.21,41.47,0,71764709.0,130615,130615,1/1,12.11,368279856.0,3247158759.93,9778789900.0,71764709.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,13:07:00,15:00:00,1,0.0,0.7716,0,,0.0,60.3705,0.004682,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,301317.SZ,0,63.3612,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,301317.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600172.SH,黄河旋风,通用设备,通用设备,1→2,1.0,1→2,20260706,U,18.55,18.55,15.17,3,105398874.0,94622,110046,2/3,22.58,5247581952.0,23674544162.5,26752522104.0,105398874.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:47:00,15:00:00,3,1.0,2.5876,1,41.0,24.0,45.8744,0.023072,0.0,31,0.0,64.8,1.0,1.0,neutral_limitup,1,600172.SH,0,67.9223,0,31.98,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,600172.SH,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600215.SH,派斯林,自动化设,自动化设,1→2,1.0,1→2,20260706,U,6.88,6.88,5.63,1,23905936.0,94012,130557,1/1,7.07,218338593.0,3143354214.4,3143354214.4,23905936.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,09:41:00,15:00:00,2,1.0,4.2151,1,135.0,20.0,34.7093,0.022855,0.0,31,0.0,64.0,1.0,1.0,neutral_limitup,1,600215.SH,0,64.2128,0,33.1,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260706,intraday_refine_v2,600215.SH,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600241.SH,时代万恒,电池,电池,1→2,1.0,1→2,20260706,U,7.41,7.41,6.07,1,12979356.0,130409,131442,1/1,5.52,116359550.0,2180778672.15,2180778649.92,12979356.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,13:05:00,15:00:00,2,0.0,4.7233,0,,0.0,36.6599,0.013597,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,600241.SH,0,56.248,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,600241.SH,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600246.SH,万通发展,房地产开发,房地产开发,1→2,1.0,1→2,20260706,U,16.91,16.91,13.83,0,125208404.0,112918,112918,1/1,6.85,2085796288.0,31966874969.16,32855918151.52,125208404.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,11:30:00,15:00:00,1,0.0,1.301,0,,0.0,57.194,0.009201,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,600246.SH,0,62.4082,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,600246.SH,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600288.SH,大恒科技,软件开发,软件开发,1→2,1.0,1→2,20260706,U,14.14,14.14,11.57,0,36734291.0,112647,112647,1/1,5.35,320408240.0,6176352000.0,6176352000.0,36734291.0,0.78,0.035,0.16,limit_list_d,20260706,1min,241,1,11:27:00,15:00:00,1,0.0,0.8487,0,,0.0,59.9081,0.019943,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,600288.SH,0,63.2224,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260706,intraday_refine_v2,600288.SH,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
