rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,605366.SH,宏柏新材,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.7114609841933847,0.0,0.0,0.0,0.0,0.7114609841933847
2,002453.SZ,华软科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6864142713151707,0.028125,0.0045,0.0,0.0045,0.7100392713151708
3,000566.SZ,海南海药,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6667516762476411,0.028125,0.0045,0.0,0.0045,0.6903766762476411
4,002370.SZ,亚太药业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6590858022894779,0.028125,0.0045,0.0,0.0045,0.6827108022894779
5,000882.SZ,华联股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.639198555538788,0.028125,0.0045,0.0,0.0045,0.662823555538788
6,603210.SH,泰鸿万立,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6307242020016678,0.028125,0.0045,0.0,0.0045,0.6543492020016678
7,600405.SH,动力源,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6265618999138033,0.028125,0.0045,0.0,0.0045,0.6501868999138033
8,000756.SZ,新华制药,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6204519788529507,0.028125,0.0045,0.0,0.0045,0.6440769788529507
9,000691.SZ,亚太实业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6187755232589504,0.028125,0.0045,0.0,0.0045,0.6424005232589504
10,002021.SZ,中捷资源,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6152694699194703,0.028125,0.0045,0.0,0.0045,0.6388944699194703
11,002584.SZ,西陇科学,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6120324285180533,0.028125,0.0045,0.0,0.0045,0.6356574285180533
12,002976.SZ,瑞玛精密,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6076553068369802,0.028125,0.0045,0.0,0.0045,0.6312803068369802
13,001225.SZ,和泰机电,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6044424362860936,0.028125,0.0045,0.0,0.0045,0.6280674362860936
14,002921.SZ,联诚精密,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6037810172629615,0.028125,0.0045,0.0,0.0045,0.6274060172629615
15,600881.SH,亚泰集团,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6028457937563094,0.028125,0.0045,0.0,0.0045,0.6264707937563094
16,605069.SH,正和生态,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6188334342375637,0.0,0.0,0.0,0.0,0.6188334342375637
17,000813.SZ,德展健康,1.0,ok,,1.0,0.765,0.2,0,1.0,0.0,0.5,2.0,0.5,0.75,低,分时高风险,0.6075499067476189,0.026625000000000003,0.017,0.0,0.017,0.6171749067476189
18,002648.SZ,卫星化学,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.593374183024753,0.028125,0.0045,0.0,0.0045,0.616999183024753
19,603669.SH,灵康药业,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6167014038366452,0.0,0.0,0.0,0.0,0.6167014038366452
20,603938.SH,三孚股份,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6123113309580194,0.0,0.0,0.0,0.0,0.6123113309580194
21,603015.SH,弘讯科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.585206810487912,0.028125,0.0045,0.0,0.0045,0.608831810487912
22,002420.SZ,毅昌科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5815488382232328,0.028125,0.0045,0.0,0.0045,0.6051738382232328
23,002031.SZ,巨轮智能,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5815244331505118,0.028125,0.0045,0.0,0.0045,0.6051494331505118
24,603335.SH,迪生力,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5797212590914634,0.028125,0.0045,0.0,0.0045,0.6033462590914634
25,000042.SZ,中洲控股,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.579162801165027,0.028125,0.0045,0.0,0.0045,0.6027878011650271
26,600851.SH,海欣股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.583442709371433,0.027375000000000003,0.01075,0.0,0.01075,0.6000677093714331
27,002047.SZ,宝鹰股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5828688102732801,0.027375000000000003,0.01075,0.0,0.01075,0.5994938102732801
28,002038.SZ,双鹭药业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5732972576257057,0.028125,0.0045,0.0,0.0045,0.5969222576257057
29,301211.SZ,亨迪药业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5721509995405836,0.028125,0.0045,0.0,0.0045,0.5957759995405836
30,002728.SZ,特一药业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.570748146013498,0.028125,0.0045,0.0,0.0045,0.594373146013498
31,000551.SZ,创元科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5695086589830853,0.028125,0.0045,0.0,0.0045,0.5931336589830853
32,002674.SZ,兴业科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5647753241078449,0.028125,0.0045,0.0,0.0045,0.5884003241078449
33,001279.SZ,强邦新材,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5630512624115857,0.028125,0.0045,0.0,0.0045,0.5866762624115857
34,600743.SH,华远控股,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5642834257505897,0.027375000000000003,0.01075,0.0,0.01075,0.5809084257505897
35,001206.SZ,依依股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.55486262074017,0.028125,0.0045,0.0,0.0045,0.57848762074017
36,603466.SH,风语筑,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5524705977385276,0.028125,0.0045,0.0,0.0045,0.5760955977385276
37,605369.SH,拱东医疗,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5739628546956087,0.0,0.0,0.0,0.0,0.5739628546956087
38,300961.SZ,深水海纳,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5501771988392307,0.028125,0.0045,0.0,0.0045,0.5738021988392307
39,002672.SZ,东江环保,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5493293472042272,0.028125,0.0045,0.0,0.0045,0.5729543472042272
40,603863.SH,松炀资源,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5699538927872649,0.0,0.0,0.0,0.0,0.5699538927872649
41,603122.SH,合富中国,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5446845913023994,0.028125,0.0045,0.0,0.0045,0.5683095913023994
42,002687.SZ,乔治白,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5428440582176911,0.028125,0.0045,0.0,0.0045,0.5664690582176911
43,603116.SH,红蜻蜓,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5484917827850968,0.027375000000000003,0.01075,0.0,0.01075,0.5651167827850968
44,605377.SH,华旺科技,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5643703146933824,0.0,0.0,0.0,0.0,0.5643703146933824
45,601011.SH,宝泰隆,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5466268428183935,0.027375000000000003,0.01075,0.0,0.01075,0.5632518428183935
46,002962.SZ,五方光电,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5463488429334818,0.027375000000000003,0.01075,0.0,0.01075,0.5629738429334818
47,600793.SH,宜宾纸业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5373432889339436,0.028125,0.0045,0.0,0.0045,0.5609682889339436
48,605118.SH,力鼎光电,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5608493465623193,0.0,0.0,0.0,0.0,0.5608493465623193
49,002871.SZ,伟隆股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5345638148303088,0.028125,0.0045,0.0,0.0045,0.5581888148303088
50,600708.SH,光明地产,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5343160682015131,0.028125,0.0045,0.0,0.0045,0.5579410682015131
51,000571.SZ,新大洲A,1.0,ok,,1.0,0.765,0.2,0,1.0,0.0,0.5,2.0,0.5,0.75,低,分时高风险,0.5448723780484908,0.026625000000000003,0.017,0.0,0.017,0.5544973780484908
52,600379.SH,宝光股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5262082954639079,0.028125,0.0045,0.0,0.0045,0.5498332954639079
53,600843.SH,上工申贝,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5256027520807685,0.028125,0.0045,0.0,0.0045,0.5492277520807685
54,002374.SZ,中锐股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5285927204065133,0.027375000000000003,0.01075,0.0,0.01075,0.5452177204065133
55,002522.SZ,浙江众成,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5281748866533048,0.027375000000000003,0.01075,0.0,0.01075,0.5447998866533048
56,603106.SH,恒银科技,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5234727588576823,0.027375000000000003,0.01075,0.0,0.01075,0.5400977588576823
57,002549.SZ,凯美特气,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5163491592955733,0.028125,0.0045,0.0,0.0045,0.5399741592955734
58,300721.SZ,怡达股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5212407974634636,0.027375000000000003,0.01075,0.0,0.01075,0.5378657974634636
59,600719.SH,大连热电,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5119009444079798,0.028125,0.0045,0.0,0.0045,0.5355259444079798
60,603725.SH,天安新材,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5324403587276662,0.0,0.0,0.0,0.0,0.5324403587276662
61,600360.SH,华微电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5075246482636713,0.028125,0.0045,0.0,0.0045,0.5311496482636713
62,605580.SH,恒盛能源,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.528191571935186,0.0,0.0,0.0,0.0,0.528191571935186
63,002580.SZ,圣阳股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5108433643990405,0.027375000000000003,0.01075,0.0,0.01075,0.5274683643990405
64,002631.SZ,德尔未来,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5060213318102662,0.027375000000000003,0.01075,0.0,0.01075,0.5226463318102662
