ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
603078.SH,江化微,半导体,20260122,U,28.51,28.51,23.33,0.0,456532454.0,92502,92502,456532454.0,9.9923,68254.622,23940.59,1.0664,1.0664,,1099451.794,0.12,,1,456532454.0,456532454.0,0.7466666666666667,1.0,1.0,0.9866666666666667,0.5066666666666667,0.5066666666666667,0.05,0.0,86.52
605118.SH,力鼎光电,元器件,20260122,U,41.83,41.83,34.23,0.0,50249124.0,95746,95746,50249124.0,9.9921,185952.475,45987.3,8.6361,8.6361,,1717891.172,0.56,,1,50249124.0,50249124.0,0.76,0.9333333333333333,0.8133333333333334,0.96,0.5066666666666667,0.5066666666666667,0.05,0.0,81.08
002636.SZ,金安国纪,元器件,20260122,U,23.3,23.3,19.06,0.0,280476289.0,92500,92500,280476289.0,10.0094,156943.93,67357.91,2.7198,2.7198,,1696240.0,0.11,,1,280476289.0,280476289.0,0.44,0.9733333333333334,0.9733333333333334,1.0,0.5066666666666667,0.5066666666666667,0.05,0.0,79.88
002629.SZ,仁智股份,石油开采,20260122,U,6.41,6.41,5.25,0.0,112492295.0,141951,141951,112492295.0,9.9485,265910.457,433540.0,12.68,12.68,,273128.818,1.44,,1,112492295.0,112492295.0,0.9466666666666667,0.8933333333333333,0.6133333333333333,0.5333333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,75.986667
002420.SZ,毅昌科技,家用电器,20260122,U,8.72,8.72,7.14,0.0,112774007.0,93330,93330,112774007.0,9.9622,282303.157,331226.04,11.2143,11.2143,,358644.88,2.01,,1,112774007.0,112774007.0,0.9066666666666666,0.88,0.6933333333333334,0.36,0.5066666666666667,0.5066666666666667,0.05,0.0,75.133333
002283.SZ,天润工业,汽车配件,20260122,U,7.19,7.19,5.89,1.0,74669588.0,93121,93600,74669588.0,9.9388,453378.521,633594.07,8.0622,8.0622,,819269.711,3.22,,1,74669588.0,74669588.0,0.96,0.76,0.8266666666666667,0.22,0.5066666666666667,0.5066666666666667,0.05,0.0,74.52
000670.SZ,盈方微,元器件,20260122,U,10.29,10.29,8.42,0.0,619480607.0,92500,92500,619480607.0,10.0535,158503.075,154036.03,2.2073,2.2073,,869222.2874,1.11,,1,619480607.0,619480607.0,0.22666666666666666,0.96,0.9866666666666667,0.7866666666666666,0.5066666666666667,0.5066666666666667,0.05,0.0,74.253333
001373.SZ,翔腾新材,元器件,20260122,U,43.11,43.11,35.27,0.0,49149711.0,112257,112257,49149711.0,10.0026,124887.815,29948.42,10.8364,10.8364,,296109.1742,1.27,,1,49149711.0,49149711.0,0.5066666666666667,0.9866666666666667,0.72,0.68,0.5066666666666667,0.5066666666666667,0.05,0.0,73.8
001316.SZ,润贝航科,批发业,20260122,U,48.18,48.18,39.42,0.0,85970416.0,95230,95230,85970416.0,10.0,190124.498,40906.81,11.8063,11.8063,,554626.0936,0.89,,1,85970416.0,85970416.0,0.5933333333333334,0.92,0.64,0.8533333333333334,0.5066666666666667,0.5066666666666667,0.05,0.0,73.413333
002141.SZ,贤丰控股,农业综合,20260122,U,4.19,4.19,3.43,1.0,276454130.0,93857,94357,276454130.0,9.9738,296914.733,720254.94,10.1921,10.1921,,432800.0994,3.54,,1,276454130.0,276454130.0,0.8266666666666667,0.8666666666666667,0.76,0.16,0.5066666666666667,0.5066666666666667,0.05,0.0,73.08
000968.SZ,蓝焰控股,石油开采,20260122,U,8.1,8.1,6.62,0.0,97035561.0,93257,93257,97035561.0,10.0543,173072.55,217267.01,5.1977,5.1977,,783677.1546,1.15,,1,97035561.0,97035561.0,0.21333333333333335,0.9466666666666667,0.9466666666666667,0.7466666666666667,0.5066666666666667,0.5066666666666667,0.05,0.0,72.546667
603665.SH,康隆达,服饰,20260122,U,36.31,36.31,29.71,0.0,72037006.0,105242,105242,72037006.0,9.997,338780.905,94840.44,10.223,10.223,,584994.248,1.45,,1,72037006.0,72037006.0,0.68,0.8266666666666667,0.7466666666666667,0.5133333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,71.96
002943.SZ,宇晶股份,机床制造,20260122,U,60.28,60.28,49.32,0.0,139976067.0,102730,102730,139976067.0,10.0,582641.971,100138.27,7.6143,7.6143,,1238501.7945,0.74,,1,139976067.0,139976067.0,0.5933333333333334,0.64,0.8666666666666667,0.88,0.5066666666666667,0.5066666666666667,0.05,0.0,70.88
000839.SZ,国安股份,综合类,20260122,U,2.97,2.97,2.43,1.0,72257046.0,95157,100421,72257046.0,10.0,410078.108,1404387.53,5.6371,5.6371,,1164188.4265,3.06,,1,72257046.0,72257046.0,0.5933333333333334,0.8,0.8933333333333333,0.25333333333333335,0.5066666666666667,0.5066666666666667,0.05,0.0,70.56
002183.SZ,怡 亚 通,仓储物流,20260122,U,5.6,5.6,4.58,0.0,135762900.0,93200,93200,135762900.0,10.0196,477111.563,862420.35,4.9691,4.9691,,1454325.091,1.17,,1,135762900.0,135762900.0,0.37333333333333335,0.7333333333333333,0.96,0.72,0.5066666666666667,0.5066666666666667,0.05,0.0,69.933333
605488.SH,福莱新材,塑料,20260122,U,44.5,44.5,36.41,0.0,124209379.0,94620,94620,124209379.0,10.0124,471765.435,108607.61,8.7942,8.7942,,1246977.2067,0.64,,1,124209379.0,124209379.0,0.41333333333333333,0.7466666666666667,0.7866666666666666,0.9333333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,69.24
002471.SZ,中超控股,电气设备,20260122,U,7.78,7.78,6.36,0.0,538301117.0,92500,92500,538301117.0,10.0424,482035.769,619583.25,5.5514,5.5514,,1064895.28,0.29,,1,538301117.0,538301117.0,0.26666666666666666,0.72,0.92,0.9733333333333334,0.5066666666666667,0.5066666666666667,0.05,0.0,68.893333
000036.SZ,华联控股,全国地产,20260122,U,6.79,6.79,5.55,3.0,81563917.0,93115,94118,81563917.0,10.0486,412686.036,615179.09,6.2615,6.2615,,953192.9143,0.72,,1,81563917.0,81563917.0,0.24,0.7866666666666666,0.88,0.9133333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,68.866667
001288.SZ,运机集团,专用机械,20260122,U,34.99,34.99,28.63,0.0,68019055.0,103342,103342,68019055.0,9.9969,335398.718,97651.05,11.3147,11.3147,,821846.5021,3.22,,1,68019055.0,68019055.0,0.6933333333333334,0.84,0.68,0.22,0.5066666666666667,0.5066666666666667,0.05,0.0,68.866667
603040.SH,新坐标,汽车配件,20260122,U,115.92,115.92,94.84,8.0,5692019.0,130646,145646,5692019.0,10.0019,564623.871,49976.76,7.9884,7.9884,,1581796.7464,1.82,50580876.02,1,5692019.0,5692019.0,0.5333333333333333,0.6666666666666666,0.84,0.38666666666666666,0.5066666666666667,0.5066666666666667,0.05,0.0,66.013333
002266.SZ,浙富控股,环境保护,20260122,U,4.98,4.98,4.08,0.0,150222312.0,133909,133909,150222312.0,9.9338,1073406.265,2264441.24,8.9896,8.9896,,2599197.1582,2.06,,1,150222312.0,150222312.0,0.9733333333333334,0.41333333333333333,0.7733333333333333,0.34,0.5066666666666667,0.5066666666666667,0.05,0.0,65.64
002931.SZ,锋龙股份,机械基件,20260122,U,90.48,90.48,74.03,0.0,1111441119.0,92500,92500,1111441119.0,10.0061,496994.697,54928.68,5.3046,5.3046,,1977040.9851,3.59,,1,1111441119.0,1111441119.0,0.4666666666666667,0.6933333333333334,0.9333333333333333,0.13333333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,65.346667
002297.SZ,博云新材,航空,20260122,U,13.13,13.13,10.75,0.0,158069798.0,103630,103630,158069798.0,9.9665,814745.085,641552.48,14.4588,14.4588,,752486.6273,1.31,,1,158069798.0,158069798.0,0.8933333333333333,0.49333333333333335,0.5733333333333334,0.6266666666666667,0.5066666666666667,0.5066666666666667,0.05,0.0,64.573333
000880.SZ,潍柴重机,专用机械,20260122,U,36.77,36.77,30.09,1.0,256921807.0,92500,93006,256921807.0,9.991,951400.018,258775.58,11.3985,11.3985,,1705572.1847,1.15,,1,256921807.0,256921807.0,0.7733333333333333,0.4266666666666667,0.6666666666666666,0.7466666666666667,0.5066666666666667,0.5066666666666667,0.05,0.0,63.506667
603095.SH,越剑智能,纺织机械,20260122,U,19.64,19.64,16.07,0.0,70512470.0,112816,112816,70512470.0,10.028,213888.928,113277.32,14.3068,14.3068,,507240.7088,2.3,,1,70512470.0,70512470.0,0.32,0.9066666666666666,0.5866666666666667,0.30666666666666664,0.5066666666666667,0.5066666666666667,0.05,0.0,62.706667
000407.SZ,胜利股份,供气供热,20260122,U,5.32,5.32,4.36,0.0,101841292.0,100221,100221,101841292.0,9.9174,665404.193,1283445.17,19.6135,19.6135,,468205.037,2.06,,1,101841292.0,101841292.0,0.9866666666666667,0.5866666666666667,0.38666666666666666,0.34,0.5066666666666667,0.5066666666666667,0.05,0.0,62.653333
600192.SH,长城电工,电气设备,20260122,U,11.22,11.22,9.18,1.0,59870368.0,93435,112659,59870368.0,10.0,487421.339,436437.64,16.3374,16.3374,,495641.256,1.37,,1,59870368.0,59870368.0,0.5933333333333334,0.7066666666666667,0.4666666666666667,0.5733333333333334,0.5066666666666667,0.5066666666666667,0.05,0.0,62.16
601608.SH,中信重工,专用机械,20260122,U,8.0,8.0,6.54,0.0,155235760.0,93602,93602,155235760.0,10.0413,714884.737,907661.54,5.5642,5.5642,,3663642.7496,1.38,250447917.45,1,155235760.0,155235760.0,0.28,0.56,0.9066666666666666,0.5533333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,61.346667
603305.SH,旭升集团,汽车配件,20260122,U,20.26,20.26,16.58,2.0,58652862.0,133452,133710,58652862.0,9.9891,1678114.904,861897.31,14.5266,14.5266,,2341465.5345,1.13,,1,58652862.0,58652862.0,0.8,0.28,0.56,0.7733333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,58.253333
605277.SH,新亚电子,元器件,20260122,U,25.73,25.73,21.05,0.0,97758562.0,94726,94726,97758562.0,10.0043,584020.026,232349.72,15.8645,15.8645,,833620.7355,1.61,,1,97758562.0,97758562.0,0.49333333333333335,0.6266666666666667,0.49333333333333335,0.44666666666666666,0.5066666666666667,0.5066666666666667,0.05,0.0,57.8
601106.SH,中国一重,工程机械,20260122,U,5.45,5.45,4.46,1.0,218897478.0,95014,95359,218897478.0,10.101,1138200.963,2142994.21,7.7884,7.7884,,3737491.6952,0.72,191310181.51,1,218897478.0,218897478.0,0.18666666666666668,0.38666666666666666,0.8533333333333334,0.9133333333333333,0.5066666666666667,0.5066666666666667,0.05,0.0,56.973333
603220.SH,中贝通信,通信设备,20260122,U,25.3,25.3,20.7,4.0,56681867.0,135108,140405,56681867.0,10.0,877883.919,357941.52,11.4277,11.4277,,1098678.4426,2.83,,1,56681867.0,56681867.0,0.5933333333333334,0.44,0.6533333333333333,0.28,0.5066666666666667,0.5066666666666667,0.05,0.0,56.613333
