ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
603618.SH,杭电股份,电气设备,20260202,U,9.94,9.94,8.14,0.0,301190409.0,92504,92504,301190409.0,9.9558,118842.183,119559.54,3.6847,3.6847,,687227.3623,0.31,106275293.44,1,301190409.0,301190409.0,0.9722222222222222,0.8611111111111112,0.9444444444444444,0.9166666666666666,0.5138888888888888,0.5138888888888888,0.05,0.0,85.5
603103.SH,横店影视,影视音像,20260202,U,28.05,28.05,22.95,0.0,106167987.0,92503,92503,106167987.0,10.0,74931.227,26713.45,3.6002,3.6002,,1778931.0,0.22,,1,106167987.0,106167987.0,0.5972222222222222,0.9722222222222222,0.9722222222222222,1.0,0.5138888888888888,0.5138888888888888,0.05,0.0,82.861111
603861.SH,白云电器,电气设备,20260202,U,18.28,18.28,14.96,0.0,181473511.0,93001,93001,181473511.0,9.988,195887.84,107159.65,4.4544,4.4544,,988085.1017,0.34,116596018.06,1,181473511.0,181473511.0,0.8333333333333334,0.7222222222222222,0.8888888888888888,0.8888888888888888,0.5138888888888888,0.5138888888888888,0.05,0.0,78.055556
001326.SZ,联域股份,电气设备,20260202,U,55.95,55.95,45.77,0.0,54717981.0,93748,93748,54717981.0,10.0079,87859.444,15906.68,7.593,7.593,,409554.0,1.04,,1,54717981.0,54717981.0,0.4444444444444444,0.9444444444444444,0.8055555555555556,0.5833333333333334,0.5138888888888888,0.5138888888888888,0.05,0.0,72.722222
001368.SZ,通达创智,文教休闲,20260202,U,33.0,33.0,27.0,0.0,33999405.0,93224,93224,33999405.0,10.0,101616.162,31230.53,9.7334,9.7334,,375661.9152,1.15,12950495.0,1,33999405.0,33999405.0,0.5972222222222222,0.9166666666666666,0.7222222222222222,0.5277777777777778,0.5138888888888888,0.5138888888888888,0.05,0.0,72.638889
301362.SZ,民爆光电,电气设备,20260202,U,53.98,53.98,35.98,0.0,542787793.0,92500,92500,542787793.0,20.0089,42020.731,7784.5,2.6237,2.6237,,565008.66,0.5,32736171.0,1,542787793.0,542787793.0,0.027777777777777776,1.0,1.0,0.8055555555555556,0.5138888888888888,0.5138888888888888,0.05,0.0,72.333333
002339.SZ,积成电子,电气设备,20260202,U,11.99,11.99,9.81,0.0,144731817.0,93336,93336,144731817.0,10.0,319083.358,271074.67,6.8132,6.8132,,604406.6365,0.3,,1,144731817.0,144731817.0,0.5972222222222222,0.6666666666666666,0.8333333333333334,0.9444444444444444,0.5138888888888888,0.5138888888888888,0.05,0.0,71.694444
000533.SZ,顺钠股份,电气设备,20260202,U,9.22,9.22,7.54,0.0,200751955.0,92500,92500,200751955.0,10.0239,167551.086,181725.69,4.3524,4.3524,,636932.352,0.38,,1,200751955.0,200751955.0,0.3611111111111111,0.75,0.9166666666666666,0.8611111111111112,0.5138888888888888,0.5138888888888888,0.05,0.0,70.611111
603172.SH,万丰股份,染料涂料,20260202,U,28.3,28.3,23.16,0.0,184492171.0,92505,92505,184492171.0,9.9883,149161.319,52707.18,12.1501,12.1501,,377465.4,1.6,,1,184492171.0,184492171.0,0.8055555555555556,0.7777777777777778,0.5833333333333334,0.3333333333333333,0.5138888888888888,0.5138888888888888,0.05,0.0,68.444444
605255.SH,天普股份,汽车配件,20260202,U,133.91,133.91,109.57,0.0,47603130.0,105438,105438,47603130.0,9.9967,410130.694,31648.92,9.4419,9.4419,,1795465.28,0.88,,1,47603130.0,47603130.0,0.75,0.5277777777777778,0.75,0.6944444444444444,0.5138888888888888,0.5138888888888888,0.05,0.0,67.166667
