ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000060.SZ,中金岭南,铅锌,铅锌,20260506,U,7.43,7.43,6.08,3,76309398.0,130036,130515,76309398.0
000066.SZ,中国长城,IT设备,IT设备,20260506,U,21.8,21.8,17.84,0,1170519041.0,92500,92500,1170519041.0
000338.SZ,潍柴动力,汽车配件,汽车配件,20260506,U,34.32,34.32,28.08,41,194731988.0,93033,101936,194731988.0
000402.SZ,金 融 街,全国地产,全国地产,20260506,U,3.49,3.49,2.85,2,35977712.0,94657,95136,35977712.0
000553.SZ,安道麦A,农药化肥,农药化肥,20260506,U,7.5,7.5,6.14,0,68480670.0,103536,103536,68480670.0
000620.SZ,盈新发展,全国地产,全国地产,20260506,U,3.08,3.08,2.52,0,176391713.0,92500,92500,176391713.0
000783.SZ,长江证券,证券,证券,20260506,U,8.79,8.79,7.19,0,203975501.0,100324,100324,203975501.0
000802.SZ,北京文化,影视音像,影视音像,20260506,U,4.74,4.74,3.88,19,1058916.0,130606,145554,1058916.0
000815.SZ,美利云,通信设备,通信设备,20260506,U,20.92,20.92,17.12,2,113381923.0,93042,104227,113381923.0
000818.SZ,航锦科技,化工原料,化工原料,20260506,U,16.85,16.85,13.79,0,97415579.0,105136,105136,97415579.0
000863.SZ,三湘印象,区域地产,区域地产,20260506,U,5.34,5.34,4.37,0,40514046.0,110030,110030,40514046.0
000889.SZ,中嘉博创,通信设备,通信设备,20260506,U,4.86,4.86,3.98,0,76939393.0,93439,93439,76939393.0
000967.SZ,盈峰环境,环境保护,环境保护,20260506,U,14.93,14.93,12.21,22,,131409,,
001287.SZ,中电港,元器件,元器件,20260506,U,29.11,29.11,23.81,7,158567992.0,110739,144648,158567992.0
001309.SZ,德明利,半导体,半导体,20260506,U,577.29,577.29,472.33,0,934281517.0,93600,93600,934281517.0
001316.SZ,润贝航科,批发业,批发业,20260506,U,57.09,57.09,46.71,0,61668960.0,93851,93851,61668960.0
001389.SZ,广合科技,元器件,元器件,20260506,U,179.58,179.58,146.93,4,11044170.0,94430,141745,11044170.0
002015.SZ,协鑫能科,新型电力,新型电力,20260506,U,19.53,19.53,15.98,4,187293422.0,94751,101254,187293422.0
002044.SZ,美年健康,医疗保健,医疗保健,20260506,U,5.97,5.97,4.89,0,213965289.0,93154,93154,213965289.0
002052.SZ,同洲电子,家用电器,家用电器,20260506,U,11.1,11.1,9.08,16,2985900.0,110345,144412,2985900.0
002080.SZ,中材科技,玻璃,玻璃,20260506,U,60.69,60.69,49.65,21,1842487.0,94057,145118,1842487.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260506,U,6.49,6.49,5.31,0,229314934.0,94112,94112,229314934.0
002149.SZ,西部材料,小金属,小金属,20260506,U,69.86,69.86,57.16,10,120301365.0,93627,140942,120301365.0
002156.SZ,通富微电,半导体,半导体,20260506,U,56.95,56.95,46.59,0,1103905530.0,93000,93000,1103905530.0
002158.SZ,汉钟精机,工程机械,工程机械,20260506,U,30.37,30.37,24.85,0,53742782.0,105754,105754,53742782.0
002181.SZ,粤 传 媒,出版业,出版业,20260506,U,18.14,18.14,14.84,17,5832010.0,132530,145645,5832010.0
002203.SZ,海亮股份,铜,铜,20260506,U,19.79,19.79,16.19,20,12168910.0,130539,142518,12168910.0
002210.SZ,飞马国际,环境保护,环境保护,20260506,U,3.28,3.28,2.68,0,96851515.0,133209,133209,96851515.0
002217.SZ,合力泰,元器件,元器件,20260506,U,3.18,3.18,2.6,0,307931633.0,93727,93727,307931633.0
002229.SZ,鸿博股份,广告包装,广告包装,20260506,U,18.03,18.03,14.75,0,80110896.0,130024,130024,80110896.0
002245.SZ,蔚蓝锂芯,电气设备,电气设备,20260506,U,22.73,22.73,18.59,3,25432597.0,141600,142200,25432597.0
002272.SZ,川润股份,机械基件,机械基件,20260506,U,19.03,19.03,15.57,0,91320307.0,95639,95639,91320307.0
002283.SZ,天润工业,汽车配件,汽车配件,20260506,U,12.35,12.35,10.11,5,7723690.0,112236,142751,7723690.0
002290.SZ,禾盛新材,家用电器,家用电器,20260506,U,89.41,89.41,73.15,1,134987641.0,93000,93912,134987641.0
002355.SZ,兴民智通,汽车配件,汽车配件,20260506,U,6.6,6.6,5.4,0,95028780.0,104736,104736,95028780.0
002364.SZ,中恒电气,电气设备,电气设备,20260506,U,44.87,44.87,36.71,0,156648483.0,134954,134954,156648483.0
002418.SZ,康盛股份,家用电器,家用电器,20260506,U,6.2,6.2,5.08,0,99387221.0,93206,93206,99387221.0
002428.SZ,云南锗业,小金属,小金属,20260506,U,77.01,77.01,63.01,6,41407968.0,135815,144109,41407968.0
002453.SZ,华软科技,化工原料,化工原料,20260506,U,6.17,6.17,5.05,0,47630906.0,112639,112639,47630906.0
002640.SZ,跨境通,互联网,互联网,20260506,U,4.02,4.02,3.29,1,53045508.0,93539,93621,53045508.0
002787.SZ,华源控股,广告包装,广告包装,20260506,U,21.34,21.34,17.46,0,68382834.0,101151,101151,68382834.0
002792.SZ,通宇通讯,通信设备,通信设备,20260506,U,48.03,48.03,39.29,2,108919552.0,104021,141009,108919552.0
002805.SZ,丰元股份,电气设备,电气设备,20260506,U,25.14,25.14,20.57,0,13046151.0,112545,112545,13046151.0
002871.SZ,伟隆股份,机械基件,机械基件,20260506,U,20.28,20.28,16.6,2,3942432.0,135430,145606,3942432.0
002903.SZ,宇环数控,机床制造,机床制造,20260506,U,41.11,41.11,33.63,0,80364787.0,93227,93227,80364787.0
002989.SZ,中天精装,装修装饰,装修装饰,20260506,U,32.13,32.13,26.29,0,60075388.0,94024,94024,60075388.0
003007.SZ,直真科技,软件服务,软件服务,20260506,U,49.19,49.19,40.25,4,28722041.0,104742,110251,28722041.0
003041.SZ,真爱美家,纺织,纺织,20260506,U,57.64,57.64,47.16,3,2616856.0,132036,144700,2616856.0
300042.SZ,朗科科技,IT设备,IT设备,20260506,U,62.72,62.72,41.82,15,63312453.0,94706,141054,63312453.0
300166.SZ,东方国信,软件服务,软件服务,20260506,U,18.53,18.53,12.35,14,55577047.0,94945,142024,55577047.0
300368.SZ,汇金股份,IT设备,IT设备,20260506,U,12.24,12.24,8.16,5,49305168.0,101500,131542,49305168.0
300652.SZ,雷迪克,汽车配件,汽车配件,20260506,U,47.32,47.32,31.54,0,35763036.0,142330,142330,35763036.0
301308.SZ,江波龙,半导体,半导体,20260506,U,481.34,481.34,320.9,31,69789967.0,101739,142918,69789967.0
301511.SZ,德福科技,电气设备,电气设备,20260506,U,90.24,90.24,60.16,6,65341430.0,130209,141451,65341430.0
600113.SH,浙江东日,区域地产,区域地产,20260506,U,49.15,49.15,40.21,1,101476023.0,94307,94701,101476023.0
600130.SH,波导股份,元器件,元器件,20260506,U,5.08,5.08,4.16,2,58913262.0,94138,94429,58913262.0
600301.SH,华锡有色,小金属,小金属,20260506,U,55.58,55.58,45.48,12,28395822.0,130405,142235,28395822.0
600379.SH,宝光股份,电气设备,电气设备,20260506,U,18.46,18.46,15.1,0,126720829.0,93033,93033,126720829.0
600396.SH,华电辽能,火力发电,火力发电,20260506,U,10.91,10.91,8.93,1,131355309.0,141421,145342,131355309.0
600527.SH,江南高纤,化纤,化纤,20260506,U,3.25,3.25,2.66,1,35744475.0,94047,94235,35744475.0
600589.SH,大位科技,软件服务,软件服务,20260506,U,11.08,11.08,9.06,0,56369909.0,111406,111406,56369909.0
600666.SH,奥瑞德,元器件,元器件,20260506,U,5.76,5.76,4.72,0,76562726.0,131416,131416,76562726.0
600673.SH,东阳光,综合类,综合类,20260506,U,38.94,38.94,31.86,0,1261195145.0,92503,92503,1261195145.0
600719.SH,大连热电,供气供热,供气供热,20260506,U,8.53,8.53,6.98,0,43117444.0,104233,104233,43117444.0
600770.SH,综艺股份,综合类,综合类,20260506,U,8.38,8.38,6.86,1,95645130.0,94925,95134,95645130.0
600790.SH,轻纺城,商品城,商品城,20260506,U,4.62,4.62,3.78,0,56508157.0,101605,101605,56508157.0
600821.SH,金开新能,新型电力,新型电力,20260506,U,8.58,8.58,7.02,6,41896998.0,131722,142307,41896998.0
601016.SH,节能风电,新型电力,新型电力,20260506,U,4.69,4.69,3.83,3,154157199.0,102521,104521,154157199.0
601778.SH,晶科科技,新型电力,新型电力,20260506,U,7.15,7.15,5.85,1,112005622.0,111134,111319,112005622.0
601991.SH,大唐发电,火力发电,火力发电,20260506,U,4.58,4.58,3.74,4,437262795.0,92501,93626,437262795.0
603001.SH,奥康国际,服饰,服饰,20260506,U,9.05,9.05,7.41,0,35978265.0,100008,100008,35978265.0
603045.SH,福达合金,小金属,小金属,20260506,U,51.35,51.35,42.01,2,78483391.0,92502,93529,78483391.0
603063.SH,禾望电气,电气设备,电气设备,20260506,U,48.27,48.27,39.49,5,31555257.0,130947,143624,31555257.0
603115.SH,海星股份,铝,铝,20260506,U,62.58,62.58,51.2,2,2615844.0,105834,144143,2615844.0
603156.SH,养元饮品,软饮料,软饮料,20260506,U,41.31,41.31,33.8,2,38122272.0,94433,101118,38122272.0
603158.SH,腾龙股份,汽车配件,汽车配件,20260506,U,14.04,14.04,11.48,3,20975114.0,130129,140956,20975114.0
603162.SH,海通发展,水运,水运,20260506,U,16.36,16.36,13.38,0,22509887.0,95824,95824,22509887.0
603248.SH,锡华科技,机械基件,机械基件,20260506,U,28.17,28.17,23.05,1,38294298.0,94019,94931,38294298.0
603256.SH,宏和科技,玻璃,玻璃,20260506,U,131.01,131.01,107.19,7,98820843.0,93312,141333,98820843.0
603269.SH,海鸥股份,机械基件,机械基件,20260506,U,16.41,16.41,13.43,0,29968073.0,95517,95517,29968073.0
603278.SH,大业股份,钢加工,钢加工,20260506,U,12.32,12.32,10.08,2,34901574.0,93642,93830,34901574.0
603316.SH,诚邦股份,建筑工程,建筑工程,20260506,U,17.15,17.15,14.03,0,70058950.0,94035,94035,70058950.0
603353.SH,和顺石油,石油贸易,石油贸易,20260506,U,47.4,47.4,38.78,10,1497840.0,102829,141708,1497840.0
603399.SH,永杉锂业,小金属,小金属,20260506,U,21.33,21.33,17.45,0,186512506.0,92501,92501,186512506.0
603418.SH,友升股份,汽车配件,汽车配件,20260506,U,56.82,56.82,46.49,0,49330498.0,145353,145353,49330498.0
603618.SH,杭电股份,电气设备,电气设备,20260506,U,31.09,31.09,25.43,0,110096063.0,93621,93621,110096063.0
603629.SH,利通电子,元器件,元器件,20260506,U,158.85,158.85,129.97,5,36392535.0,103639,145103,36392535.0
603777.SH,来伊份,食品,食品,20260506,U,18.07,18.07,14.79,0,38000848.0,102656,102656,38000848.0
603936.SH,博敏电子,元器件,元器件,20260506,U,17.05,17.05,13.95,0,88210357.0,93050,93050,88210357.0
603937.SH,丽岛新材,铝,铝,20260506,U,16.78,16.78,13.73,1,31145358.0,93159,93226,31145358.0
603978.SH,深圳新星,小金属,小金属,20260506,U,29.63,29.63,24.25,0,36287090.0,101042,101042,36287090.0
603985.SH,恒润股份,电气设备,电气设备,20260506,U,28.73,28.73,23.51,3,45946854.0,135734,140547,45946854.0
603986.SH,兆易创新,半导体,半导体,20260506,U,344.29,344.29,281.69,22,97496730.0,94043,144552,97496730.0
605060.SH,联德股份,机械基件,机械基件,20260506,U,64.39,64.39,52.69,1,16026671.0,94855,130040,16026671.0
605303.SH,园林股份,建筑工程,建筑工程,20260506,U,25.45,25.45,20.83,0,107072222.0,94525,94525,107072222.0
688069.SH,德林海,环境保护,环境保护,20260506,U,46.8,46.8,31.2,0,159562681.0,92503,92503,159562681.0
688258.SH,卓易信息,软件服务,软件服务,20260506,U,144.49,144.49,96.33,1,117354922.0,93908,94153,117354922.0
688323.SH,瑞华泰,塑料,塑料,20260506,U,28.79,28.79,19.19,0,63563857.0,105121,105121,63563857.0
688584.SH,上海合晶,半导体,半导体,20260506,U,24.85,24.85,16.57,5,11098084.0,130359,150000,11098084.0
688800.SH,瑞可达,元器件,元器件,20260506,U,126.0,126.0,84.0,33,1318338.0,133536,145609,1318338.0
688813.SH,泰金新能,专用机械,专用机械,20260506,U,110.88,110.88,73.92,5,21333422.0,93954,102121,21333422.0
920181.BJ,赛英电子,元器件,元器件,20260506,U,109.35,109.35,58.89,11,9361672.0,95408,143223,9361672.0
