rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,000933.SZ,神火股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.710322,0.0,0,0.0,0.0,0.5,0.0,0.6354800936768144,0.0,中,分时缺失|低置信,0.3155187950018204,0.0,0.0,0.0,0.0,0.2915937950018204
2,600410.SH,华胜天成,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.34448183770659446,0.0,0.0,0.0,0.0,0.3205568377065945
3,000547.SZ,航天发展,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.678686,0.0,0,0.0,0.0,0.5,0.0,0.4245762711864408,0.0,中,分时缺失|低置信,0.3010074822874868,0.0,0.0,0.0,0.0,0.27708248228748683
4,002202.SZ,金风科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.688698,0.0,0,0.0,0.0,0.5,0.0,0.491318248893262,0.0,中,分时缺失|低置信,0.28616952567833004,0.0,0.0,0.0,0.0,0.26224452567833006
5,002865.SZ,钧达股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.684978,0.0,0,0.0,0.0,0.5,0.0,0.4665191740412976,0.0,中,分时缺失|低置信,0.28298223001930295,0.0,0.0,0.0,0.0,0.259057230019303
6,002115.SZ,三维通信,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2962199238544083,0.0,0.0,0.0,0.0,0.27229492385440834
7,600118.SH,中国卫星,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.675352,0.0,0,0.0,0.0,0.5,0.0,0.4023460410557178,0.0,中,分时缺失|低置信,0.32521470201705693,0.0,0.0,0.0,0.0,0.30128970201705696
8,300786.SZ,国林科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69741,0.0,0,0.0,0.0,0.5,0.0,0.5493975903614456,0.0,中,分时缺失|低置信,0.3022842252693612,0.0,0.0,0.0,0.0,0.27835922526936124
9,002414.SZ,高德红外,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2791653337348125,0.0,0.0,0.0,0.0,0.27034033373481253
10,002342.SZ,巨力索具,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700393,0.0,0,0.0,0.0,0.5,0.0,0.5692842942345926,0.0,中,分时缺失|低置信,0.33499788369383826,0.0,0.0,0.0,0.0,0.3110728836938383
11,002317.SZ,众生药业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.677807,0.0,0,0.0,0.0,0.5,0.0,0.41871508379888267,0.0,中,分时缺失|低置信,0.26368592931498824,0.0,0.0,0.0,0.0,0.23976092931498824
12,603698.SH,航天工程,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.685644,0.0,0,0.0,0.0,0.5,0.0,0.4709580838323355,0.0,中,分时缺失|低置信,0.2959810484444715,0.0,0.0,0.0,0.0,0.2720560484444715
13,603162.SH,海通发展,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.683478,0.0,0,0.0,0.0,0.5,0.0,0.45652173913043576,0.0,中,分时缺失|低置信,0.255408143606475,0.0,0.0,0.0,0.0,0.231483143606475
14,600428.SH,中远海特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2397130037469535,0.0,0.0,0.0,0.0,0.2157880037469535
15,002829.SZ,星网宇达,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.701282,0.0,0,0.0,0.0,0.5,0.0,0.5752115059221665,0.0,中,分时缺失|低置信,0.2914894327176055,0.0,0.0,0.0,0.0,0.28266443271760555
16,001208.SZ,华菱线缆,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.695499,0.0,0,0.0,0.0,0.5,0.0,0.5366574965612105,0.0,中,分时缺失|低置信,0.30092962976523085,0.0,0.0,0.0,0.0,0.2770046297652309
17,600879.SH,XD航天电,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.682925,0.0,0,0.0,0.0,0.5,0.0,0.452834199338686,0.0,中,分时缺失|低置信,0.2933162402359638,0.0,0.0,0.0,0.0,0.26939124023596384
