ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000020.SZ,深华发Ａ,元器件,元器件,20260319,U,21.21,21.21,17.35,0,585714531.0,92500,92500,585714531.0
000539.SZ,粤电力Ａ,火力发电,火力发电,20260319,U,6.17,6.17,5.05,2,43161031.0,93151,93333,43161031.0
000601.SZ,韶能股份,水力发电,水力发电,20260319,U,7.4,7.4,6.06,0,364670564.0,92500,92500,364670564.0
000617.SZ,中油资本,多元金融,多元金融,20260319,U,10.71,10.71,8.77,0,372763916.0,135309,135309,372763916.0
000815.SZ,美利云,通信设备,通信设备,20260319,U,19.32,19.32,15.8,1,308871641.0,93109,93406,308871641.0
000968.SZ,蓝焰控股,石油开采,石油开采,20260319,U,9.81,9.81,8.03,0,176823268.0,133636,133636,176823268.0
001258.SZ,立新能源,新型电力,新型电力,20260319,U,10.25,10.25,8.39,0,168855425.0,95030,95030,168855425.0
002109.SZ,兴化股份,化工原料,化工原料,20260319,U,5.28,5.28,4.32,0,65830126.0,92500,92500,65830126.0
002310.SZ,东方新能,环境保护,环境保护,20260319,U,3.16,3.16,2.58,0,156930340.0,102127,102127,156930340.0
002432.SZ,九安医疗,医疗保健,医疗保健,20260319,U,65.95,65.95,53.96,10,110622881.0,95027,144703,110622881.0
002902.SZ,铭普光磁,通信设备,通信设备,20260319,U,23.96,23.96,19.6,0,167333237.0,140906,140906,167333237.0
300332.SZ,天壕能源,供气供热,供气供热,20260319,U,7.14,7.14,4.76,0,105564921.0,134003,134003,105564921.0
300895.SZ,铜牛信息,软件服务,软件服务,20260319,U,76.34,76.34,50.9,7,72055646.0,100006,131709,72055646.0
600186.SH,莲花控股,食品,食品,20260319,U,7.11,7.11,5.81,4,18469647.0,94735,145323,18469647.0
600396.SH,华电辽能,火力发电,火力发电,20260319,U,5.69,5.69,4.65,4,151881070.0,93106,93621,151881070.0
600617.SH,国新能源,供气供热,供气供热,20260319,U,3.63,3.63,2.97,1,77897476.0,102751,104427,77897476.0
600666.SH,奥瑞德,元器件,元器件,20260319,U,4.88,4.88,4.0,0,209237695.0,93358,93358,209237695.0
600726.SH,华电能源,火力发电,火力发电,20260319,U,5.02,5.02,4.1,6,22797727.0,103911,145653,22797727.0
600979.SH,广安爱众,水力发电,水力发电,20260319,U,5.74,5.74,4.7,0,91063986.0,93711,93711,91063986.0
600996.SH,贵广网络,影视音像,影视音像,20260319,U,9.5,9.5,7.78,0,104272703.0,95636,95636,104272703.0
601015.SH,陕西黑猫,焦炭加工,焦炭加工,20260319,U,5.14,5.14,4.2,2,78749364.0,93436,95556,78749364.0
601218.SH,吉鑫科技,电气设备,电气设备,20260319,U,7.43,7.43,6.08,0,169537138.0,94157,94157,169537138.0
603130.SH,云中马,纺织,纺织,20260319,U,45.6,45.6,37.31,0,14359440.0,102611,102611,14359440.0
603366.SH,日出东方,家用电器,家用电器,20260319,U,10.75,10.75,8.79,1,176321532.0,93433,100348,176321532.0
603629.SH,利通电子,元器件,元器件,20260319,U,68.07,68.07,55.69,3,110620488.0,94910,134222,110620488.0
603687.SH,大胜达,广告包装,广告包装,20260319,U,12.17,12.17,9.95,0,330908007.0,92503,92503,330908007.0
605169.SH,洪通燃气,供气供热,供气供热,20260319,U,14.19,14.19,11.61,4,6516048.0,134320,135453,6516048.0
605389.SH,长龄液压,机械基件,机械基件,20260319,U,77.03,77.03,63.03,0,98001186.0,100840,100840,98001186.0
