ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000068.SZ,华控赛格,环境治理,环境治理,1进2,1.0,1进2,20260701,U,3.11,3.11,2.55,0,27915049.0,93951,93951,1/1,1.96,60256477.0,3130748253.04,3130748277.92,27915049.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:40:00,15:00:00,1,0.0,1.9293,0,,0.0,53.4244,0.066438,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000068.SZ,0,72.5273,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000068.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000520.SZ,凤凰航运,航运港口,航运港口,1进2,1.0,1进2,20260701,U,4.1,4.1,3.36,9,4842809.0,95642,142124,1/1,5.99,244393454.0,4149542165.5,4149542169.6,4842809.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:57:00,15:00:00,3,13.0,2.1951,13,2.3846,93.0769,0.0,0.008147,0.0,31,0.0,0.0,1.0,1.0,high_open_board_risk,1.0,000520.SZ,0,25.0,0,51.7308,0,0.0,1,,0.5,0,13.0,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260701,intraday_refine_v2,000520.SZ,ok,ok,,1.0,ok,0.675,0.35,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000521.SZ,长虹美菱,白色家电,白色家电,1进2,1.0,1进2,20260701,U,5.97,5.97,4.89,1,34694732.0,140009,141248,2/3,6.63,325797760.0,5225122025.4,6148644560.64,34694732.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,14:01:00,15:00:00,2,0.0,3.0151,0,,0.0,46.9095,0.044694,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000521.SZ,0,59.3229,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000521.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000536.SZ,华映科技,光学光电,光学光电,1进2,1.0,1进2,20260701,U,3.69,3.69,3.02,0,48190477.0,94000,94000,1/1,3.79,376807600.0,10195746809.04,10206661032.0,48190477.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:40:00,15:00:00,1,0.0,1.084,0,,0.0,58.4959,0.025393,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000536.SZ,0,74.0488,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000536.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000545.SZ,金浦钛业,化学原料,化学原料,1进2,1.0,1进2,20260701,U,2.62,2.62,2.14,1,7827456.0,95336,133815,1/1,9.23,232292229.0,2581756111.52,2585502732.48,7827456.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:54:00,15:00:00,1,1.0,1.9084,1,1.0,100.0,76.5496,0.030677,0.0,31,0.0,80.0,1.0,1.0,healthy_limitup,1.0,000545.SZ,0,83.9649,0,10.7,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260701,intraday_refine_v2,000545.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000566.SZ,海南海药,化学制药,化学制药,3进4,3.0,3进4,20260701,U,5.49,5.49,4.49,0,35502523.0,131624,131624,5/7,16.0,1076585696.0,7119078625.17,7122534508.8,35502523.0,1.1,0.0,0.43,limit_list_d,20260701,1min,241,1,13:17:00,15:00:00,1,0.0,2.0036,0,,0.0,52.9781,0.016221,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000566.SZ,0,61.1434,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000566.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000601.SZ,韶能股份,电力,电力,1进2,1.0,1进2,20260701,U,6.44,6.44,5.27,0,154630196.0,92500,92500,1/1,1.04,70299587.0,6759543294.56,6854371032.32,154630196.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.031687,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000601.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000601.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000603.SZ,盛达资源,贵金属,贵金属,2进3,2.0,2进3,20260701,U,25.41,25.41,20.79,0,137242840.0,100815,100815,2/2,7.77,1267164064.0,16941262682.19,17532121031.04,137242840.0,0.92,0.015,0.35,limit_list_d,20260701,1min,241,1,10:09:00,15:00:00,1,0.0,0.5116,0,,0.0,61.9303,0.00489,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000603.SZ,0,69.2291,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000603.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000620.SZ,盈新发展,房地产开发,房地产开发,,,,20260701,U,3.85,3.85,3.15,26,,100121,,2/4,17.99,3141476128.0,17986232937.75,22606488396.8,,,,,limit_list_d,20260701,1min,241,1,10:02:00,15:00:00,1,26.0,0.5195,26,1.9615,95.1923,0.0,0.045566,0.0,26,1.0,0.0,1.0,1.0,high_open_board_risk,1.0,000620.SZ,0,10.0,0,66.2019,0,60.0,1,,0.5,0,26.0,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260701,intraday_refine_v2,000620.SZ,ok,ok,,1.0,ok,0.47500000000000003,0.65,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000733.SZ,振华科技,军工电子,军工电子,1进2,1.0,1进2,20260701,U,62.3,62.3,50.98,0,297559191.0,93000,93000,1/1,2.46,848977968.0,34520101741.3,34524755115.2,297559191.0,0.78,0.035,0.16,limit_list_d,20260701,1min,241,1,09:30:00,15:00:00,1,0.0,0.4815,0,,0.0,62.1108,0.042501,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000733.SZ,0,75.1332,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260701,intraday_refine_v2,000733.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
