rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002445.SZ,中南文化,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.47153097586089276,0.03145,0.00315,0.0,0.00315,0.4910059758608928
2,002084.SZ,海鸥住工,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.3391931771178158,0.03145,0.00315,0.0,0.00315,0.35866817711781585
3,002837.SZ,英维克,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.66261,0.0,0,0.0,0.0,0.5,0.0,0.3173972602739726,0.0,中,分时缺失|低置信,0.34385961502969653,0.0,0.0,0.0,0.0,0.31993461502969656
4,600127.SH,金健米业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.2815484819942306,0.0,0.0,0.0,0.0,0.25762348199423063
5,600172.SH,黄河旋风,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.652783,0.0,0,0.0,0.0,0.5,0.0,0.2518867924528299,0.0,中,分时缺失|低置信,0.3589806409437294,0.0,0.0,0.0,0.0,0.3350556409437294
6,002081.SZ,金 螳 螂,1,ok,,0.668364,0.679718,0.131091,0,0.131091,0.0,0.34454500000000005,0.0,0.402,1.0,低,回封偏弱,0.3173538004773759,0.02699295,0.005899095,0.0,0.005899095,0.3145226554773759
7,002451.SZ,摩恩电气,1,ok,,0.552297,0.622928,0.133469,0,0.133469,0.0,0.33265700000000004,0.0,0.2713802435723952,1.0,低,回封偏弱,0.29069962976217456,0.025573200000000004,0.006006105,0.0,0.006006105,0.2863417247621746
8,003040.SZ,楚天龙,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.755421,0.0,0,0.0,0.0,0.5,0.0,0.9361407249466951,0.0,中,分时缺失|低置信,0.3120008449012348,0.0,0.0,0.0,0.0,0.3220008449012348
9,600371.SH,万向德农,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.664226,0.0,0,0.0,0.0,0.5,0.0,0.32817258883248696,0.0,中,分时缺失|低置信,0.29468949018176854,0.0,0.0,0.0,0.0,0.27076449018176857
10,002821.SZ,凯莱英,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.681983,0.0,0,0.0,0.0,0.5,0.0,0.44655106342211115,0.0,中,分时缺失|低置信,0.2690033675572405,0.0,0.0,0.0,0.0,0.24507836755724052
11,000695.SZ,滨海能源,1,ok,,0.73772,0.748156,0.084853,0,0.0848534,0.0,0.575733,0.0,0.4112903225806451,1.0,低,健康涨停,0.2871589345932474,0.028703900000000004,0.0038183849999999997,0.0,0.0038183849999999997,0.2881194495932474
12,600984.SH,建设机械,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2568370232437489,0.0,0.0,0.0,0.0,0.2480120232437489
13,002412.SZ,汉森制药,1,ok,,0.684088,0.759121,0.120608,0,0.1206082,0.0,0.396959,0.0,0.8300178412132023,1.0,低,健康涨停,0.2932527312965431,0.028978025000000004,0.00542736,0.0,0.00542736,0.31432839629654313
14,605303.SH,园林股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.704599,0.0,0,0.0,0.0,0.5,0.0,0.597327876745306,0.0,中,分时缺失|低置信,0.24483926736338676,0.0,0.0,0.0,0.0,0.22091426736338676
15,002041.SZ,登海种业,1,ok,,0.80656,0.759625,0.11896,0,0.11896,0.0,0.655201,1.0,0.44411187438665395,1.0,低,健康涨停,0.25787920911203077,0.028990625,0.009353199999999999,0.0,0.009353199999999999,0.2686916341120308
16,000779.SZ,甘咨询,1,ok,,0.7510089999999999,0.758897,0.075994,0,0.075994,0.0,0.62003,0.0,0.3972527472527474,1.0,低,健康涨停,0.27451822513628243,0.028972425000000003,0.00341973,0.0,0.00341973,0.2761459201362825
17,603318.SH,水发燃气,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.693134,0.0,0,0.0,0.0,0.5,0.0,0.5208915145005364,0.0,中,分时缺失|低置信,0.2580523443322773,0.0,0.0,0.0,0.0,0.2341273443322773
18,002686.SZ,亿利达,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.669435,0.0,0,0.0,0.0,0.5,0.0,0.3629032258064515,0.0,中,分时缺失|低置信,0.3069068047634319,0.0,0.0,0.0,0.0,0.28298180476343193
19,003018.SZ,金富科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.665275,0.0,0,0.0,0.0,0.5,0.0,0.3351674641148332,0.0,中,分时缺失|低置信,0.288659568999094,0.0,0.0,0.0,0.0,0.26473456899909403
20,600103.SH,青山纸业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.265479410722331,0.0,0.0,0.0,0.0,0.241554410722331
21,603758.SH,秦安股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.673516,0.0,0,0.0,0.0,0.5,0.0,0.3901088929219601,0.0,中,分时缺失|低置信,0.24511485178639514,0.0,0.0,0.0,0.0,0.22118985178639514
