rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,000981.SZ,山子高科,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.44983890378932645,0.0,0.0,0.0,0.0,0.4259139037893265
2,002912.SZ,中新赛克,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.30515308371973787,0.0,0.0,0.0,0.0,0.3151530837197379
3,000993.SZ,闽东电力,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.45835,0.0,0,0.75,0.0,0.0,0.0,0.7223342939481266,0.0,中,分时缺失|低置信,0.3531630527934162,0.0,0.0,0.0,0.0,0.3628880527934162
4,603657.SH,春光科技,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.415293,0.0,0,0.75,0.0,0.0,0.0,0.4352838121934124,0.0,中,分时缺失|低置信,0.2718123642848274,0.0,0.0,0.0,0.0,0.2478873642848274
5,002560.SZ,通达股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.498605,0.0,0,0.75,0.0,0.0,0.0,0.9906976744186042,0.0,中,分时缺失|低置信,0.34704306810403607,0.0,0.0,0.0,0.0,0.3382180681040361
6,601086.SH,国芳集团,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.418601,0.0,0,0.75,0.0,0.0,0.0,0.4573394495412842,0.0,中,分时缺失|低置信,0.3330105817615049,0.0,0.0,0.0,0.0,0.3090855817615049
7,600186.SH,莲花控股,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.396465,0.0,0,0.75,0.0,0.0,0.0,0.30976627712854676,0.0,中,分时缺失|低置信,0.3253626479018776,0.0,0.0,0.0,0.0,0.3014376479018776
8,002897.SZ,意华股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.404881,0.0,0,0.75,0.0,0.0,0.0,0.365870570107858,0.0,中,分时缺失|低置信,0.31125793754756087,0.0,0.0,0.0,0.0,0.2873329375475609
9,600172.SH,黄河旋风,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.395344,0.0,0,0.75,0.0,0.0,0.0,0.3022954091816368,0.0,中,分时缺失|低置信,0.2990508445457418,0.0,0.0,0.0,0.0,0.27512584454574185
10,000978.SZ,桂林旅游,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.459445,0.0,0,0.75,0.0,0.0,0.0,0.7296352583586632,0.0,中,分时缺失|低置信,0.273666392867192,0.0,0.0,0.0,0.0,0.24974139286719202
11,000868.SZ,安凯客车,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.2795761698476597,0.0,0.0,0.0,0.0,0.25565116984765973
12,000839.SZ,国安股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.497005,0.0,0,0.75,0.0,0.0,0.0,0.9800353356890456,0.0,中,分时缺失|低置信,0.2664335358469468,0.0,0.0,0.0,0.0,0.2425085358469468
13,002579.SZ,中京电子,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.3725,0.0,0,0.75,0.0,0.0,0.0,0.15,0.0,中,分时缺失|低置信,0.32236410727362524,0.0,0.0,0.0,0.0,0.29843910727362527
14,603400.SH,华之杰,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.406816,0.0,0,0.75,0.0,0.0,0.0,0.3787726358148887,0.0,中,分时缺失|低置信,0.2948969886949943,0.0,0.0,0.0,0.0,0.27097198869499434
15,002141.SZ,贤丰控股,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.396207,0.0,0,0.75,0.0,0.0,0.0,0.3080441640378551,0.0,中,分时缺失|低置信,0.2928641966706292,0.0,0.0,0.0,0.0,0.2689391966706292
16,002212.SZ,天融信,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.25321495860600995,0.0,0.0,0.0,0.0,0.22928995860600995
17,601567.SH,三星电气,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.27184340878830116,0.0,0.0,0.0,0.0,0.24791840878830115
18,605580.SH,恒盛能源,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.414563,0.0,0,0.75,0.0,0.0,0.0,0.43041958041958045,0.0,中,分时缺失|低置信,0.27174684498152374,0.0,0.0,0.0,0.0,0.24782184498152374
19,601123.SH,马矿股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.409243,0.0,0,0.75,0.0,0.0,0.0,0.39495412844036665,0.0,中,分时缺失|低置信,0.2562613045042608,0.0,0.0,0.0,0.0,0.23233630450426082
20,605168.SH,三人行,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.406633,0.0,0,0.75,0.0,0.0,0.0,0.37755214050494024,0.0,中,分时缺失|低置信,0.24112851388354747,0.0,0.0,0.0,0.0,0.21720351388354747
21,000980.SZ,众泰汽车,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.455708,0.0,0,0.75,0.0,0.0,0.0,0.7047169811320744,0.0,中,分时缺失|低置信,0.26366186772015315,0.0,0.0,0.0,0.0,0.2548368677201532
22,603626.SH,科森科技,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.442803,0.0,0,0.75,0.0,0.0,0.0,0.618687982359426,0.0,中,分时缺失|低置信,0.2378060558396785,0.0,0.0,0.0,0.0,0.2138810558396785
23,603285.SH,键邦股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.429409,0.0,0,0.75,0.0,0.0,0.0,0.5293918918918916,0.0,中,分时缺失|低置信,0.2928031700513725,0.0,0.0,0.0,0.0,0.26887817005137254
24,600088.SH,中视传媒,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.489366,0.0,0,0.75,0.0,0.0,0.0,0.9291044776119398,0.0,中,分时缺失|低置信,0.2518786154730692,0.0,0.0,0.0,0.0,0.24305361547306922
25,000962.SZ,东方钽业,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.406974,0.0,0,0.75,0.0,0.0,0.0,0.3798245614035081,0.0,中,分时缺失|低置信,0.25759096430420886,0.0,0.0,0.0,0.0,0.23366596430420886
26,600330.SH,天通股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.401779,0.0,0,0.75,0.0,0.0,0.0,0.34519650655021805,0.0,中,分时缺失|低置信,0.2552765268918239,0.0,0.0,0.0,0.0,0.2313515268918239
27,002346.SZ,柘中股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.42649,0.0,0,0.75,0.0,0.0,0.0,0.5099334073251935,0.0,中,分时缺失|低置信,0.2463494000442815,0.0,0.0,0.0,0.0,0.2224244000442815
28,000823.SZ,超声电子,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.427563,0.0,0,0.75,0.0,0.0,0.0,0.5170879922216816,0.0,中,分时缺失|低置信,0.306724966951601,0.0,0.0,0.0,0.0,0.316724966951601
29,002976.SZ,瑞玛精密,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.41673,0.0,0,0.75,0.0,0.0,0.0,0.4448674080410609,0.0,中,分时缺失|低置信,0.2649537407082054,0.0,0.0,0.0,0.0,0.24102874070820537
30,001896.SZ,豫能控股,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.405307,0.0,0,0.75,0.0,0.0,0.0,0.36871295512277763,0.0,中,分时缺失|低置信,0.26398169285500517,0.0,0.0,0.0,0.0,0.24005669285500517
31,002172.SZ,澳洋健康,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.23833346920388207,0.0,0.0,0.0,0.0,0.21440846920388207
32,002585.SZ,双星新材,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.486175,0.0,0,0.75,0.0,0.0,0.0,0.9078313253012052,0.0,中,分时缺失|低置信,0.2730262138516331,0.0,0.0,0.0,0.0,0.26420121385163314
33,605058.SH,澳弘电子,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.400478,0.0,0,0.75,0.0,0.0,0.0,0.33652056439507594,0.0,中,分时缺失|低置信,0.2659343158369267,0.0,0.0,0.0,0.0,0.25710931583692676
34,600697.SH,欧亚集团,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.408541,0.0,0,0.75,0.0,0.0,0.0,0.39027149321266924,0.0,中,分时缺失|低置信,0.24516385622177062,0.0,0.0,0.0,0.0,0.2212388562217706
35,600876.SH,凯盛新能,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.473362,0.0,0,0.75,0.0,0.0,0.0,0.8224137931034491,0.0,中,分时缺失|低置信,0.22738771234786193,0.0,0.0,0.0,0.0,0.23738771234786193
36,603439.SH,三力制药,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.462715,0.0,0,0.75,0.0,0.0,0.0,0.7514354066985652,0.0,中,分时缺失|低置信,0.23592913684286496,0.0,0.0,0.0,0.0,0.22710413684286496
37,002669.SZ,康达新材,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.41246,0.0,0,0.75,0.0,0.0,0.0,0.4163999999999997,0.0,中,分时缺失|低置信,0.27474369729549886,0.0,0.0,0.0,0.0,0.2508186972954989
38,002232.SZ,启明信息,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.451841,0.0,0,0.75,0.0,0.0,0.0,0.678941684665227,0.0,中,分时缺失|低置信,0.22438252723270896,0.0,0.0,0.0,0.0,0.20045752723270896
39,605069.SH,正和生态,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.21108793339079893,0.0,0.0,0.0,0.0,0.20226293339079893
40,001212.SZ,中旗新材,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.417783,0.0,0,0.75,0.0,0.0,0.0,0.4518844221105528,0.0,中,分时缺失|低置信,0.20785093149586809,0.0,0.0,0.0,0.0,0.18392593149586808
41,600488.SH,津药药业,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.392266,0.0,0,0.75,0.0,0.0,0.0,0.2817757009345801,0.0,中,分时缺失|低置信,0.24848372039812508,0.0,0.0,0.0,0.0,0.22455872039812508
42,000572.SZ,海马汽车,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.415216,0.0,0,0.75,0.0,0.0,0.0,0.43477157360406116,0.0,中,分时缺失|低置信,0.2012236497081244,0.0,0.0,0.0,0.0,0.1772986497081244
43,000812.SZ,陕西金叶,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.23542518929173456,0.0,0.0,0.0,0.0,0.21150018929173456
44,600228.SH,返利科技,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.2104143919506531,0.0,0.0,0.0,0.0,0.1864893919506531
45,603090.SH,宏盛股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.385541,0.0,0,0.75,0.0,0.0,0.0,0.23693951248871506,0.0,中,分时缺失|低置信,0.20982923111713608,0.0,0.0,0.0,0.0,0.18590423111713608
