ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000078.SZ,海王生物,医药商业,医药商业,20260401,U,3.45,3.45,2.83,0,110888916.0,101836,101836,110888916.0
000534.SZ,万泽股份,生物制药,生物制药,20260401,U,38.98,38.98,31.9,0,142639514.0,94512,94512,142639514.0
000788.SZ,北大医药,化学制药,化学制药,20260401,U,6.56,6.56,5.36,0,103316720.0,103600,103600,103316720.0
000815.SZ,美利云,通信设备,通信设备,20260401,U,20.7,20.7,16.94,0,140947562.0,94124,94124,140947562.0
002083.SZ,孚日股份,纺织,纺织,20260401,U,12.95,12.95,10.59,0,68638690.0,105130,105130,68638690.0
002269.SZ,美邦服饰,服饰,服饰,20260401,U,1.84,1.84,1.5,1,22438800.0,92500,93718,22438800.0
002408.SZ,齐翔腾达,化工原料,化工原料,20260401,U,6.51,6.51,5.33,0,92224338.0,132557,132557,92224338.0
002432.SZ,九安医疗,医疗保健,医疗保健,20260401,U,80.94,80.94,66.22,0,293010327.0,93236,93236,293010327.0
002558.SZ,巨人网络,互联网,互联网,20260401,U,34.69,34.69,28.39,0,123643346.0,133136,133136,123643346.0
002560.SZ,通达股份,电气设备,电气设备,20260401,U,11.87,11.87,9.71,2,74337062.0,93312,94518,74337062.0
002579.SZ,中京电子,元器件,元器件,20260401,U,12.29,12.29,10.05,1,74998004.0,93733,93918,74998004.0
002624.SZ,完美世界,互联网,互联网,20260401,U,19.33,19.33,15.81,0,164183221.0,105851,105851,164183221.0
002639.SZ,雪人集团,专用机械,专用机械,20260401,U,18.82,18.82,15.4,0,240843661.0,143706,143706,240843661.0
002645.SZ,华宏科技,专用机械,专用机械,20260401,U,18.43,18.43,15.08,0,66574523.0,95027,95027,66574523.0
002730.SZ,电光科技,专用机械,专用机械,20260401,U,29.15,29.15,23.85,3,,101621,,
002821.SZ,凯莱英,生物制药,生物制药,20260401,U,121.85,121.85,99.69,1,153758493.0,103206,103351,153758493.0
002902.SZ,铭普光磁,通信设备,通信设备,20260401,U,28.78,28.78,23.54,0,320514226.0,93000,93000,320514226.0
002923.SZ,润都股份,化学制药,化学制药,20260401,U,17.24,17.24,14.1,0,114602382.0,93603,93603,114602382.0
002940.SZ,昂利康,化学制药,化学制药,20260401,U,34.88,34.88,28.54,0,100457888.0,100554,100554,100457888.0
300149.SZ,睿智医药,生物制药,生物制药,20260401,U,12.42,12.42,8.28,0,101179231.0,101506,101506,101179231.0
300436.SZ,广生堂,化学制药,化学制药,20260401,U,119.03,119.03,79.35,0,147247132.0,110030,110030,147247132.0
300834.SZ,星辉环材,化工原料,化工原料,20260401,U,36.24,36.24,24.16,2,68434093.0,93000,132818,68434093.0
301188.SZ,力诺药包,玻璃,玻璃,20260401,U,20.45,20.45,13.63,0,40694906.0,145418,145418,40694906.0
301312.SZ,智立方,专用机械,专用机械,20260401,U,103.2,103.2,68.8,0,68354623.0,132521,132521,68354623.0
301392.SZ,汇成真空,专用机械,专用机械,20260401,U,127.58,127.58,85.06,5,19055221.0,131500,145421,19055221.0
600105.SH,永鼎股份,通信设备,通信设备,20260401,U,30.51,30.51,24.97,0,314460468.0,134150,134150,314460468.0
600249.SH,两面针,日用化工,日用化工,20260401,U,7.01,7.01,5.73,0,118268149.0,92503,92503,118268149.0
