ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000518.SZ,四环生物,生物制药,生物制药,20260603,U,3.93,3.93,3.21,7,33472989.0,101936,104748,33472989.0
000700.SZ,模塑科技,汽车配件,汽车配件,20260603,U,16.58,16.58,13.56,10,14590400.0,101854,143718,14590400.0
000881.SZ,中广核技,化工原料,化工原料,20260603,U,8.09,8.09,6.62,1,79841520.0,130048,134003,79841520.0
001212.SZ,中旗新材,其他建材,其他建材,20260603,U,54.89,54.89,44.91,13,2508473.0,130606,145406,2508473.0
001223.SZ,欧克科技,专用机械,专用机械,20260603,U,46.2,46.2,37.8,0,120464005.0,93854,93854,120464005.0
001259.SZ,利仁科技,家用电器,家用电器,20260603,U,73.73,73.73,60.33,1,43205780.0,93036,93115,43205780.0
001278.SZ,一彬科技,汽车配件,汽车配件,20260603,U,20.14,20.14,16.48,0,27609926.0,130000,130000,27609926.0
001326.SZ,联域股份,电气设备,电气设备,20260603,U,67.98,67.98,55.62,2,35106571.0,93215,95657,35106571.0
001896.SZ,豫能控股,火力发电,火力发电,20260603,U,20.08,20.08,16.43,1,287417730.0,94845,94915,287417730.0
002023.SZ,海特高新,航空,航空,20260603,U,11.98,11.98,9.8,0,67745414.0,101739,101739,67745414.0
002046.SZ,国机精工,机械基件,机械基件,20260603,U,56.98,56.98,46.62,2,4945864.0,94427,145533,4945864.0
002125.SZ,湘潭电化,化工原料,化工原料,20260603,U,16.65,16.65,13.63,0,53827318.0,100357,100357,53827318.0
002132.SZ,恒星科技,钢加工,钢加工,20260603,U,5.34,5.34,4.37,0,67403082.0,100912,100912,67403082.0
002137.SZ,实益达,元器件,元器件,20260603,U,10.4,10.4,8.51,0,165791350.0,93009,93009,165791350.0
002156.SZ,通富微电,半导体,半导体,20260603,U,70.22,70.22,57.46,2,357782416.0,93639,143951,357782416.0
002167.SZ,东方锆业,小金属,小金属,20260603,U,14.73,14.73,12.05,0,86559372.0,104036,104036,86559372.0
002735.SZ,王子新材,塑料,塑料,20260603,U,16.18,16.18,13.24,1,48066476.0,130551,131245,48066476.0
002787.SZ,华源控股,广告包装,广告包装,20260603,U,27.65,27.65,22.63,2,56445345.0,93427,93748,56445345.0
002875.SZ,安奈儿,服饰,服饰,20260603,U,21.81,21.81,17.85,0,81493065.0,94812,94812,81493065.0
002965.SZ,祥鑫科技,汽车配件,汽车配件,20260603,U,35.5,35.5,29.04,0,139446094.0,94321,94321,139446094.0
300197.SZ,节能铁汉,环境保护,环境保护,20260603,U,2.78,2.78,1.86,6,51409992.0,93357,100803,51409992.0
300516.SZ,久之洋,电器仪表,电器仪表,20260603,U,39.54,39.54,26.36,0,41682277.0,130003,130003,41682277.0
301115.SZ,联检科技,建筑工程,建筑工程,20260603,U,33.94,33.94,22.62,0,144817567.0,102524,102524,144817567.0
301366.SZ,一博科技,元器件,元器件,20260603,U,54.16,54.16,36.1,1,146694797.0,92500,93218,146694797.0
600078.SH,澄星股份,化工原料,化工原料,20260603,U,13.08,13.08,10.7,0,49125864.0,110300,110300,49125864.0
600103.SH,青山纸业,造纸,造纸,20260603,U,4.07,4.07,3.33,1,90959086.0,94123,104011,90959086.0
600121.SH,郑州煤电,煤炭开采,煤炭开采,20260603,U,5.69,5.69,4.65,1,45696122.0,141931,141958,45696122.0
600198.SH,大唐电信,通信设备,通信设备,20260603,U,8.86,8.86,7.25,0,107938713.0,93833,93833,107938713.0
600255.SH,鑫科材料,小金属,小金属,20260603,U,4.39,4.39,3.59,0,385971113.0,92500,92500,385971113.0
600310.SH,广西能源,水力发电,水力发电,20260603,U,6.35,6.35,5.19,1,90409395.0,93226,93659,90409395.0
600367.SH,红星发展,化工原料,化工原料,20260603,U,42.72,42.72,34.96,0,190163978.0,93118,93118,190163978.0
600396.SH,华电辽能,火力发电,火力发电,20260603,U,21.34,21.34,17.46,0,106103333.0,142143,142143,106103333.0
600403.SH,大有能源,煤炭开采,煤炭开采,20260603,U,6.73,6.73,5.51,0,55576844.0,94353,94353,55576844.0
