ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
002455.SZ,百川股份,化工原料,20260128,U,7.93,7.93,6.49,2.0,49110585.0,93027,95745,49110585.0,9.9861,497953.045,630671.43,12.5108,12.5108,,471246.9279,2.49,,1,49110585.0,49110585.0,0.825,0.7125,0.6,0.15,0.50625,0.50625,0.05,0.0,65.75
600230.SH,沧州大化,化工原料,20260128,U,20.78,20.78,17.0,0.0,66101034.0,100052,100052,66101034.0,10.0053,566470.128,282957.23,12.6606,12.6606,,860210.9892,0.55,,1,66101034.0,66101034.0,0.525,0.675,0.575,0.925,0.50625,0.50625,0.05,0.0,65.075
003042.SZ,中农联合,农药化肥,20260128,U,25.41,25.41,20.79,0.0,349613903.0,93636,93636,349613903.0,10.0,341219.102,139202.34,21.2169,21.2169,,362041.68,0.84,15107003.1,1,349613903.0,349613903.0,0.6375,0.8375,0.3,0.825,0.50625,0.50625,0.05,0.0,65.025
600740.SH,山西焦化,焦炭加工,20260128,U,4.4,4.4,3.6,0.0,75230399.0,135630,135630,75230399.0,10.0,473754.314,1109881.93,10.0623,10.0623,,1127333.3078,3.9,,1,75230399.0,75230399.0,0.6375,0.7375,0.7375,0.05,0.50625,0.50625,0.05,0.0,64.975
600262.SH,北方股份,专用机械,20260128,U,35.22,35.22,28.82,0.0,47063711.0,143814,143814,47063711.0,9.9938,453082.142,136268.22,13.039,13.039,,598740.0,2.22,16454887.37,1,47063711.0,47063711.0,0.7375,0.75,0.55,0.2,0.50625,0.50625,0.05,0.0,64.55
001360.SZ,南矿集团,工程机械,20260128,U,29.58,29.58,24.2,0.0,52436466.0,110533,110533,52436466.0,10.0037,410033.109,145253.0,18.3457,18.3457,,603432.0,0.94,,1,52436466.0,52436466.0,0.55,0.8125,0.4,0.775,0.50625,0.50625,0.05,0.0,64.4
601068.SH,中铝国际,建筑工程,20260128,U,6.64,6.64,5.44,0.0,85491739.0,130256,130256,85491739.0,9.9338,425617.629,665625.19,22.4944,22.4944,,1983923.2813,1.9,,1,85491739.0,85491739.0,0.975,0.7875,0.2625,0.2375,0.50625,0.50625,0.05,0.0,64.35
601015.SH,陕西黑猫,焦炭加工,20260128,U,4.32,4.32,3.54,2.0,21496756.0,135900,140954,21496756.0,9.9237,558204.144,1336881.9,17.5761,17.5761,,882358.98,2.52,,1,21496756.0,21496756.0,0.9875,0.6875,0.4125,0.1375,0.50625,0.50625,0.05,0.0,64.175
002532.SZ,天山铝业,铝,20260128,U,20.72,20.72,16.96,8.0,8378753.0,135212,144233,8378753.0,9.9788,2073057.2,1044080.04,3.5619,3.5619,,9590743.9239,1.81,,1,8378753.0,8378753.0,0.875,0.3,0.95,0.2625,0.50625,0.50625,0.05,0.0,63.825
603988.SH,中电电机,电气设备,20260128,U,38.13,38.13,31.19,3.0,11907999.0,95814,105857,11907999.0,10.0115,567084.605,151277.1,13.6187,13.6187,,896817.6,0.83,,1,11907999.0,11907999.0,0.4625,0.6625,0.5375,0.8375,0.50625,0.50625,0.05,0.0,62.175
603619.SH,中曼石油,石油开采,20260128,U,33.88,33.88,27.72,6.0,7804664.0,110842,145024,7804664.0,10.0,1241932.222,379049.9,10.1232,10.1232,,1566402.7059,1.38,,1,7804664.0,7804664.0,0.6375,0.475,0.725,0.5,0.50625,0.50625,0.05,0.0,61.5
000962.SZ,东方钽业,小金属,20260128,U,43.02,43.02,35.2,0.0,116811130.0,110615,110615,116811130.0,9.9974,1311418.185,315478.8,10.6839,10.6839,,2171926.0809,1.34,,1,116811130.0,116811130.0,0.7125,0.4375,0.7,0.5125,0.50625,0.50625,0.05,0.0,61.475
000573.SZ,粤宏远Ａ,区域地产,20260128,U,4.85,4.85,3.97,2.0,163085183.0,101918,112339,163085183.0,9.9773,487259.227,1016713.2,20.2656,20.2656,,309566.0929,5.11,,1,163085183.0,163085183.0,0.89375,0.725,0.3375,0.025,0.50625,0.50625,0.05,0.0,61.0625
601069.SH,西部黄金,黄金,20260128,U,44.26,44.26,36.22,6.0,117816711.0,95511,100217,117816711.0,9.9901,1686196.019,389472.79,14.6046,14.6046,,4032082.1184,0.69,75604339.53,1,117816711.0,117816711.0,0.8125,0.375,0.5,0.9,0.50625,0.50625,0.05,0.0,60.75
002721.SZ,金一文化,服饰,20260128,U,3.95,3.95,3.23,0.0,114811490.0,101648,101648,114811490.0,10.0279,665544.527,1749262.0,9.4089,9.4089,,1050454.5529,1.21,,1,114811490.0,114811490.0,0.25625,0.625,0.775,0.63125,0.50625,0.50625,0.05,0.0,60.5875
601799.SH,星宇股份,汽车配件,20260128,U,131.67,131.67,107.73,5.0,12956328.0,140731,144404,12956328.0,10.0,1253903.279,98747.46,7.5629,7.5629,,3761540.91,3.85,,1,12956328.0,12956328.0,0.6375,0.4625,0.8375,0.0625,0.50625,0.50625,0.05,0.0,59.925
002440.SZ,闰土股份,染料涂料,20260128,U,10.75,10.75,8.79,3.0,71993631.0,93221,95527,71993631.0,10.0307,734875.417,687096.15,10.8794,10.8794,,1208299.8979,0.71,,1,71993631.0,71993631.0,0.2375,0.6125,0.675,0.875,0.50625,0.50625,0.05,0.0,59.875
600869.SH,远东股份,电气设备,20260128,U,12.67,12.67,10.37,0.0,47133667.0,130028,130028,47133667.0,9.9826,1712756.769,1451740.7,14.1605,14.1605,,2811919.9292,1.25,50070263.79,1,47133667.0,47133667.0,0.85,0.35,0.525,0.6,0.50625,0.50625,0.05,0.0,58.875
600961.SH,株冶集团,铅锌,20260128,U,25.16,25.16,20.58,2.0,6206821.0,143055,144925,6206821.0,10.0131,1224563.246,508552.75,10.8951,10.8951,,2699347.7207,1.1,,1,6206821.0,6206821.0,0.4375,0.4875,0.6625,0.69375,0.50625,0.50625,0.05,0.0,58.525
000807.SZ,云铝股份,铝,20260128,U,36.33,36.33,29.73,13.0,26384299.0,130051,134524,26384299.0,9.9909,4023741.752,1148853.21,5.7219,5.7219,,12599089.2524,1.58,,1,26384299.0,26384299.0,0.8,0.1375,0.8875,0.3375,0.50625,0.50625,0.05,0.0,57.6
002667.SZ,威领股份,小金属,20260128,U,21.59,21.59,17.67,12.0,1866023.0,130733,144909,1866023.0,9.9847,891647.111,433904.94,23.2745,23.2745,,562617.0485,1.47,,1,1866023.0,1866023.0,0.8375,0.55,0.25,0.40625,0.50625,0.50625,0.05,0.0,56.8
002207.SZ,准油股份,石油开采,20260128,U,10.16,10.16,8.32,1.0,51967384.0,111839,131509,51967384.0,9.9567,646139.795,662436.51,36.3585,36.3585,,266248.264,1.47,,1,51967384.0,51967384.0,0.925,0.6375,0.0375,0.40625,0.50625,0.50625,0.05,0.0,56.4
000506.SZ,招金黄金,黄金,20260128,U,25.93,25.93,21.21,1.0,241765459.0,94412,95348,241765459.0,10.0127,1821235.793,712577.02,11.4544,11.4544,,2408943.0543,0.63,,1,241765459.0,241765459.0,0.45,0.3375,0.6375,0.9125,0.50625,0.50625,0.05,0.0,56.1
600219.SH,南山铝业,铝,20260128,U,7.85,7.85,6.43,9.0,9490406.0,134639,145527,9490406.0,9.944,4854941.364,6368315.6,10.6449,10.6449,,9014705.7238,1.52,,1,9490406.0,9490406.0,0.95,0.1,0.7125,0.36875,0.50625,0.50625,0.05,0.0,56.075
000815.SZ,美利云,通信设备,20260128,U,14.28,14.28,11.68,1.0,134441901.0,92500,94442,134441901.0,10.0154,826364.91,579126.88,12.4642,12.4642,,992835.614,1.72,138513634.13,1,134441901.0,134441901.0,0.39375,0.5625,0.625,0.2875,0.50625,0.50625,0.05,0.0,55.6875
001337.SZ,四川黄金,黄金,20260128,U,66.86,66.86,54.7,1.0,164469114.0,94824,95042,164469114.0,10.0033,1698566.941,258212.48,15.5449,15.5449,,2808120.0,0.51,-60037626.12,1,164469114.0,164469114.0,0.5625,0.3625,0.45,0.9375,0.50625,0.50625,0.05,0.0,55.225
002114.SZ,罗平锌电,铅锌,20260128,U,11.42,11.42,9.34,0.0,88698009.0,111439,111439,88698009.0,10.0193,530313.336,487826.04,20.7768,20.7768,,369317.3949,1.21,,1,88698009.0,88698009.0,0.3625,0.7,0.3125,0.63125,0.50625,0.50625,0.05,0.0,55.2
002578.SZ,闽发铝业,铝,20260128,U,5.1,5.1,4.18,3.0,33017910.0,103727,111242,33017910.0,9.9138,762992.319,1538629.06,30.5155,30.5155,,478701.3933,2.42,,1,33017910.0,33017910.0,1.0,0.575,0.0875,0.1625,0.50625,0.50625,0.05,0.0,55.175
603256.SH,宏和科技,玻璃,20260128,U,52.03,52.03,42.57,0.0,158660282.0,112430,112430,158660282.0,10.0,1473467.217,288380.02,20.334,20.334,,4577222.1825,0.7,,1,158660282.0,158660282.0,0.6375,0.4125,0.325,0.8875,0.50625,0.50625,0.05,0.0,54.975
600871.SH,石化油服,石油开采,20260128,U,2.94,2.94,2.4,0.0,142590341.0,100213,100213,142590341.0,10.1124,904436.179,3175427.01,11.2639,11.2639,,5573371.4749,0.77,107665507.98,1,142590341.0,142590341.0,0.1,0.5375,0.65,0.85,0.50625,0.50625,0.05,0.0,54.75
002724.SZ,海洋王,元器件,20260128,U,7.67,7.67,6.27,0.0,113225307.0,105830,105830,113225307.0,10.043,286232.978,384681.53,16.6979,16.6979,,591738.9614,5.55,,1,113225307.0,113225307.0,0.175,0.9,0.4375,0.0125,0.50625,0.50625,0.05,0.0,54.575
603052.SH,可川科技,元器件,20260128,U,62.07,62.07,50.79,8.0,19533925.0,93916,132831,19533925.0,9.9947,905846.687,147450.52,23.7454,23.7454,,1166278.4294,1.46,160950553.12,1,19533925.0,19533925.0,0.725,0.525,0.225,0.4375,0.50625,0.50625,0.05,0.0,53.875
600988.SH,赤峰黄金,黄金,20260128,U,46.86,46.86,38.34,1.0,10266135.0,143411,144246,10266135.0,10.0,6375989.997,1396342.37,9.8197,9.8197,,8905326.7801,1.09,-1091799263.55,1,10266135.0,10266135.0,0.6375,0.0625,0.75,0.71875,0.50625,0.50625,0.05,0.0,53.025
603077.SH,和邦生物,化工原料,20260128,U,2.82,2.82,2.3,1.0,75484888.0,103122,103249,75484888.0,10.1563,1492762.494,5472770.53,9.2278,9.2278,,2490491.2423,0.96,59546768.21,1,75484888.0,75484888.0,0.0875,0.4,0.7875,0.74375,0.50625,0.50625,0.05,0.0,52.85
002080.SZ,中材科技,玻璃,20260128,U,42.93,42.93,35.13,10.0,46743600.0,130112,144424,46743600.0,9.9923,3590224.618,865931.35,12.9776,12.9776,,7204184.5461,1.56,,1,46743600.0,46743600.0,0.7875,0.2,0.5625,0.35,0.50625,0.50625,0.05,0.0,52.6
600489.SH,中金黄金,黄金,20260128,U,37.71,37.71,30.85,8.0,101799766.0,130431,135722,101799766.0,10.0058,6715332.968,1838971.22,7.0043,7.0043,,18279215.6788,1.39,-417642375.68,1,101799766.0,101799766.0,0.5125,0.05,0.85,0.4875,0.50625,0.50625,0.05,0.0,50.6
603958.SH,哈森股份,服饰,20260128,U,15.8,15.8,12.92,3.0,27539400.0,93843,101346,27539400.0,10.0279,337526.961,217427.28,27.1576,27.1576,,346588.8,2.69,,1,27539400.0,27539400.0,0.25625,0.85,0.1625,0.125,0.50625,0.50625,0.05,0.0,50.1375
002160.SZ,常铝股份,铝,20260128,U,6.77,6.77,5.54,3.0,91461359.0,101915,102415,91461359.0,10.0813,747593.565,1141380.08,18.801,18.801,,699192.8501,1.15,,1,91461359.0,91461359.0,0.1125,0.5875,0.375,0.675,0.50625,0.50625,0.05,0.0,49.375
603900.SH,莱绅通灵,服饰,20260128,U,10.53,10.53,8.61,2.0,25567893.0,94036,94939,25567893.0,10.0313,431874.175,416663.02,25.9591,25.9591,,361204.1035,1.76,,1,25567893.0,25567893.0,0.225,0.775,0.1875,0.275,0.50625,0.50625,0.05,0.0,49.325
002842.SZ,翔鹭钨业,小金属,20260128,U,28.84,28.84,23.6,0.0,9093252.0,145315,145315,9093252.0,9.9924,1978213.451,733490.72,32.9517,32.9517,,943565.265,1.29,,1,9093252.0,9093252.0,0.76875,0.3125,0.075,0.58125,0.50625,0.50625,0.05,0.0,47.2875
600531.SH,豫光金铅,铅锌,20260128,U,22.54,22.54,18.44,8.0,170775369.0,101619,103346,170775369.0,10.0049,3741275.628,1713693.0,19.3318,19.3318,,2725678.1213,1.1,-36244202.51,1,170775369.0,170775369.0,0.5375,0.1875,0.3625,0.69375,0.50625,0.50625,0.05,0.0,46.525
002716.SZ,湖南白银,小金属,20260128,U,19.4,19.4,15.88,0.0,77777413.0,135100,135100,77777413.0,9.9773,9415586.013,5039658.74,25.2518,25.2518,,5476791.9732,0.89,-121044038.48,1,77777413.0,77777413.0,0.89375,0.025,0.2,0.8,0.50625,0.50625,0.05,0.0,46.3125
002237.SZ,恒邦股份,黄金,20260128,U,21.42,21.42,17.52,6.0,75075814.0,112621,133957,75075814.0,10.0154,3147556.742,1531383.87,18.7658,18.7658,,3062996.6139,1.19,144575478.74,1,75075814.0,75075814.0,0.39375,0.225,0.3875,0.65,0.50625,0.50625,0.05,0.0,45.0625
600170.SH,上海建工,建筑工程,20260128,U,3.18,3.18,2.6,0.0,181423909.0,104430,104430,181423909.0,10.0346,1891317.221,6171913.34,12.6061,12.6061,,2825728.8386,1.92,,1,181423909.0,181423909.0,0.2125,0.325,0.5875,0.225,0.50625,0.50625,0.05,0.0,45.0
600490.SH,鹏欣资源,铜,20260128,U,11.18,11.18,9.14,10.0,11761360.0,130238,145508,11761360.0,10.0394,2415828.736,2227700.01,15.1318,15.1318,,2474007.7543,1.18,,1,11761360.0,11761360.0,0.2,0.275,0.475,0.6625,0.50625,0.50625,0.05,0.0,44.725
600459.SH,贵研铂业,小金属,20260128,U,26.6,26.6,21.76,12.0,3285632.0,140454,145636,3285632.0,10.0083,2596156.942,1015645.26,21.7739,21.7739,,2021086.9552,1.29,,1,3285632.0,3285632.0,0.475,0.25,0.2875,0.58125,0.50625,0.50625,0.05,0.0,44.625
301177.SZ,迪阿股份,服饰,20260128,U,38.76,38.76,25.84,0.0,143808902.0,140321,140321,143808902.0,20.0,423924.959,117521.98,29.3736,29.3736,,1551464.1558,3.53,-12980140.9,1,143808902.0,143808902.0,0.0625,0.8,0.125,0.075,0.50625,0.50625,0.05,0.0,44.2
002342.SZ,巨力索具,机械基件,20260128,U,14.53,14.53,11.89,0.0,154392626.0,143412,143412,154392626.0,9.9924,3307448.321,2488212.71,36.0365,36.0365,,1394880.0,1.33,109283003.75,1,154392626.0,154392626.0,0.76875,0.2125,0.05,0.5375,0.50625,0.50625,0.05,0.0,43.8375
000751.SZ,锌业股份,铅锌,20260128,U,7.11,7.11,5.81,2.0,117141622.0,100639,101312,117141622.0,10.0619,1655170.708,2422633.63,22.4887,22.4887,,1148713.353,0.89,,1,117141622.0,117141622.0,0.125,0.3875,0.275,0.8,0.50625,0.50625,0.05,0.0,43.4
603601.SH,再升科技,玻璃,20260128,U,11.77,11.77,9.63,0.0,145590086.0,135911,135911,145590086.0,10.0,2507344.972,2250359.21,30.4868,30.4868,,1344535.3229,1.41,,1,145590086.0,145590086.0,0.6375,0.2625,0.1,0.4625,0.50625,0.50625,0.05,0.0,43.175
000758.SZ,中色股份,铅锌,20260128,U,9.0,9.0,7.36,9.0,38005200.0,104003,134221,38005200.0,10.0244,2226073.922,2556760.89,20.1051,20.1051,,1791395.937,1.33,,1,38005200.0,38005200.0,0.2875,0.2875,0.35,0.5375,0.50625,0.50625,0.05,0.0,43.125
000603.SZ,盛达资源,铅锌,20260128,U,67.28,67.28,55.04,2.0,38222440.0,143009,145045,38222440.0,10.0065,4431012.157,690832.78,17.4902,17.4902,,4642113.7599,1.47,-245953750.69,1,38222440.0,38222440.0,0.4875,0.125,0.425,0.40625,0.50625,0.50625,0.05,0.0,42.95
000737.SZ,北方铜业,铜,20260128,U,18.7,18.7,15.3,13.0,70378291.0,112433,135018,70378291.0,10.0,3972982.944,2201122.54,23.5769,23.5769,,3561819.7335,1.47,,1,70378291.0,70378291.0,0.6375,0.1625,0.2375,0.40625,0.50625,0.50625,0.05,0.0,42.875
600759.SH,洲际油气,石油开采,20260128,U,5.17,5.17,4.23,0.0,72066506.0,145322,145322,72066506.0,10.0,4452693.801,8871547.51,24.4036,24.4036,,2145037.7978,1.23,,1,72066506.0,72066506.0,0.6375,0.1125,0.2125,0.6125,0.50625,0.50625,0.05,0.0,42.725
603132.SH,金徽股份,铅锌,20260128,U,22.18,22.18,18.14,3.0,7676498.0,111611,144144,7676498.0,10.0198,975629.0,474011.56,29.7,29.7,,2169204.0,2.98,-25215621.54,1,7676498.0,7676498.0,0.3375,0.5125,0.1125,0.1125,0.50625,0.50625,0.05,0.0,41.725
000630.SZ,铜陵有色,铜,20260128,U,8.35,8.35,6.83,0.0,361645973.0,111136,111136,361645973.0,10.0132,8998920.572,11202717.47,15.3519,15.3519,,11196908.7109,1.33,-378362339.19,1,361645973.0,361645973.0,0.425,0.0375,0.4625,0.5375,0.50625,0.50625,0.05,0.0,41.35
601212.SH,白银有色,铜,20260128,U,13.81,13.81,11.3,2.0,779317495.0,100220,100656,779317495.0,10.0398,5408662.251,4015572.18,14.9259,14.9259,,10225993.5997,0.72,-692033543.66,1,779317495.0,779317495.0,0.1875,0.075,0.4875,0.8625,0.50625,0.50625,0.05,0.0,41.15
601600.SH,中国铝业,铝,20260128,U,14.6,14.6,11.94,9.0,495087372.0,103727,112124,495087372.0,10.0226,11718403.835,8297957.66,10.713,10.713,,25047222.8339,1.88,,1,495087372.0,495087372.0,0.3,0.0125,0.6875,0.25,0.50625,0.50625,0.05,0.0,40.65
000878.SZ,云南铜业,铜,20260128,U,26.79,26.79,21.92,4.0,34369051.0,143151,145251,34369051.0,10.0205,4968209.894,1926430.4,14.5239,14.5239,,6054014.0212,1.62,-19316380.71,1,34369051.0,34369051.0,0.3125,0.0875,0.5125,0.325,0.50625,0.50625,0.05,0.0,39.925
300798.SZ,锦鸡股份,染料涂料,20260128,U,9.58,9.58,6.38,0.0,48009135.0,100112,100112,48009135.0,20.0501,745296.638,815887.6,27.3807,27.3807,,449163.4196,3.08,115578725.75,1,48009135.0,48009135.0,0.0125,0.6,0.1375,0.1,0.50625,0.50625,0.05,0.0,38.55
600313.SH,农发种业,种植业,20260128,U,7.55,7.55,6.17,5.0,43804345.0,95408,133633,43804345.0,10.0583,1258676.651,1702942.73,26.1321,26.1321,,817059.9906,3.93,-71624824.31,1,43804345.0,43804345.0,0.15,0.45,0.175,0.0375,0.50625,0.50625,0.05,0.0,37.375
301500.SZ,飞南资源,环境保护,20260128,U,21.11,21.11,14.07,0.0,27459613.0,110218,110218,27459613.0,20.0114,1019507.167,516262.36,35.8389,35.8389,,1186280.6783,3.21,-36790956.16,1,27459613.0,27459613.0,0.0375,0.5,0.0625,0.0875,0.50625,0.50625,0.05,0.0,34.8
300139.SZ,晓程科技,黄金,20260128,U,70.6,70.6,47.06,2.0,153471621.0,105912,110403,153471621.0,20.0068,3989810.779,599685.88,27.1997,27.1997,,1934440.0,0.96,42308351.26,1,153471621.0,153471621.0,0.05,0.15,0.15,0.74375,0.50625,0.50625,0.05,0.0,32.925
002119.SZ,康强电子,半导体,20260128,U,27.23,27.23,22.28,13.0,53147160.0,93042,142427,53147160.0,10.0202,3907376.112,1456643.25,52.2548,52.2548,,1021898.332,1.52,255370622.96,1,53147160.0,53147160.0,0.325,0.175,0.0125,0.36875,0.50625,0.50625,0.05,0.0,32.775
300164.SZ,通源石油,石油开采,20260128,U,11.03,11.03,7.35,5.0,34871345.0,111542,140318,34871345.0,20.0218,2760542.367,2678591.79,51.6178,51.6178,,649069.8678,1.4,131971538.33,1,34871345.0,34871345.0,0.025,0.2375,0.025,0.475,0.50625,0.50625,0.05,0.0,30.1
