ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000035.SZ,中国天楹,环境保护,20260227,U,7.01,7.01,5.73,1,160563327.0,92500,94312,160563327.0
000510.SZ,新金路,化工原料,20260227,U,20.41,20.41,16.7,2,73013039.0,111321,133042,73013039.0
000593.SZ,德龙汇能,供气供热,20260227,U,15.74,15.74,12.88,0,187970228.0,132603,132603,187970228.0
000628.SZ,高新发展,建筑工程,20260227,U,57.31,57.31,46.89,0,137386684.0,110009,110009,137386684.0
000657.SZ,中钨高新,小金属,20260227,U,66.22,66.22,54.18,0,87968700.0,133048,133048,87968700.0
000731.SZ,四川美丰,农药化肥,20260227,U,7.89,7.89,6.45,2,34573230.0,132342,133803,34573230.0
000899.SZ,赣能股份,火力发电,20260227,U,14.61,14.61,11.95,0,140661588.0,93015,93015,140661588.0
000960.SZ,锡业股份,小金属,20260227,U,44.36,44.36,36.3,2,65788275.0,134121,134454,65788275.0
000993.SZ,闽东电力,水力发电,20260227,U,14.43,14.43,11.81,0,97510248.0,130957,130957,97510248.0
001209.SZ,洪兴股份,服饰,20260227,U,32.52,32.52,26.6,0,389252530.0,102039,102039,389252530.0
001216.SZ,华瓷股份,家居用品,20260227,U,20.66,20.66,16.9,0,122671559.0,145239,145239,122671559.0
001896.SZ,豫能控股,火力发电,20260227,U,13.34,13.34,10.92,3,166036269.0,93054,93536,166036269.0
002015.SZ,协鑫能科,新型电力,20260227,U,14.16,14.16,11.58,0,109150335.0,111427,111427,109150335.0
002046.SZ,国机精工,机械基件,20260227,U,52.57,52.57,43.01,0,76413964.0,135939,135939,76413964.0
002155.SZ,湖南黄金,黄金,20260227,U,37.7,37.7,30.84,2,111395356.0,135612,142745,111395356.0
002167.SZ,东方锆业,小金属,20260227,U,15.58,15.58,12.74,0,150887501.0,101639,101639,150887501.0
002177.SZ,御银股份,其他商业,20260227,U,9.69,9.69,7.93,3,121900200.0,93300,100133,121900200.0
002182.SZ,宝武镁业,小金属,20260227,U,21.79,21.79,17.83,0,112861305.0,94224,94224,112861305.0
002216.SZ,三全食品,食品,20260227,U,12.76,12.76,10.44,0,133650932.0,93603,93603,133650932.0
002261.SZ,拓维信息,软件服务,20260227,U,36.52,36.52,29.88,0,464133191.0,93409,93409,464133191.0
002350.SZ,北京科锐,电气设备,20260227,U,12.32,12.32,10.08,0,184573275.0,93009,93009,184573275.0
002356.SZ,赫美集团,其他商业,20260227,U,4.22,4.22,3.46,0,53537992.0,111330,111330,53537992.0
002378.SZ,章源钨业,小金属,20260227,U,40.6,40.6,33.22,0,258991987.0,93636,93636,258991987.0
002394.SZ,联发股份,纺织,20260227,U,15.66,15.66,12.82,0,83724577.0,102315,102315,83724577.0
002470.SZ,金正大,农药化肥,20260227,U,3.1,3.1,2.54,4,41268139.0,93030,145309,41268139.0
002628.SZ,成都路桥,建筑工程,20260227,U,5.27,5.27,4.31,0,70790550.0,111354,111354,70790550.0
002633.SZ,申科股份,机械基件,20260227,U,19.35,19.35,15.83,0,41463760.0,95939,95939,41463760.0
002655.SZ,共达电声,元器件,20260227,U,17.12,17.12,14.0,0,138660016.0,110851,110851,138660016.0
002734.SZ,利民股份,农药化肥,20260227,U,22.48,22.48,18.4,1,36912587.0,132651,145636,36912587.0
002756.SZ,永兴材料,小金属,20260227,U,64.9,64.9,53.1,2,52107106.0,135003,141830,52107106.0
002842.SZ,翔鹭钨业,小金属,20260227,U,41.56,41.56,34.0,4,174162000.0,93239,93651,174162000.0
002843.SZ,泰嘉股份,钢加工,20260227,U,25.27,25.27,20.67,0,107560491.0,92500,92500,107560491.0
002865.SZ,钧达股份,电气设备,20260227,U,92.94,92.94,76.04,2,211033374.0,93415,100736,211033374.0
002973.SZ,侨银股份,环境保护,20260227,U,15.59,15.59,12.75,0,86688195.0,130542,130542,86688195.0
