ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
002980.SZ,华盛昌,电器仪表,20260227,U,28.97,28.97,23.71,0,112525853.0,94427,94427,112525853.0
003018.SZ,金富科技,塑料,20260227,U,26.57,26.57,21.74,0,45880730.0,104103,104103,45880730.0
003035.SZ,南网能源,新型电力,20260227,U,8.22,8.22,6.72,0,83700602.0,130415,130415,83700602.0
300317.SZ,珈伟新能,电气设备,20260227,U,5.36,5.36,3.58,0,89963515.0,130309,130309,89963515.0
300830.SZ,金现代,软件服务,20260227,U,14.88,14.88,9.92,0,131927136.0,93651,93651,131927136.0
301226.SZ,祥明智能,电气设备,20260227,U,41.82,41.82,27.88,0,33752922.0,143800,143800,33752922.0
600108.SH,亚盛集团,种植业,20260227,U,3.97,3.97,3.25,1,46007139.0,101143,102643,46007139.0
600126.SH,杭钢股份,普钢,20260227,U,9.94,9.94,8.14,1,128376849.0,94758,95258,128376849.0
600230.SH,沧州大化,化工原料,20260227,U,24.76,24.76,20.26,0,73536556.0,142618,142618,73536556.0
600259.SH,中稀有色,小金属,20260227,U,102.08,102.08,83.52,10,127105422.0,104619,111525,127105422.0
600301.SH,华锡有色,小金属,20260227,U,64.76,64.76,52.98,0,106627016.0,142851,142851,106627016.0
600397.SH,江钨装备,煤炭开采,20260227,U,21.53,21.53,17.61,3,127309043.0,102002,102936,127309043.0
600452.SH,涪陵电力,水力发电,20260227,U,13.28,13.28,10.86,7,26515073.0,130429,141808,26515073.0
600456.SH,宝钛股份,小金属,20260227,U,44.35,44.35,36.29,3,44260634.0,94931,142755,44260634.0
600459.SH,贵研铂业,小金属,20260227,U,25.85,25.85,21.15,1,62898556.0,132421,135654,62898556.0
600498.SH,烽火通信,通信设备,20260227,U,51.55,51.55,42.17,6,38804778.0,103016,133110,38804778.0
600549.SH,厦门钨业,小金属,20260227,U,70.15,70.15,57.39,0,218425002.0,132354,132354,218425002.0
600725.SH,云维股份,商贸代理,20260227,U,5.39,5.39,4.41,0,45705744.0,93910,93910,45705744.0
600744.SH,华银电力,火力发电,20260227,U,7.94,7.94,6.5,3,185824576.0,93154,93721,185824576.0
600821.SH,金开新能,新型电力,20260227,U,7.39,7.39,6.05,3,106400628.0,104110,111934,106400628.0
601958.SH,金钼股份,小金属,20260227,U,24.53,24.53,20.07,3,38795813.0,133338,141053,38795813.0
603093.SH,南华期货,多元金融,20260227,U,19.66,19.66,16.08,0,97442430.0,103522,103522,97442430.0
603117.SH,万林物流,仓储物流,20260227,U,5.96,5.96,4.88,0,73662739.0,111548,111548,73662739.0
603217.SH,元利科技,化工原料,20260227,U,28.33,28.33,23.18,0,89985032.0,141102,141102,89985032.0
603226.SH,菲林格尔,家居用品,20260227,U,31.82,31.82,26.04,0,71023258.0,130029,130029,71023258.0
603232.SH,格尔软件,软件服务,20260227,U,26.05,26.05,21.31,0,172255625.0,92500,92500,172255625.0
603257.SH,中国瑞林,建筑工程,20260227,U,66.43,66.43,54.35,0,122464170.0,141010,141010,122464170.0
603318.SH,水发燃气,供气供热,20260227,U,8.02,8.02,6.56,3,22160062.0,132855,143804,22160062.0
603353.SH,和顺石油,石油贸易,20260227,U,42.13,42.13,34.47,0,62699551.0,102218,102218,62699551.0
603381.SH,永臻股份,电气设备,20260227,U,29.5,29.5,24.14,0,121672425.0,100504,100504,121672425.0
603530.SH,神马电力,电气设备,20260227,U,60.17,60.17,49.23,2,48545156.0,93143,94737,48545156.0
603578.SH,三星新材,家用电器,20260227,U,15.98,15.98,13.08,0,73954672.0,141434,141434,73954672.0
603618.SH,杭电股份,电气设备,20260227,U,18.15,18.15,14.85,4,13707914.0,104214,145359,13707914.0
603629.SH,利通电子,元器件,20260227,U,58.52,58.52,47.88,6,47862571.0,104700,133233,47862571.0
603738.SH,泰晶科技,元器件,20260227,U,21.78,21.78,17.82,4,6231236.0,133834,143852,6231236.0
603897.SH,长城科技,电气设备,20260227,U,30.64,30.64,25.07,4,23405896.0,135152,140722,23405896.0
603950.SH,长源东谷,汽车配件,20260227,U,44.51,44.51,36.41,0,44443235.0,93029,93029,44443235.0
605398.SH,新炬网络,软件服务,20260227,U,33.41,33.41,27.33,0,101111355.0,93407,93407,101111355.0
688028.SH,沃尔德,机械基件,20260227,U,114.13,114.13,76.09,13,38813444.0,130229,133050,38813444.0
688118.SH,普元信息,软件服务,20260227,U,35.5,35.5,23.66,0,85835627.0,93431,93431,85835627.0
688343.SH,云天励飞-U,软件服务,20260227,U,110.26,110.26,73.5,14,59062202.0,105528,144219,59062202.0
