rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603928.SH,兴业股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.685818,0.0,0,0.0,0.0,0.5,0.0,0.4721198156682032,0.0,中,分时缺失|低置信,0.334689494572256,0.0,0.0,0.0,0.0,0.310764494572256
2,603988.SH,中电电机,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.693528,0.0,0,0.0,0.0,0.5,0.0,0.5235215769845503,0.0,中,分时缺失|低置信,0.3138152587248244,0.0,0.0,0.0,0.0,0.28989025872482443
3,603618.SH,杭电股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.643238,0.0,0,0.0,0.0,0.5,0.0,0.18825503355704704,0.0,中,分时缺失|低置信,0.28741282605954777,0.0,0.0,0.0,0.0,0.2634878260595478
4,601869.SH,长飞光纤,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.638134,0.0,0,0.0,0.0,0.5,0.0,0.15422535211267577,0.0,中,分时缺失|低置信,0.30850415865572456,0.0,0.0,0.0,0.0,0.2845791586557246
5,603297.SH,永新光学,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700514,0.0,0,0.0,0.0,0.5,0.0,0.5700903906165931,0.0,中,分时缺失|低置信,0.28767047575353943,0.0,0.0,0.0,0.0,0.26374547575353946
6,002990.SZ,盛视科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.745566,0.0,0,0.0,0.0,0.5,0.0,0.8704418656549885,0.0,中,分时缺失|低置信,0.2864057689524885,0.0,0.0,0.0,0.0,0.2775807689524885
7,002428.SZ,云南锗业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.308963258385519,0.0,0.0,0.0,0.0,0.30013825838551905
8,000657.SZ,中钨高新,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.679052,0.0,0,0.0,0.0,0.5,0.0,0.42701589733767414,0.0,中,分时缺失|低置信,0.31479834831905107,0.0,0.0,0.0,0.0,0.2908733483190511
9,000981.SZ,山子高科,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.68875,0.0,0,0.0,0.0,0.5,0.0,0.4916666666666665,0.0,中,分时缺失|低置信,0.3662542909028983,0.0,0.0,0.0,0.0,0.3423292909028983
10,000510.SZ,新金路,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.711988,0.0,0,0.0,0.0,0.5,0.0,0.6465870307167243,0.0,中,分时缺失|低置信,0.2882720256710809,0.0,0.0,0.0,0.0,0.27944702567108093
11,601700.SH,风范股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2775751328759511,0.0,0.0,0.0,0.0,0.2875751328759511
12,600721.SH,百花医药,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2648133503469379,0.0,0.0,0.0,0.0,0.25598835034693795
