ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000620.SZ,盈新发展,全国地产,全国地产,20260626,U,3.42,3.42,2.8,7,54018216.0,93409,135133,54018216.0,20260626,1min,241,1,09:35:00,15:00:00,7,5.0,2.924,5,39.8,25.2,0.0,0.007854,0.0,31,0.0,25.04,1.0,1.0,high_open_board_risk,1,000620.SZ,0,36.268,0,64.944,0,0.0,1,,0.5,0,5,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260626,intraday_refine_v2,000620.SZ,ok,ok,,1.0,ok,0.675,0.35,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000823.SZ,超声电子,元器件,元器件,20260626,U,28.46,28.46,23.28,11,131188561.0,92500,111109,131188561.0,20260626,1min,241,1,09:30:00,15:00:00,2,4.0,4.3219,4,2.0,95.0,24.3189,0.012622,0.0,31,0.0,49.0,1.0,1.0,high_open_board_risk,1,000823.SZ,0,54.3457,0,39.7,0,0.0,1,,0.5,0,4,0.5,1,,0.5,0.5,0.0,0.8,0.5,0.0,20260626,intraday_refine_v2,000823.SZ,ok,ok,,1.0,ok,0.7050000000000001,0.30000000000000004,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001210.SZ,金房能源,供气供热,供气供热,20260626,U,23.83,23.83,19.49,0,86386919.0,93421,93421,86386919.0,20260626,1min,241,1,09:35:00,15:00:00,1,0.0,0.5036,0,,0.0,61.9786,0.023185,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1,001210.SZ,0,75.0936,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260626,intraday_refine_v2,001210.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001215.SZ,千味央厨,食品,食品,20260626,U,39.17,39.17,32.05,0,64818555.0,134712,134712,64818555.0,20260626,1min,241,1,13:48:00,15:00:00,1,0.0,0.9957,0,,0.0,59.026,0.011982,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,001215.SZ,0,62.9578,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260626,intraday_refine_v2,001215.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001270.SZ,铖昌科技,半导体,半导体,20260626,U,139.43,139.43,114.08,12,119128992.0,102157,110506,119128992.0,20260626,1min,241,1,10:22:00,15:00:00,2,3.0,0.9467,3,2.0,95.0,56.5697,0.009254,0.0,31,0.0,46.0,1.0,1.0,high_open_board_risk,1,001270.SZ,0,62.6709,0,32.45,0,0.0,1,,0.5,0,3,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260626,intraday_refine_v2,001270.SZ,ok,ok,,1.0,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001289.SZ,龙源电力,新型电力,新型电力,20260626,U,17.57,17.57,14.37,0,21401946.0,93033,93033,21401946.0,20260626,1min,241,1,09:31:00,15:00:00,1,0.0,1.0814,0,,0.0,58.5117,0.081082,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1,001289.SZ,0,74.0535,0,8.25,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260626,intraday_refine_v2,001289.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001389.SZ,广合科技,元器件,元器件,20260626,U,220.88,220.88,180.72,12,51424839.0,100530,132703,51424839.0,20260626,1min,241,1,10:06:00,15:00:00,5,6.0,1.9875,6,21.5,43.5,0.0,0.010459,0.0,31,0.0,5.7,1.0,1.0,high_open_board_risk,1,001389.SZ,0,27.565,0,63.27,0,0.0,1,,0.5,0,6,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260626,intraday_refine_v2,001389.SZ,ok,ok,,1.0,ok,0.675,0.35,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001400.SZ,江顺科技,专用机械,专用机械,20260626,U,115.37,115.37,94.39,0,74118879.0,110248,110248,74118879.0,20260626,1min,241,1,11:03:00,15:00:00,1,0.0,0.9275,0,,0.0,59.4353,0.049658,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,001400.SZ,0,63.0806,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260626,intraday_refine_v2,001400.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002106.SZ,莱宝高科,元器件,元器件,20260626,U,15.62,15.62,12.78,1,68325316.0,93521,93706,68325316.0,20260626,1min,241,1,09:36:00,15:00:00,1,1.0,1.0243,1,1.0,100.0,81.854,0.037562,0.0,31,0.0,80.0,1.0,1.0,healthy_limitup,1,002106.SZ,0,85.5562,0,10.7,0,0.0,1,,0.5,0,1,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260626,intraday_refine_v2,002106.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002119.SZ,康强电子,半导体,半导体,20260626,U,37.02,37.02,30.29,1,72562902.0,112718,131645,72562902.0,20260626,1min,241,1,11:28:00,15:00:00,3,0.0,2.6742,0,,0.0,48.9546,0.014154,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1,002119.SZ,0,59.9364,0,12.0,0,0.0,1,,0.5,0,0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260626,intraday_refine_v2,002119.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
