rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002851.SZ,麦格米特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.31611446176223174,0.0,0.0,0.0,0.0,0.29218946176223176
2,603629.SH,利通电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.29065240138957216,0.0,0.0,0.0,0.0,0.2667274013895722
3,002354.SZ,天娱数科,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.705304,0.0,0,0.0,0.0,0.5,0.0,0.6020270270270277,0.0,中,分时缺失|低置信,0.33309137944736233,0.0,0.0,0.0,0.0,0.30916637944736236
4,002131.SZ,利欧股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.678255,0.0,0,0.0,0.0,0.5,0.0,0.4216981132075468,0.0,中,分时缺失|低置信,0.28155320940613343,0.0,0.0,0.0,0.0,0.25762820940613346
5,002115.SZ,三维通信,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.711589,0.0,0,0.0,0.0,0.5,0.0,0.6439275220372178,0.0,中,分时缺失|低置信,0.27714588164782494,0.0,0.0,0.0,0.0,0.25322088164782497
6,000428.SZ,华天酒店,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.670751,0.0,0,0.0,0.0,0.5,0.0,0.37167101827676197,0.0,中,分时缺失|低置信,0.24146011255917324,0.0,0.0,0.0,0.0,0.21753511255917324
7,600667.SH,太极实业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.28489527201227627,0.0,0.0,0.0,0.0,0.2609702720122763
8,002432.SZ,九安医疗,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.730363,0.0,0,0.0,0.0,0.5,0.0,0.7690874035989712,0.0,中,分时缺失|低置信,0.2475026781724666,0.0,0.0,0.0,0.0,0.2235776781724666
9,000676.SZ,智度股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.654747,0.0,0,0.0,0.0,0.5,0.0,0.26497797356828184,0.0,中,分时缺失|低置信,0.3072534918590121,0.0,0.0,0.0,0.0,0.2833284918590121
10,603139.SH,康惠股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.707043,0.0,0,0.0,0.0,0.5,0.0,0.6136182241436654,0.0,中,分时缺失|低置信,0.22596138073742564,0.0,0.0,0.0,0.0,0.20203638073742564
