ts_code,trade_time,open,high,low,close,vol,amount
301005.SZ,2026-07-10 15:00:00,114.88,114.88,114.88,114.88,200500.0,23033440.0
301005.SZ,2026-07-10 14:59:00,114.91,114.91,114.91,114.91,0.0,0.0
301005.SZ,2026-07-10 14:58:00,114.91,114.91,114.91,114.91,0.0,0.0
301005.SZ,2026-07-10 14:57:00,114.13,114.91,114.13,114.91,135880.0,15550383.0
301005.SZ,2026-07-10 14:56:00,114.0,114.14,114.0,114.14,181345.0,20676412.0
301005.SZ,2026-07-10 14:55:00,114.38,114.38,114.0,114.01,132060.0,15065647.0
301005.SZ,2026-07-10 14:54:00,114.5,114.5,114.37,114.37,136600.0,15638144.0
301005.SZ,2026-07-10 14:53:00,114.99,114.99,114.54,114.54,68147.0,7823837.0
301005.SZ,2026-07-10 14:52:00,115.19,115.19,114.97,114.97,98020.0,11278025.0
301005.SZ,2026-07-10 14:51:00,115.52,115.52,115.19,115.19,81995.0,9459940.0
301005.SZ,2026-07-10 14:50:00,115.91,115.91,115.5,115.55,84560.0,9784268.0
301005.SZ,2026-07-10 14:49:00,115.88,116.01,115.88,115.94,94340.0,10940632.0
301005.SZ,2026-07-10 14:48:00,115.22,115.8,115.22,115.79,58193.0,6717436.0
301005.SZ,2026-07-10 14:47:00,114.88,115.34,114.88,115.34,68620.0,7898062.5
301005.SZ,2026-07-10 14:46:00,114.99,115.0,114.83,114.85,75240.0,8644102.0
301005.SZ,2026-07-10 14:45:00,115.42,115.42,115.0,115.0,76980.0,8867148.0
301005.SZ,2026-07-10 14:44:00,116.0,116.0,115.4,115.4,45040.0,5215733.5
301005.SZ,2026-07-10 14:43:00,115.81,116.3,115.81,116.0,85560.0,9928747.0
301005.SZ,2026-07-10 14:42:00,116.79,116.79,115.51,115.89,46900.0,5455047.0
301005.SZ,2026-07-10 14:41:00,117.91,117.98,116.6,116.6,131500.0,15472000.0
301005.SZ,2026-07-10 14:40:00,117.43,117.91,117.43,117.91,92620.0,10904918.0
301005.SZ,2026-07-10 14:39:00,116.58,117.4,116.58,117.4,67740.0,7926392.5
301005.SZ,2026-07-10 14:38:00,116.3,116.57,116.3,116.57,105339.0,12267185.0
301005.SZ,2026-07-10 14:37:00,115.32,116.3,115.32,116.3,57320.0,6628936.5
301005.SZ,2026-07-10 14:36:00,114.99,115.33,114.99,115.32,99280.0,11431323.0
301005.SZ,2026-07-10 14:35:00,114.14,114.9,114.14,114.9,46500.0,5319271.5
301005.SZ,2026-07-10 14:34:00,114.11,114.2,114.06,114.18,89442.0,10206318.0
301005.SZ,2026-07-10 14:33:00,114.33,114.33,114.11,114.11,80480.0,9193588.0
301005.SZ,2026-07-10 14:32:00,114.68,114.68,114.32,114.33,86860.0,9944954.0
301005.SZ,2026-07-10 14:31:00,114.5,114.72,114.44,114.68,78982.0,9047123.0
301005.SZ,2026-07-10 14:30:00,115.09,115.09,114.51,114.51,93300.0,10727946.0
301005.SZ,2026-07-10 14:29:00,115.7,115.7,115.1,115.1,42300.0,4879919.5
301005.SZ,2026-07-10 14:28:00,116.11,116.11,115.77,115.77,59118.0,6857777.0
301005.SZ,2026-07-10 14:27:00,116.36,116.36,116.11,116.11,40800.0,4743258.0
301005.SZ,2026-07-10 14:26:00,116.42,116.42,116.35,116.35,49540.0,5766343.0
301005.SZ,2026-07-10 14:25:00,116.44,116.45,116.41,116.42,36260.0,4221918.5
301005.SZ,2026-07-10 14:24:00,116.41,116.5,116.41,116.45,49740.0,5792392.0
301005.SZ,2026-07-10 14:23:00,116.4,116.43,116.4,116.41,57260.0,6665930.0
301005.SZ,2026-07-10 14:22:00,116.38,116.43,116.38,116.4,59140.0,6884623.0
301005.SZ,2026-07-10 14:21:00,116.11,116.39,116.11,116.38,62840.0,7310197.0
301005.SZ,2026-07-10 14:20:00,116.1,116.12,116.03,116.11,81100.0,9415272.0
301005.SZ,2026-07-10 14:19:00,116.08,116.12,116.02,116.06,75600.0,8774068.0
301005.SZ,2026-07-10 14:18:00,116.39,116.39,116.07,116.08,65200.0,7575181.5
301005.SZ,2026-07-10 14:17:00,116.18,116.39,116.12,116.21,92200.0,10711672.0
301005.SZ,2026-07-10 14:16:00,116.45,116.45,116.03,116.12,86625.0,10062110.0
301005.SZ,2026-07-10 14:15:00,116.08,116.37,116.0,116.1,155340.0,18031280.0
301005.SZ,2026-07-10 14:14:00,116.58,116.58,116.16,116.16,57140.0,6647164.0
301005.SZ,2026-07-10 14:13:00,117.0,117.0,116.37,116.59,99800.0,11639271.0
301005.SZ,2026-07-10 14:12:00,117.22,117.22,116.96,116.96,73460.0,8601395.0
301005.SZ,2026-07-10 14:11:00,117.44,117.44,117.26,117.26,38900.0,4565535.5
301005.SZ,2026-07-10 14:10:00,117.75,117.75,117.48,117.48,30680.0,3608476.8
301005.SZ,2026-07-10 14:09:00,118.02,118.02,117.75,117.75,41000.0,4831896.5
301005.SZ,2026-07-10 14:08:00,118.08,118.17,118.05,118.07,82020.0,9686246.0
301005.SZ,2026-07-10 14:07:00,117.81,118.13,117.8,118.13,53200.0,6274521.5
301005.SZ,2026-07-10 14:06:00,117.52,117.8,117.52,117.8,36960.0,4348307.0
301005.SZ,2026-07-10 14:05:00,117.49,117.51,117.46,117.51,41740.0,4903708.0
301005.SZ,2026-07-10 14:04:00,117.23,117.5,117.22,117.49,45420.0,5331662.0
