ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301707.SZ,20260807,2026-08-07 15:00:00,116.52,108.0,129.9,106.88,116.52,23.45,396.8869936034115,21477336.0,2501530167.5,stk_mins
300489.SZ,20260807,2026-08-07 15:00:00,240.0,206.01,242.4,206.01,240.0,202.0,18.811881188118807,19287930.0,4337904741.0,stk_mins
300725.SZ,20260807,2026-08-07 15:00:00,47.5,40.26,47.86,40.12,47.5,40.12,18.394815553339996,47872811.0,2127551288.7,stk_mins
301093.SZ,20260807,2026-08-07 15:00:00,84.23,72.13,85.0,69.89,84.23,71.38,18.002241524236485,12374051.0,960307402.2,stk_mins
300400.SZ,20260807,2026-08-07 15:00:00,30.7,26.45,31.28,26.45,30.7,26.07,17.75987725354813,35009699.0,1034721213.0,stk_mins
300649.SZ,20260807,2026-08-07 15:00:00,24.41,20.75,24.9,20.58,24.41,20.75,17.638554216867462,11936643.0,279131036.0,stk_mins
301217.SZ,20260807,2026-08-07 15:00:00,115.81,100.25,118.8,100.0,115.81,99.0,16.979797979797983,79338480.0,8837197535.5,stk_mins
301251.SZ,20260807,2026-08-07 15:00:00,46.58,41.51,47.14,40.0,46.58,39.83,16.94702485563646,23934246.0,1064803357.0,stk_mins
301511.SZ,20260807,2026-08-07 15:00:00,90.9,79.12,93.86,78.45,90.9,78.22,16.210687803630798,67712683.0,5937157522.0,stk_mins
300672.SZ,20260807,2026-08-07 15:00:00,168.48,146.7,170.66,145.75,168.48,146.73,14.823144551216515,18398420.0,2998758012.0,stk_mins
301257.SZ,20260807,2026-08-07 15:00:00,47.2,40.92,47.79,40.9,47.2,41.17,14.6465873208647,10166989.0,454475564.7,stk_mins
301115.SZ,20260807,2026-08-07 15:00:00,30.88,27.2,31.35,26.51,30.88,26.98,14.45515196441809,9287927.0,273778166.76,stk_mins
300558.SZ,20260807,2026-08-07 15:00:00,70.21,61.05,70.49,60.81,70.21,61.39,14.367160775370568,30324919.0,2039154031.9,stk_mins
300759.SZ,20260807,2026-08-07 15:00:00,45.28,40.22,45.3,39.6,45.28,39.6,14.343434343434346,105485746.0,4576534399.5,stk_mins
301326.SZ,20260807,2026-08-07 15:00:00,105.01,95.0,108.0,93.98,105.01,91.93,14.228217121723041,4431502.0,451881204.06,stk_mins
300814.SZ,20260807,2026-08-07 15:00:00,141.99,125.51,145.66,125.51,141.99,125.28,13.338122605364,12777210.0,1753662389.8,stk_mins
301393.SZ,20260807,2026-08-07 15:00:00,65.67,58.58,65.8,58.21,65.67,58.21,12.815667411097742,4276213.0,268515590.2,stk_mins
301333.SZ,20260807,2026-08-07 15:00:00,56.81,50.17,57.1,50.01,56.81,50.5,12.495049504950506,5483887.0,296906786.9,stk_mins
300903.SZ,20260807,2026-08-07 15:00:00,72.33,67.4,72.68,66.0,72.33,64.32,12.453358208955233,61186427.0,4244926162.0,stk_mins
301520.SZ,20260807,2026-08-07 15:00:00,56.33,51.19,57.2,50.3,56.33,50.2,12.21115537848605,15996385.0,854337595.2099999,stk_mins
