trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260807,000506.SZ,招金黄金,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,000603.SZ,盛达资源,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/3
20260807,000676.SZ,智度股份,,,,,,,limit_list_d,0/0
20260807,000739.SZ,普洛药业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260807,000779.SZ,甘咨询,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260807,000831.SZ,中国稀土,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,001223.SZ,欧克科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,3/6
20260807,001267.SZ,汇绿生态,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,6/10
20260807,001296.SZ,长江材料,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002037.SZ,保利联合,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002080.SZ,中材科技,,,,,,,limit_list_d,2/4
20260807,002141.SZ,贤丰控股,,,,,,,limit_list_d,0/0
20260807,002194.SZ,武汉凡谷,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260807,002281.SZ,光迅科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260807,002365.SZ,永安药业,,,,,,,limit_list_d,0/0
20260807,002428.SZ,云南锗业,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,4/4
20260807,002437.SZ,誉衡药业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002443.SZ,金洲管道,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002552.SZ,宝鼎科技,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,5/6
20260807,002579.SZ,中京电子,,,,,,,limit_list_d,2/4
20260807,002589.SZ,瑞康医药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002631.SZ,德尔未来,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002636.SZ,金安国纪,,,,,,,limit_list_d,0/0
20260807,002698.SZ,博实股份,,,,,,,limit_list_d,0/0
20260807,002721.SZ,金一文化,,,,,,,limit_list_d,2/3
20260807,002741.SZ,光华科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002742.SZ,冀衡医药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002762.SZ,金发拉比,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002792.SZ,通宇通讯,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,4/5
20260807,002821.SZ,凯莱英,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260807,002827.SZ,高争民爆,,,,,,,limit_list_d,5/8
20260807,002900.SZ,哈三联,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260807,002913.SZ,奥士康,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260807,002938.SZ,鹏鼎控股,,,,,,,limit_list_d,0/0
20260807,002943.SZ,宇晶股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260807,002971.SZ,和远气体,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260807,002990.SZ,盛视科技,,,,,,,limit_list_d,2/4
