trade_date,ts_code,name,limit_type,close,up_limit,down_limit
20260210,000056.SZ,皇庭国际,,2.41,,
20260210,000070.SZ,特发信息,,16.12,,
20260210,000156.SZ,华数传媒,,9.83,,
20260210,000559.SZ,万向钱潮,,19.53,,
20260210,000681.SZ,视觉中国,,30.49,,
20260210,000815.SZ,美利云,,15.53,,
20260210,000818.SZ,航锦科技,,23.62,,
20260210,000839.SZ,国安股份,,3.27,,
20260210,000859.SZ,国风新材,,11.66,,
20260210,000892.SZ,欢瑞世纪,,8.97,,
20260210,001217.SZ,华尔泰,,15.14,,
20260210,001330.SZ,博纳影业,,12.47,,
20260210,002082.SZ,万邦德,,18.59,,
20260210,002099.SZ,海翔药业,,8.38,,
20260210,002159.SZ,三特索道,,18.37,,
20260210,002181.SZ,粤 传 媒,,13.23,,
20260210,002235.SZ,安妮股份,,10.71,,
20260210,002292.SZ,奥飞娱乐,,10.88,,
20260210,002302.SZ,西部建设,,6.72,,
20260210,002323.SZ,雅博股份,,2.16,,
20260210,002429.SZ,兆驰股份,,11.37,,
20260210,002438.SZ,江苏神通,,19.4,,
20260210,002455.SZ,百川股份,,13.48,,
20260210,002597.SZ,金禾实业,,26.22,,
20260210,002624.SZ,完美世界,,22.47,,
20260210,002655.SZ,共达电声,,14.08,,
20260210,002723.SZ,小崧股份,,10.56,,
20260210,002739.SZ,万达电影,,13.87,,
20260210,002806.SZ,华锋股份,,16.1,,
20260210,002905.SZ,金逸影视,,15.04,,
20260210,002969.SZ,嘉美包装,,30.42,,
20260210,300182.SZ,捷成股份,,8.45,,
20260210,300251.SZ,光线传媒,,25.56,,
20260210,300364.SZ,中文在线,,42.34,,
20260210,300528.SZ,幸福蓝海,,29.46,,
20260210,300749.SZ,顶固集创,,25.72,,
20260210,301025.SZ,读客文化,,13.9,,
20260210,301085.SZ,亚康股份,,77.82,,
20260210,301231.SZ,荣信文化,,50.69,,
20260210,600088.SH,中视传媒,,20.01,,
20260210,600207.SH,安彩高科,,5.61,,
20260210,600373.SH,中文传媒,,10.29,,
20260210,600482.SH,中国动力,,29.85,,
20260210,600589.SH,大位科技,,11.45,,
20260210,600715.SH,文投控股,,2.61,,
20260210,600814.SH,杭州解百,,9.64,,
20260210,600977.SH,中国电影,,20.74,,
20260210,601595.SH,上海电影,,35.78,,
20260210,601599.SH,浙文影业,,5.64,,
20260210,601869.SH,长飞光纤,,211.48,,
20260210,603000.SH,人民网,,26.27,,
20260210,603058.SH,永吉股份,,13.53,,
20260210,603103.SH,横店影视,,40.41,,
20260210,603115.SH,海星股份,,25.43,,
20260210,603256.SH,宏和科技,,60.55,,
20260210,603301.SH,振德医疗,,88.76,,
20260210,603320.SH,迪贝电气,,25.26,,
20260210,603328.SH,依顿电子,,12.35,,
20260210,603466.SH,风语筑,,10.96,,
20260210,603533.SH,掌阅科技,,28.26,,
20260210,603598.SH,引力传媒,,31.3,,
20260210,603729.SH,龙韵股份,,21.6,,
20260210,603888.SH,新华网,,27.23,,
20260210,603960.SH,克来机电,,24.55,,
20260210,603968.SH,醋化股份,,14.25,,
20260210,603980.SH,吉华集团,,7.93,,
20260210,603999.SH,读者传媒,,8.87,,
20260210,605060.SH,联德股份,,58.03,,
20260210,605287.SH,德才股份,,55.67,,
20260210,605599.SH,菜百股份,,24.5,,
