ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000525.SZ,20260210,红太阳,6.41,-4.6131,13.74,1035072948.0,171762140.36,126068534.84,297830675.2,-45693605.52,-4.41,28.77,7126381632.05,日振幅值达到15%的前5只证券
000559.SZ,20260210,万向钱潮,19.53,10.0282,6.93,4255897439.0,573671775.84,776352186.69,1350023962.53,202680410.85,4.76,31.72,64733048499.42,日涨幅偏离值达到7%的前5只证券
000681.SZ,20260210,视觉中国,30.49,9.9928,21.19,4206780248.0,521285452.06,630317497.51,1151602949.57,109032045.45,2.59,27.37,20619272377.07,日涨幅偏离值达到7%的前5只证券
000995.SZ,20260210,皇台酒业,17.03,-9.4149,26.78,822393526.0,101494922.0,116885805.88,218380727.88,15390883.88,1.87,26.55,3021258240.0,日跌幅偏离值达到7%的前5只证券
001220.SZ,20260210,世盟股份,45.53,-2.3381,36.11,369998334.0,30798035.61,61406856.84,92204892.45,30608821.23,8.27,24.92,1029371743.44,日换手率达到20%的前5只证券
001330.SZ,20260210,博纳影业,12.47,9.9647,6.1,4886570440.0,391875905.05,856583850.26,1248459755.31,464707945.21,9.51,25.55,17140251730.48,连续三个交易日内，涨幅偏离值累计达到20%的证券
001368.SZ,20260210,通达创智,28.2,-9.9904,24.14,225868183.0,62665264.0,30879161.0,93544425.0,-31786103.0,-14.07,41.42,904827991.8,日跌幅偏离值达到7%的前5只证券
002099.SZ,20260210,海翔药业,8.38,1.4528,15.59,3808413774.0,711816571.94,418330600.17,1130147172.11,-293485971.77,-7.71,29.68,13539548091.94,连续三个交易日内，涨幅偏离值累计达到20%的证券
002149.SZ,20260210,西部材料,49.31,-9.8208,20.26,5053356679.0,442056301.67,494137566.75,936193868.42,52081265.08,1.03,18.53,24070147600.94,日跌幅偏离值达到7%的前5只证券
002292.SZ,20260210,奥飞娱乐,10.88,10.0101,21.11,2248828737.0,186745912.34,242336855.99,429082768.33,55590943.65,2.47,19.08,11074412239.36,日涨幅偏离值达到7%的前5只证券
002323.SZ,20260210,雅博股份,2.16,10.2041,19.05,1278708073.0,175769166.63,166922391.32,342691557.95,-8846775.31,-0.69,26.8,4580024955.84,连续三个交易日内，涨幅偏离值累计达到20%的证券
002342.SZ,20260210,巨力索具,19.78,-1.001,36.66,6528380170.0,615829148.57,593694014.82,1209523163.39,-22135133.75,-0.34,18.53,18883768200.0,日换手率达到20%的前5只证券
002440.SZ,20260210,闰土股份,15.38,5.85,20.71,4803368984.0,655162956.19,466501378.86,1121664335.05,-188661577.33,-3.93,23.35,14554996329.22,连续三个交易日内，涨幅偏离值累计达到20%的证券
002455.SZ,20260210,百川股份,13.48,10.0408,1.76,1869371316.0,207590301.92,431949343.89,639539645.81,224359041.97,12.0,34.21,6999216275.12,连续三个交易日内，涨幅偏离值累计达到20%的证券
002506.SZ,20260210,协鑫集成,5.26,4.3651,35.24,10808487197.0,1477761300.3,971127619.59,2448888919.89,-506633680.71,-4.69,22.66,30741708517.02,日换手率达到20%的前5只证券
002506.SZ,20260210,协鑫集成,5.26,4.3651,35.24,20527887286.0,2079524839.44,1859779494.56,3939304334.0,-219745344.88,-1.07,19.19,30741708517.02,连续三个交易日内，涨幅偏离值累计达到20%的证券
002565.SZ,20260210,顺灏股份,16.55,-9.5628,18.53,3323897844.0,344002132.05,242757626.87,586759758.92,-101244505.18,-3.05,17.65,17542071909.1,日跌幅偏离值达到7%的前5只证券
002739.SZ,20260210,万达电影,13.87,9.9921,14.51,4049934188.0,448898053.14,298282580.86,747180634.0,-150615472.28,-3.72,18.45,29125785653.76,日涨幅偏离值达到7%的前5只证券
002830.SZ,20260210,名雕股份,30.8,-8.6595,46.19,965966148.0,168081357.02,71184876.89,239266233.91,-96896480.13,-10.03,24.77,2059057000.0,日振幅值达到15%的前5只证券
002842.SZ,20260210,翔鹭钨业,31.83,5.3974,20.2,5203783940.0,702308448.1,823436814.78,1525745262.88,121128366.68,2.33,29.32,8545155295.47,连续三个交易日内，涨幅偏离值累计达到20%的证券
002969.SZ,20260210,嘉美包装,30.42,10.0181,7.26,2349745635.0,136658429.22,158204282.11,294862711.33,21545852.89,0.92,12.55,33166156313.16,日涨幅偏离值达到7%的前5只证券
002995.SZ,20260210,天地在线,30.6,-10.0,40.14,1418851136.0,73570751.1,160507805.1,234078556.2,86937054.0,6.13,16.5,3439966564.8,日换手率达到20%的前5只证券
113646.SH,20260210,永吉转债,216.022,19.2267,,3322875840.0,695602900.0,700470510.0,1396073410.0,4867610.0,0.15,42.01,,"非上市首日,当日收盘价涨幅达15%的前五只可转债"
113646.SH,20260210,永吉转债,216.022,19.2267,,4973338440.0,987410610.0,992336340.0,1979746950.0,4925730.0,0.1,39.81,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债
127075.SZ,20260210,百川转2,201.488,6.6074,,13243142106.0,2302991297.91,2322544118.74,4625535416.65,19552820.83,0.15,34.93,,连续三个交易日内，涨幅偏离值累计达到30%的可转债
200056.SZ,20260210,皇庭B,0.74,7.2464,0.12,187896.0,120672.21,104177.27,224849.48,-16494.94,-8.78,119.67,2357974853.41,日涨幅偏离值达到7%的前5只证券
300182.SZ,20260210,捷成股份,8.45,20.0284,20.41,3741274135.0,342974660.25,645863889.29,988838549.54,302889229.04,8.1,26.43,19087722381.65,日涨幅达到15%的前5只证券
300182.SZ,20260210,捷成股份,8.45,20.0284,20.41,7335752155.0,579423843.5,862110906.93,1441534750.43,282687063.43,3.85,19.65,19087722381.65,连续三个交易日内，涨幅偏离值累计达到30%的证券
300251.SZ,20260210,光线传媒,25.56,20.0,11.92,7913129767.0,291417055.92,1194564442.54,1485981498.46,903147386.62,11.41,18.78,70938329655.6,日涨幅达到15%的前5只证券
300364.SZ,20260210,中文在线,42.34,20.0113,35.61,9547101557.0,1009239269.92,1088149738.26,2097389008.18,78910468.34,0.83,21.97,27961817532.82,日涨幅达到15%的前5只证券
