run_time_utc,trade_date,ts_code,name,Probability,_prob_src,StrengthScore,ThemeBoost,seal_amount,open_times,turnover_rate,prob_lr,prob_lgbm,prob_rule,raw_final_score,final_score_base,final_score_v2,intraday_total_penalty,strength_plus_score,intraday_status,intraday_missing_reason,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_available,auction_available,risk_level,risk_label,risk_tags,is_sample_mature,mature_reason,label_delay_flag,y_limit_hit,y_next_ret,learnable_flag,reject_reason,sample_quality_grade,batch_quality_score,gate_version,label_version,verify_date,close,prob_final
2026-02-26T22:12:52Z,20260122,000036.SZ,华联控股,0.0333490370230944,lgbm,68.866667,0.0,81563917.0,3.0,6.2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,0.02945508100147287,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,6.79,
2026-02-26T22:12:52Z,20260122,000407.SZ,胜利股份,0.0222493042203422,lgbm,62.653333,0.0,101841292.0,0.0,19.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,0.005639097744360777,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,5.32,
2026-02-26T22:12:52Z,20260122,000670.SZ,盈方微,0.6616656841395044,lgbm,74.253333,1.0,619480607.0,0.0,2.2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.058309037900874605,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,10.29,
2026-02-26T22:12:52Z,20260122,000839.SZ,国安股份,0.0329197098461166,lgbm,70.56,0.0,72257046.0,1.0,5.6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.026936026936026924,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,2.97,
2026-02-26T22:12:52Z,20260122,000880.SZ,潍柴重机,0.7254638282362816,lgbm,63.506667,0.7946272018253463,256921807.0,1.0,11.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,0.04025020397062806,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,36.77,
2026-02-26T22:12:52Z,20260122,000927.SZ,中国铁物,0.2302205241747336,lgbm,53.48,0.2601553699246989,140483725.0,0.0,11.0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.027118644067796627,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,2.95,
2026-02-26T22:12:52Z,20260122,000968.SZ,蓝焰控股,0.0170170736647309,lgbm,72.546667,0.0486585167657964,97035561.0,0.0,5.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.01851851851851849,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,8.1,
2026-02-26T22:12:52Z,20260122,001202.SZ,炬申股份,0.6683271731216736,lgbm,55.8,0.2601553699246989,449984327.0,1.0,32.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.08599729851418281,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,22.21,
2026-02-26T22:12:52Z,20260122,001288.SZ,运机集团,0.0075891796571442,lgbm,68.866667,0.7946272018253463,68019055.0,0.0,11.3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,0.0,-0.008859674192626565,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,34.99,
2026-02-26T22:12:52Z,20260122,001316.SZ,润贝航科,0.0412837382321754,lgbm,73.413333,0.0,85970416.0,0.0,11.8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,next_trade_truth_ready,0,1.0,0.10004151100041514,1,,A,97.0,V3_GATE_V1,V3_LABEL_V1,20260123,48.18,
