run_time_utc,trade_date,ts_code,name,ThemeBoost,板块,theme_main,theme_heat,board_rank,lhb_flag,lhb_net_buy,north_money_flag,theme_feature_count,theme_quality_flag
2026-02-26T22:12:51Z,20260122,002629.SZ,仁智股份,0.0486585167657964,石油开采,,,,,,,,
2026-02-26T22:12:51Z,20260122,002636.SZ,金安国纪,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,002639.SZ,雪人集团,0.8746272018253463,专用机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,002716.SZ,湖南白银,0.08,小金属,,,,,,,,
2026-02-26T22:12:51Z,20260122,002815.SZ,崇达技术,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,002865.SZ,钧达股份,0.479801681970459,电气设备,,,,,,,,
2026-02-26T22:12:51Z,20260122,002931.SZ,锋龙股份,0.6230854212758787,机械基件,,,,,,,,
2026-02-26T22:12:51Z,20260122,002938.SZ,鹏鼎控股,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,002943.SZ,宇晶股份,0.0,机床制造,,,,,,,,
2026-02-26T22:12:51Z,20260122,002969.SZ,嘉美包装,0.0,广告包装,,,,,,,,
2026-02-26T22:12:51Z,20260122,002985.SZ,北摩高科,0.3601210427490234,航空,,,,,,,,
2026-02-26T22:12:51Z,20260122,300454.SZ,深信服,0.08,软件服务,,,,,,,,
2026-02-26T22:12:51Z,20260122,300592.SZ,华凯易佰,0.08,互联网,,,,,,,,
2026-02-26T22:12:51Z,20260122,300737.SZ,科顺股份,0.08,其他建材,,,,,,,,
2026-02-26T22:12:51Z,20260122,300775.SZ,三角防务,0.4401210427490234,航空,,,,,,,,
2026-02-26T22:12:51Z,20260122,300828.SZ,锐新科技,0.6230854212758787,机械基件,,,,,,,,
2026-02-26T22:12:51Z,20260122,301286.SZ,侨源股份,0.08,化工原料,,,,,,,,
2026-02-26T22:12:51Z,20260122,600058.SH,五矿发展,0.0,商贸代理,,,,,,,,
2026-02-26T22:12:51Z,20260122,600192.SH,长城电工,0.479801681970459,电气设备,,,,,,,,
2026-02-26T22:12:51Z,20260122,600330.SH,天通股份,0.7946272018253463,专用机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,600391.SH,航发科技,0.3601210427490234,航空,,,,,,,,
2026-02-26T22:12:51Z,20260122,600403.SH,大有能源,0.0,煤炭开采,,,,,,,,
2026-02-26T22:12:51Z,20260122,600477.SH,杭萧钢构,0.0,钢加工,,,,,,,,
2026-02-26T22:12:51Z,20260122,600759.SH,洲际油气,0.1286585167657964,石油开采,,,,,,,,
2026-02-26T22:12:51Z,20260122,600770.SH,综艺股份,0.08,综合类,,,,,,,,
2026-02-26T22:12:51Z,20260122,600868.SH,梅雁吉祥,0.08,水力发电,,,,,,,,
2026-02-26T22:12:51Z,20260122,601106.SH,中国一重,0.08,工程机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,601212.SH,白银有色,0.08,铜,,,,,,,,
2026-02-26T22:12:51Z,20260122,601608.SH,中信重工,0.8746272018253463,专用机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,601992.SH,金隅集团,0.08,水泥,,,,,,,,
2026-02-26T22:12:51Z,20260122,603040.SH,新坐标,0.2566570212508551,汽车配件,,,,,,,,
2026-02-26T22:12:51Z,20260122,603078.SH,江化微,0.0,半导体,,,,,,,,
2026-02-26T22:12:51Z,20260122,603095.SH,越剑智能,0.0,纺织机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,603220.SH,中贝通信,0.0,通信设备,,,,,,,,
2026-02-26T22:12:51Z,20260122,603256.SH,宏和科技,0.1869133379015616,玻璃,,,,,,,,
2026-02-26T22:12:51Z,20260122,603305.SH,旭升集团,0.1766570212508551,汽车配件,,,,,,,,
2026-02-26T22:12:51Z,20260122,603601.SH,再升科技,0.1069133379015616,玻璃,,,,,,,,
2026-02-26T22:12:51Z,20260122,603608.SH,天创时尚,0.08,服饰,,,,,,,,
2026-02-26T22:12:51Z,20260122,603665.SH,康隆达,0.0,服饰,,,,,,,,
2026-02-26T22:12:51Z,20260122,603778.SH,国晟科技,0.559801681970459,电气设备,,,,,,,,
2026-02-26T22:12:51Z,20260122,605118.SH,力鼎光电,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,605277.SH,新亚电子,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,605488.SH,福莱新材,0.0,塑料,,,,,,,,
2026-02-26T22:12:51Z,20260122,688195.SH,腾景科技,1.0,元器件,,,,,,,,
2026-02-26T22:12:51Z,20260122,688316.SH,青云科技-U,0.08,软件服务,,,,,,,,
2026-02-26T22:12:51Z,20260122,688699.SH,明微电子,0.08,半导体,,,,,,,,
2026-02-26T22:12:51Z,20260122,920014.BJ,特瑞斯,0.8746272018253463,专用机械,,,,,,,,
2026-02-26T22:12:51Z,20260122,920427.BJ,华维设计,0.08,建筑工程,,,,,,,,
2026-02-22T23:56:28Z,20260123,000159.SZ,国际实业,0.0,石油贸易,,,,,,,,
2026-02-22T23:56:28Z,20260123,000561.SZ,烽火电子,0.2601553699246989,通信设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,000565.SZ,渝三峡Ａ,0.0,染料涂料,,,,,,,,
2026-02-22T23:56:28Z,20260123,000591.SZ,太阳能,0.0,新型电力,,,,,,,,
2026-02-22T23:56:28Z,20260123,000592.SZ,平潭发展,0.0,林业,,,,,,,,
2026-02-22T23:56:28Z,20260123,000593.SZ,德龙汇能,0.0,供气供热,,,,,,,,
2026-02-22T23:56:28Z,20260123,000603.SZ,盛达资源,0.08,铅锌,,,,,,,,
2026-02-22T23:56:28Z,20260123,000607.SZ,华媒控股,0.0,广告包装,,,,,,,,
2026-02-22T23:56:28Z,20260123,000630.SZ,铜陵有色,0.08,铜,,,,,,,,
2026-02-22T23:56:28Z,20260123,000751.SZ,锌业股份,0.0,铅锌,,,,,,,,
2026-02-22T23:56:28Z,20260123,000990.SZ,诚志股份,0.1766570212508551,化工原料,,,,,,,,
2026-02-22T23:56:28Z,20260123,001203.SZ,大中矿业,0.0,普钢,,,,,,,,
2026-02-22T23:56:28Z,20260123,001223.SZ,欧克科技,0.7946272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,001316.SZ,润贝航科,0.08,批发业,,,,,,,,
2026-02-22T23:56:28Z,20260123,001400.SZ,江顺科技,0.7946272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,002088.SZ,鲁阳节能,0.0,矿物制品,,,,,,,,
2026-02-22T23:56:28Z,20260123,002112.SZ,三变科技,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002149.SZ,西部材料,0.08,小金属,,,,,,,,
2026-02-22T23:56:28Z,20260123,002150.SZ,正泰电源,0.479801681970459,机械基件,,,,,,,,
2026-02-22T23:56:28Z,20260123,002202.SZ,金风科技,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002218.SZ,拓日新能,0.0,新型电力,,,,,,,,
2026-02-22T23:56:28Z,20260123,002323.SZ,雅博股份,0.0486585167657964,建筑工程,,,,,,,,
2026-02-22T23:56:28Z,20260123,002339.SZ,积成电子,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002342.SZ,巨力索具,0.559801681970459,机械基件,,,,,,,,
2026-02-22T23:56:28Z,20260123,002405.SZ,四维图新,0.0,软件服务,,,,,,,,
2026-02-22T23:56:28Z,20260123,002471.SZ,中超控股,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002492.SZ,恒基达鑫,0.0,仓储物流,,,,,,,,
2026-02-22T23:56:28Z,20260123,002506.SZ,协鑫集成,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002623.SZ,亚玛顿,0.0,玻璃,,,,,,,,
2026-02-22T23:56:28Z,20260123,002636.SZ,金安国纪,0.7030854212758787,元器件,,,,,,,,
2026-02-22T23:56:28Z,20260123,002658.SZ,雪迪龙,0.0,环境保护,,,,,,,,
2026-02-22T23:56:28Z,20260123,002667.SZ,威领股份,0.0,小金属,,,,,,,,
2026-02-22T23:56:28Z,20260123,002679.SZ,福建金森,0.0,林业,,,,,,,,
2026-02-22T23:56:28Z,20260123,002721.SZ,金一文化,0.0,服饰,,,,,,,,
2026-02-22T23:56:28Z,20260123,002780.SZ,三夫户外,0.0,服饰,,,,,,,,
2026-02-22T23:56:28Z,20260123,002792.SZ,通宇通讯,0.3401553699246989,通信设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002810.SZ,山东赫达,0.1766570212508551,化工原料,,,,,,,,
2026-02-22T23:56:28Z,20260123,002865.SZ,钧达股份,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,002931.SZ,锋龙股份,0.559801681970459,机械基件,,,,,,,,
2026-02-22T23:56:28Z,20260123,002943.SZ,宇晶股份,0.0,机床制造,,,,,,,,
2026-02-22T23:56:28Z,20260123,002993.SZ,奥海科技,0.6230854212758787,元器件,,,,,,,,
2026-02-22T23:56:28Z,20260123,003038.SZ,鑫铂股份,0.0,铝,,,,,,,,
2026-02-22T23:56:28Z,20260123,003041.SZ,真爱美家,0.0,纺织,,,,,,,,
2026-02-22T23:56:28Z,20260123,003042.SZ,中农联合,0.0,农药化肥,,,,,,,,
2026-02-22T23:56:28Z,20260123,300051.SZ,琏升科技,0.0,综合类,,,,,,,,
2026-02-22T23:56:28Z,20260123,300102.SZ,乾照光电,0.1869133379015616,半导体,,,,,,,,
2026-02-22T23:56:28Z,20260123,300118.SZ,东方日升,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,300345.SZ,华民股份,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,300385.SZ,雪浪环境,0.0,环境保护,,,,,,,,
2026-02-22T23:56:28Z,20260123,300436.SZ,广生堂,0.0,化学制药,,,,,,,,
2026-02-22T23:56:28Z,20260123,300724.SZ,捷佳伟创,0.8746272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,300751.SZ,迈为股份,0.8746272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,300780.SZ,德恩精工,0.559801681970459,机械基件,,,,,,,,
2026-02-22T23:56:28Z,20260123,300861.SZ,美畅股份,0.0,矿物制品,,,,,,,,
2026-02-22T23:56:28Z,20260123,300986.SZ,志特新材,0.0486585167657964,建筑工程,,,,,,,,
2026-02-22T23:56:28Z,20260123,301149.SZ,隆华新材,0.1766570212508551,化工原料,,,,,,,,
2026-02-22T23:56:28Z,20260123,301232.SZ,飞沃科技,0.559801681970459,机械基件,,,,,,,,
2026-02-22T23:56:28Z,20260123,600076.SH,康欣新材,0.0,广告包装,,,,,,,,
2026-02-22T23:56:28Z,20260123,600118.SH,中国卫星,0.0,航空,,,,,,,,
2026-02-22T23:56:28Z,20260123,600293.SH,三峡新材,0.0,玻璃,,,,,,,,
2026-02-22T23:56:28Z,20260123,600307.SH,酒钢宏兴,0.08,普钢,,,,,,,,
2026-02-22T23:56:28Z,20260123,600340.SH,华夏幸福,0.0,园区开发,,,,,,,,
2026-02-22T23:56:28Z,20260123,600481.SH,双良节能,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,600498.SH,烽火通信,0.2601553699246989,通信设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,600531.SH,豫光金铅,0.0,铅锌,,,,,,,,
2026-02-22T23:56:28Z,20260123,600537.SH,亿晶光电,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,600552.SH,凯盛科技,0.6230854212758787,元器件,,,,,,,,
2026-02-22T23:56:28Z,20260123,600586.SH,金晶科技,0.08,玻璃,,,,,,,,
2026-02-22T23:56:28Z,20260123,600732.SH,爱旭股份,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,600774.SH,汉商集团,0.0,化学制药,,,,,,,,
2026-02-22T23:56:28Z,20260123,600879.SH,航天电子,0.0,航空,,,,,,,,
2026-02-22T23:56:28Z,20260123,600916.SH,中国黄金,0.0,服饰,,,,,,,,
2026-02-22T23:56:28Z,20260123,600959.SH,江苏有线,0.0,影视音像,,,,,,,,
2026-02-22T23:56:28Z,20260123,600986.SH,浙文互联,0.08,互联网,,,,,,,,
2026-02-22T23:56:28Z,20260123,601012.SH,隆基绿能,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,601118.SH,海南橡胶,0.08,橡胶,,,,,,,,
2026-02-22T23:56:28Z,20260123,601212.SH,白银有色,0.08,铜,,,,,,,,
2026-02-22T23:56:28Z,20260123,601615.SH,明阳智能,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,601702.SH,华峰铝业,0.0,铝,,,,,,,,
2026-02-22T23:56:28Z,20260123,603051.SH,鹿山新材,0.3601210427490234,塑料,,,,,,,,
2026-02-22T23:56:28Z,20260123,603078.SH,江化微,0.1869133379015616,半导体,,,,,,,,
2026-02-22T23:56:28Z,20260123,603095.SH,越剑智能,0.08,纺织机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,603130.SH,云中马,0.08,纺织,,,,,,,,
2026-02-22T23:56:28Z,20260123,603138.SH,海量数据,0.0,软件服务,,,,,,,,
2026-02-22T23:56:28Z,20260123,603200.SH,上海洗霸,0.0,环境保护,,,,,,,,
2026-02-22T23:56:28Z,20260123,603212.SH,赛伍技术,0.3601210427490234,塑料,,,,,,,,
2026-02-22T23:56:28Z,20260123,603396.SH,金辰股份,0.7946272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,603612.SH,索通发展,0.0,矿物制品,,,,,,,,
2026-02-22T23:56:28Z,20260123,603773.SH,沃格光电,0.6230854212758787,元器件,,,,,,,,
2026-02-22T23:56:28Z,20260123,603806.SH,福斯特,0.3601210427490234,塑料,,,,,,,,
2026-02-22T23:56:28Z,20260123,603878.SH,武进不锈,0.08,钢加工,,,,,,,,
2026-02-22T23:56:28Z,20260123,603920.SH,世运电路,0.6230854212758787,元器件,,,,,,,,
2026-02-22T23:56:28Z,20260123,603939.SH,益丰药房,0.0,医药商业,,,,,,,,
2026-02-22T23:56:28Z,20260123,605016.SH,百龙创园,0.0,食品,,,,,,,,
2026-02-22T23:56:28Z,20260123,605598.SH,上海港湾,0.0486585167657964,建筑工程,,,,,,,,
2026-02-22T23:56:28Z,20260123,688002.SH,睿创微纳,0.3401553699246989,通信设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,688223.SH,晶科能源,1.0,电气设备,,,,,,,,
2026-02-22T23:56:28Z,20260123,688270.SH,臻镭科技,0.1869133379015616,半导体,,,,,,,,
2026-02-22T23:56:28Z,20260123,688323.SH,瑞华泰,0.4401210427490234,塑料,,,,,,,,
2026-02-22T23:56:28Z,20260123,688516.SH,奥特维,0.8746272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,688556.SH,高测股份,0.7946272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,688726.SH,拉普拉斯,0.8746272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,920368.BJ,连城数控,0.8746272018253463,专用机械,,,,,,,,
2026-02-22T23:56:28Z,20260123,920414.BJ,欧普泰,0.08,电器仪表,,,,,,,,
2026-02-22T23:45:32Z,20260126,000078.SZ,海王生物,0.0,医药商业,,,,,,,,
2026-02-22T23:45:32Z,20260126,000426.SZ,兴业银锡,0.559801681970459,铅锌,,,,,,,,
2026-02-22T23:45:32Z,20260126,000506.SZ,招金黄金,0.7946272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,000593.SZ,德龙汇能,0.08,供气供热,,,,,,,,
2026-02-22T23:45:32Z,20260126,000603.SZ,盛达资源,0.479801681970459,铅锌,,,,,,,,
2026-02-22T23:45:32Z,20260126,000629.SZ,钒钛股份,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,000630.SZ,铜陵有色,0.2566570212508551,铜,,,,,,,,
2026-02-22T23:45:32Z,20260126,000657.SZ,中钨高新,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,000751.SZ,锌业股份,0.559801681970459,铅锌,,,,,,,,
2026-02-22T23:45:32Z,20260126,000815.SZ,美利云,0.0,通信设备,,,,,,,,
2026-02-22T23:45:32Z,20260126,001277.SZ,速达股份,0.3601210427490234,专用机械,,,,,,,,
2026-02-22T23:45:32Z,20260126,001288.SZ,运机集团,0.3601210427490234,专用机械,,,,,,,,
2026-02-22T23:45:32Z,20260126,001337.SZ,四川黄金,0.8746272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,002009.SZ,天奇股份,0.0,工程机械,,,,,,,,
2026-02-22T23:45:32Z,20260126,002022.SZ,科华生物,0.6230854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,002030.SZ,达安基因,0.6230854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,002155.SZ,湖南黄金,0.7946272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,002165.SZ,红 宝 丽,0.0,化工原料,,,,,,,,
2026-02-22T23:45:32Z,20260126,002201.SZ,九鼎新材,0.08,玻璃,,,,,,,,
2026-02-22T23:45:32Z,20260126,002218.SZ,拓日新能,0.08,新型电力,,,,,,,,
2026-02-22T23:45:32Z,20260126,002237.SZ,恒邦股份,0.7946272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,002378.SZ,章源钨业,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,002506.SZ,协鑫集成,0.08,电气设备,,,,,,,,
2026-02-22T23:45:32Z,20260126,002524.SZ,光正眼科,0.6230854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,002575.SZ,群兴玩具,0.0,文教休闲,,,,,,,,
2026-02-22T23:45:32Z,20260126,002623.SZ,亚玛顿,0.08,玻璃,,,,,,,,
2026-02-22T23:45:32Z,20260126,002667.SZ,威领股份,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,002716.SZ,湖南白银,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,002728.SZ,特一药业,0.0,中成药,,,,,,,,
2026-02-22T23:45:32Z,20260126,002842.SZ,翔鹭钨业,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,002995.SZ,天地在线,0.1069133379015616,互联网,,,,,,,,
2026-02-22T23:45:32Z,20260126,003042.SZ,中农联合,0.08,农药化肥,,,,,,,,
2026-02-22T23:45:32Z,20260126,300017.SZ,网宿科技,0.3401553699246989,软件服务,,,,,,,,
2026-02-22T23:45:32Z,20260126,300139.SZ,晓程科技,0.8746272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,300463.SZ,迈克生物,0.7030854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,300639.SZ,凯普生物,0.6230854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,300871.SZ,回盛生物,0.08,农业综合,,,,,,,,
2026-02-22T23:45:32Z,20260126,301207.SZ,华兰疫苗,0.08,生物制药,,,,,,,,
2026-02-22T23:45:32Z,20260126,301548.SZ,崇德科技,0.0,机械基件,,,,,,,,
2026-02-22T23:45:32Z,20260126,600078.SH,澄星股份,0.0,化工原料,,,,,,,,
2026-02-22T23:45:32Z,20260126,600173.SH,卧龙新能,0.0486585167657964,全国地产,,,,,,,,
2026-02-22T23:45:32Z,20260126,600489.SH,中金黄金,0.7946272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,600531.SH,豫光金铅,0.559801681970459,铅锌,,,,,,,,
2026-02-22T23:45:32Z,20260126,600589.SH,大位科技,0.2601553699246989,软件服务,,,,,,,,
2026-02-22T23:45:32Z,20260126,600736.SH,苏州高新,0.08,园区开发,,,,,,,,
2026-02-22T23:45:32Z,20260126,600759.SH,洲际油气,0.0,石油开采,,,,,,,,
2026-02-22T23:45:32Z,20260126,600789.SH,鲁抗医药,0.0,化学制药,,,,,,,,
2026-02-22T23:45:32Z,20260126,600791.SH,京能置业,0.0486585167657964,全国地产,,,,,,,,
2026-02-22T23:45:32Z,20260126,600916.SH,中国黄金,0.08,服饰,,,,,,,,
2026-02-22T23:45:32Z,20260126,600986.SH,浙文互联,0.1869133379015616,互联网,,,,,,,,
2026-02-22T23:45:32Z,20260126,601069.SH,西部黄金,0.7946272018253463,黄金,,,,,,,,
2026-02-22T23:45:32Z,20260126,601168.SH,西部矿业,0.1766570212508551,铜,,,,,,,,
2026-02-22T23:45:32Z,20260126,601212.SH,白银有色,0.2566570212508551,铜,,,,,,,,
2026-02-22T23:45:32Z,20260126,601226.SH,华电科工,0.08,建筑工程,,,,,,,,
2026-02-22T23:45:32Z,20260126,601615.SH,明阳智能,0.08,电气设备,,,,,,,,
2026-02-22T23:45:32Z,20260126,601869.SH,长飞光纤,0.0,通信设备,,,,,,,,
2026-02-22T23:45:32Z,20260126,601958.SH,金钼股份,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,603045.SH,福达合金,1.0,小金属,,,,,,,,
2026-02-22T23:45:32Z,20260126,603132.SH,金徽股份,0.559801681970459,铅锌,,,,,,,,
2026-02-22T23:45:32Z,20260126,603271.SH,永杰新材,0.0,铝,,,,,,,,
2026-02-22T23:45:32Z,20260126,603331.SH,百达精工,0.3601210427490234,专用机械,,,,,,,,
2026-02-22T23:45:32Z,20260126,603353.SH,和顺石油,0.0,石油贸易,,,,,,,,
2026-02-22T23:45:32Z,20260126,603578.SH,三星新材,0.0,家用电器,,,,,,,,
2026-02-22T23:45:32Z,20260126,603619.SH,中曼石油,0.0,石油开采,,,,,,,,
2026-02-22T23:45:32Z,20260126,603895.SH,天永智能,0.3601210427490234,专用机械,,,,,,,,
2026-02-22T23:45:32Z,20260126,603958.SH,哈森股份,0.0,服饰,,,,,,,,
2026-02-22T23:45:32Z,20260126,605056.SH,咸亨国际,0.0,电器仪表,,,,,,,,
2026-02-22T23:45:32Z,20260126,688158.SH,优刻得-W,0.3401553699246989,软件服务,,,,,,,,
2026-02-22T23:45:32Z,20260126,688317.SH,之江生物,0.7030854212758787,医疗保健,,,,,,,,
2026-02-22T23:45:32Z,20260126,688323.SH,瑞华泰,0.08,塑料,,,,,,,,
2026-02-22T23:45:32Z,20260126,688670.SH,金迪克,0.08,生物制药,,,,,,,,
2026-02-22T23:44:27Z,20260127,000506.SZ,招金黄金,0.3401553699246989,黄金,,,,,,,,
2026-02-22T23:44:27Z,20260127,000592.SZ,平潭发展,0.08,林业,,,,,,,,
2026-02-22T23:44:27Z,20260127,000659.SZ,珠海中富,0.0,广告包装,,,,,,,,
2026-02-22T23:44:27Z,20260127,000738.SZ,航发控制,0.479801681970459,航空,,,,,,,,
2026-02-22T23:44:27Z,20260127,001267.SZ,汇绿生态,0.0,建筑工程,,,,,,,,
2026-02-22T23:44:27Z,20260127,001311.SZ,多利科技,0.0,汽车配件,,,,,,,,
2026-02-22T23:44:27Z,20260127,001337.SZ,四川黄金,0.3401553699246989,黄金,,,,,,,,
2026-02-22T23:44:27Z,20260127,002009.SZ,天奇股份,0.08,工程机械,,,,,,,,
2026-02-22T23:44:27Z,20260127,002030.SZ,达安基因,0.8746272018253463,医疗保健,,,,,,,,
2026-02-22T23:44:27Z,20260127,002115.SZ,三维通信,0.1766570212508551,互联网,,,,,,,,
2026-02-22T23:44:27Z,20260127,002119.SZ,康强电子,1.0,半导体,,,,,,,,
2026-02-22T23:44:27Z,20260127,002150.SZ,正泰电源,0.0,机械基件,,,,,,,,
2026-02-22T23:44:27Z,20260127,002155.SZ,湖南黄金,0.3401553699246989,黄金,,,,,,,,
2026-02-22T23:44:27Z,20260127,002185.SZ,华天科技,1.0,半导体,,,,,,,,
2026-02-22T23:44:27Z,20260127,002218.SZ,拓日新能,0.0,新型电力,,,,,,,,
2026-02-22T23:44:27Z,20260127,002291.SZ,遥望科技,0.0,广告包装,,,,,,,,
2026-02-22T23:44:27Z,20260127,002446.SZ,盛路通信,0.3601210427490234,通信设备,,,,,,,,
2026-02-22T23:44:27Z,20260127,002524.SZ,光正眼科,0.8746272018253463,医疗保健,,,,,,,,
2026-02-22T23:44:27Z,20260127,002634.SZ,棒杰股份,0.0,服饰,,,,,,,,
2026-02-22T23:44:27Z,20260127,002796.SZ,世嘉科技,0.3601210427490234,通信设备,,,,,,,,
2026-02-22T23:44:27Z,20260127,002943.SZ,宇晶股份,0.0,机床制造,,,,,,,,
2026-02-22T23:44:27Z,20260127,002995.SZ,天地在线,0.2566570212508551,互联网,,,,,,,,
2026-02-22T23:44:27Z,20260127,003031.SZ,中瓷电子,0.1069133379015616,元器件,,,,,,,,
2026-02-22T23:44:27Z,20260127,003042.SZ,中农联合,0.08,农药化肥,,,,,,,,
