ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000506.SZ,20260127,招金黄金,23.57,9.986,14.26,3024585144.0,328494925.99,496484573.43,824979499.42,167989647.44,5.55,27.28,21886733388.77,日涨幅偏离值达到7%的前5只证券
000506.SZ,20260127,招金黄金,23.57,9.986,14.26,4810348067.0,429157956.88,790548761.19,1219706718.07,361390804.31,7.51,25.36,21886733388.77,连续三个交易日内，涨幅偏离值累计达到20%的证券
000592.SZ,20260127,平潭发展,10.68,9.9897,13.8,2726242636.0,137915970.47,1069235274.79,1207151245.26,931319304.32,34.16,44.28,20453187355.32,日涨幅偏离值达到7%的前5只证券
000670.SZ,20260127,盈方微,9.12,-7.9717,19.23,1436077608.0,151042316.36,113879697.0,264922013.36,-37162619.36,-2.59,18.45,7495389237.6,日跌幅偏离值达到7%的前5只证券
000688.SZ,20260127,国城矿业,29.68,-8.1967,3.92,1381809369.0,307106341.42,218988811.36,526095152.78,-88117530.06,-6.38,38.07,35172681296.48,日跌幅偏离值达到7%的前5只证券
000711.SZ,20260127,ST京蓝,1.89,3.8462,10.11,901083592.0,126224251.29,61286585.76,187510837.05,-64937665.53,-7.21,20.81,4320036719.46,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000987.SZ,20260127,越秀资本,10.73,-8.2121,4.27,2307714957.0,426819234.62,183080396.95,609899631.57,-243738837.67,-10.56,26.43,53804782117.02,日跌幅偏离值达到7%的前5只证券
001280.SZ,20260127,中国铀业,91.4,-7.5741,32.27,4777289500.0,1015015245.15,577041457.28,1592056702.43,-437973787.87,-9.17,33.33,14449175472.6,日换手率达到20%的前5只证券
001337.SZ,20260127,四川黄金,60.78,10.009,20.55,3450242258.0,390118726.87,329615642.6,719734369.47,-60503084.27,-1.75,20.86,17532355680.0,日涨幅偏离值达到7%的前5只证券
002009.SZ,20260127,天奇股份,28.72,9.9962,27.92,2803257564.0,314825013.32,261921567.23,576746580.55,-52903446.09,-1.89,20.57,10170400181.68,日涨幅偏离值达到7%的前5只证券
002009.SZ,20260127,天奇股份,28.72,9.9962,27.92,2982135608.0,324081008.32,261921567.23,586002575.55,-62159441.09,-2.08,19.65,10170400181.68,连续三个交易日内，涨幅偏离值累计达到20%的证券
002030.SZ,20260127,达安基因,7.71,9.9857,19.35,2427389709.0,214595741.08,187525415.69,402121156.77,-27070325.39,-1.12,16.57,10820568906.72,连续三个交易日内，涨幅偏离值累计达到20%的证券
002112.SZ,20260127,三变科技,22.2,-3.3943,34.3,1989240898.0,250358657.01,202629833.68,452988490.69,-47728823.33,-2.4,22.77,5818166010.0,日换手率达到20%的前5只证券
002155.SZ,20260127,湖南黄金,27.8,10.0119,0.19,285794517.0,79334322.43,130190366.7,209524689.13,50856044.27,17.79,73.31,43437785144.6,连续三个交易日内，涨幅偏离值累计达到20%的证券
