trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260226,000010.SZ,美丽生态,U,4.07,4.07,3.33,0,24643036.0,143930,143930,24643036.0
20260226,000534.SZ,万泽股份,U,38.96,38.96,31.88,1,74137568.0,130012,130536,74137568.0
20260226,000546.SZ,金圆股份,U,6.83,6.83,5.59,0,99459826.0,92500,92500,99459826.0
20260226,000826.SZ,启迪环境,U,2.77,2.77,2.27,0,54429691.0,143439,143439,54429691.0
20260226,000890.SZ,法尔胜,U,8.02,8.02,6.56,0,32493030.0,94357,94357,32493030.0
20260226,000899.SZ,赣能股份,U,13.28,13.28,10.86,0,181974498.0,93654,93654,181974498.0
20260226,001209.SZ,洪兴股份,U,29.56,29.56,24.18,0,488468358.0,95018,95018,488468358.0
20260226,001339.SZ,智微智能,U,59.14,59.14,48.38,0,193461665.0,93736,93736,193461665.0
20260226,001389.SZ,广合科技,U,117.67,117.67,96.27,0,138493353.0,94245,94245,138493353.0
20260226,001400.SZ,江顺科技,U,116.12,116.12,95.0,0,75013520.0,130112,130112,75013520.0
20260226,001896.SZ,豫能控股,U,12.13,12.13,9.93,1,274441334.0,93142,93248,274441334.0
20260226,002008.SZ,大族激光,U,69.72,69.72,57.04,2,119855652.0,100703,100906,119855652.0
20260226,002095.SZ,生 意 宝,U,20.0,20.0,16.36,0,77932240.0,104657,104657,77932240.0
20260226,002099.SZ,海翔药业,U,8.83,8.83,7.23,0,85494709.0,93236,93236,85494709.0
20260226,002141.SZ,贤丰控股,U,4.4,4.4,3.6,2,191060320.0,93039,93221,191060320.0
20260226,002162.SZ,悦心健康,U,5.8,5.8,4.74,2,46465511.0,94957,95254,46465511.0
20260226,002272.SZ,川润股份,U,19.21,19.21,15.71,0,157032145.0,101906,101906,157032145.0
20260226,002283.SZ,天润工业,U,11.06,11.06,9.05,0,46376747.0,102915,102915,46376747.0
20260226,002286.SZ,保龄宝,U,11.61,11.61,9.5,0,46161568.0,131645,131645,46161568.0
20260226,002350.SZ,北京科锐,U,11.2,11.2,9.16,0,166618704.0,94330,94330,166618704.0
20260226,002378.SZ,章源钨业,U,36.91,36.91,30.2,1,111315761.0,94524,130539,111315761.0
20260226,002428.SZ,云南锗业,U,44.39,44.39,36.32,0,387002629.0,93118,93118,387002629.0
20260226,002463.SZ,沪电股份,U,85.36,85.36,69.84,3,85797811.0,103551,145651,85797811.0
20260226,002470.SZ,金正大,U,2.82,2.82,2.3,0,240830256.0,92500,92500,240830256.0
20260226,002478.SZ,常宝股份,U,12.71,12.71,10.4,2,90383593.0,110815,131006,90383593.0
