ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
688004.SH,20260915,2026-09-15 15:00:00,27.38,27.38,27.38,26.38,27.38,22.82,19.98247151621384,12576399.0,342112646.0,stk_mins
688216.SH,20260915,2026-09-15 15:00:00,37.11,34.41,38.41,34.04,37.11,32.01,15.932521087160278,19794258.0,725775871.0,stk_mins
300905.SZ,20260915,2026-09-15 15:00:00,40.55,35.1,42.12,34.91,40.55,35.1,15.52706552706551,24454724.0,982068940.8,stk_mins
301662.SZ,20260915,2026-09-15 15:00:00,67.5,59.19,70.42,59.0,67.5,58.68,15.030674846625768,9236136.0,611935455.81,stk_mins
920200.BJ,20260915,2026-09-15 15:00:00,30.5,27.36,32.0,26.8,30.5,27.0,12.962962962962955,6689586.0,197708388.43,stk_mins
301155.SZ,20260915,2026-09-15 15:00:00,44.2,38.63,44.97,38.2,44.2,39.17,12.841460301250951,14753097.0,624924999.2,stk_mins
301061.SZ,20260915,2026-09-15 15:00:00,40.56,36.36,41.51,36.0,40.56,36.04,12.541620421753619,9151174.0,365690608.17,stk_mins
688797.SH,20260915,2026-09-15 15:00:00,274.0,241.19,292.69,241.19,274.0,243.91,12.336517567955397,7151679.0,1965379033.0,stk_mins
301373.SZ,20260915,2026-09-15 15:00:00,109.6,102.62,117.94,101.5,109.6,98.28,11.518111518111507,14290271.0,1586829172.6400003,stk_mins
002522.SZ,20260915,2026-09-15 15:00:00,5.81,5.3,5.81,5.23,5.81,5.28,10.037878787878785,115556263.0,651917672.04,stk_mins
002585.SZ,20260915,2026-09-15 15:00:00,12.06,11.32,12.06,11.14,12.06,10.96,10.036496350364965,197285698.0,2331857910.7200003,stk_mins
002631.SZ,20260915,2026-09-15 15:00:00,10.21,9.31,10.21,9.28,10.21,9.28,10.021551724137945,32187445.0,316799553.5,stk_mins
000993.SZ,20260915,2026-09-15 15:00:00,16.8,16.03,16.8,15.53,16.8,15.27,10.019646365422407,133913829.0,2210807033.9,stk_mins
002912.SZ,20260915,2026-09-15 15:00:00,28.45,28.45,28.45,26.66,28.45,25.86,10.015467904098996,37745552.0,1064018123.3400002,stk_mins
002487.SZ,20260915,2026-09-15 15:00:00,39.44,36.8,39.44,35.33,39.44,35.85,10.013947001394685,80791448.0,3052763068.9,stk_mins
603090.SH,20260915,2026-09-15 15:00:00,40.21,37.4,40.21,36.9,40.21,36.55,10.013679890560878,9158700.0,356760822.0,stk_mins
002232.SZ,20260915,2026-09-15 15:00:00,16.81,16.81,16.81,16.76,16.81,15.28,10.01308900523561,9530370.0,160198932.0,stk_mins
002584.SZ,20260915,2026-09-15 15:00:00,8.68,7.85,8.68,7.81,8.68,7.89,10.012674271229404,64632510.0,545163650.05,stk_mins
603248.SH,20260915,2026-09-15 15:00:00,18.46,16.81,18.46,16.72,18.46,16.78,10.011918951132293,7987769.0,144036302.0,stk_mins
603353.SH,20260915,2026-09-15 15:00:00,41.44,38.0,41.44,37.03,41.44,37.67,10.007963897000248,11009634.0,446957817.0,stk_mins
603082.SH,20260915,2026-09-15 15:00:00,48.16,42.94,48.16,41.0,48.16,43.78,10.004568296025562,15142937.0,686216859.0,stk_mins
