trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260818,000007.SZ,全新好,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000019.SZ,深粮控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000020.SZ,深华发Ａ,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000153.SZ,丰原药业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000505.SZ,京粮控股,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260818,000526.SZ,学大教育,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000592.SZ,平潭发展,,,,,,,limit_list_d,0/0
20260818,000597.SZ,东北制药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000620.SZ,盈新发展,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/3
20260818,000678.SZ,襄阳轴承,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000713.SZ,国投丰乐,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000716.SZ,黑芝麻,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000735.SZ,罗 牛 山,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260818,000798.SZ,中水渔业,,,,,,,limit_list_d,0/0
20260818,000837.SZ,秦川机床,,,,,,,limit_list_d,0/0
20260818,000852.SZ,石化机械,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,000972.SZ,中基健康,,,,,,,limit_list_d,0/0
20260818,000998.SZ,隆平高科,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,001229.SZ,魅视科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260818,001260.SZ,坤泰股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260818,001366.SZ,播恩集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,002025.SZ,航天电器,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,002041.SZ,登海种业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,002081.SZ,金 螳 螂,,,,,,,limit_list_d,4/5
20260818,002124.SZ,天邦食品,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260818,002172.SZ,澳洋健康,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260818,002284.SZ,亚太股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
