trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260827,000017.SZ,深中华A,6.0,6→7,6→7,0.88,0.095,0.44,limit_list_d,6/6
20260827,000506.SZ,招金黄金,,,,,,,limit_list_d,0/0
20260827,000576.SZ,甘化科工,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,000586.SZ,汇源通信,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,000592.SZ,平潭发展,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,000712.SZ,锦龙股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,000816.SZ,智慧农业,,,,,,,limit_list_d,0/0
20260827,000890.SZ,法尔胜,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,000951.SZ,中国重汽,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,000962.SZ,东方钽业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,001232.SZ,嘉立创,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,001309.SZ,德明利,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,001324.SZ,长青科技,,,,,,,limit_list_d,0/0
20260827,002028.SZ,思源电气,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260827,002072.SZ,凯瑞德,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,002084.SZ,海鸥住工,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,4/4
20260827,002134.SZ,天津普林,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002155.SZ,湖南黄金,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002190.SZ,成飞集成,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002396.SZ,星网锐捷,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002418.SZ,康盛股份,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260827,002428.SZ,云南锗业,,,,,,,limit_list_d,0/0
20260827,002437.SZ,誉衡药业,,,,,,,limit_list_d,0/0
20260827,002515.SZ,金字火腿,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002536.SZ,飞龙股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002552.SZ,宝鼎科技,,,,,,,limit_list_d,0/0
20260827,002628.SZ,成都路桥,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002636.SZ,金安国纪,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002670.SZ,国盛证券,,,,,,,limit_list_d,0/0
20260827,002742.SZ,冀衡医药,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260827,002793.SZ,罗欣药业,,,,,,,limit_list_d,0/0
20260827,002824.SZ,和胜股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002852.SZ,道道全,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002855.SZ,捷荣技术,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260827,002886.SZ,沃特股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002942.SZ,新农股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,002953.SZ,日丰股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,002975.SZ,博杰股份,,,,,,,limit_list_d,0/0
20260827,002980.SZ,华盛昌,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,003013.SZ,地铁设计,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260827,003040.SZ,楚天龙,5.0,5→6,5→6,1.0,0.045,0.535,limit_list_d,5/5
20260827,300368.SZ,汇金股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,300456.SZ,赛微电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,301399.SZ,英特科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,301533.SZ,威马农机,,,,,,,limit_list_d,0/0
20260827,301591.SZ,肯特股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,301666.SZ,大普微-UW,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600095.SH,湘财股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,600103.SH,青山纸业,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260827,600108.SH,亚盛集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600127.SH,金健米业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,6/9
20260827,600162.SH,香江控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600183.SH,生益科技,,,,,,,limit_list_d,0/0
20260827,600330.SH,天通股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600345.SH,长江通信,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600359.SH,新农开发,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600371.SH,万向德农,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,5/8
20260827,600378.SH,昊华科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600397.SH,江钨装备,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600479.SH,千金药业,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,600488.SH,津药药业,,,,,,,limit_list_d,0/0
20260827,600540.SH,新赛股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600613.SH,神奇制药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,7/11
20260827,600641.SH,先导基电,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600654.SH,中安科,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600683.SH,京投发展,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600721.SH,百花医药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,600969.SH,郴电国际,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,601208.SH,东材科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,601233.SH,桐昆股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,601869.SH,长飞光纤,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603002.SH,宏昌电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603011.SH,合锻智能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603093.SH,南华期货,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603137.SH,恒尚节能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603225.SH,新凤鸣,,,,,,,limit_list_d,0/0
20260827,603237.SH,五芳斋,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603261.SH,立航科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603269.SH,海鸥股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603319.SH,美湖股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603435.SH,嘉德利,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603580.SH,艾艾精工,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603618.SH,杭电股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260827,603688.SH,石英股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603696.SH,安记食品,,,,,,,limit_list_d,0/0
20260827,603738.SH,泰晶科技,,,,,,,limit_list_d,0/0
20260827,603839.SH,安正时尚,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260827,603900.SH,莱绅通灵,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,603938.SH,三孚股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,605258.SH,协和电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,605288.SH,凯迪股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,605339.SH,南侨食品,,,,,,,limit_list_d,0/0
20260827,688300.SH,联瑞新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,688368.SH,晶丰明源,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,688575.SH,亚辉龙,,,,,,,limit_list_d,0/0
20260827,688790.SH,昂瑞微-UW,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260827,920895.BJ,花溪科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
