ts_code,trade_time,open,high,low,close,vol,amount
920122.BJ,2026-09-02 15:00:00,25.68,25.76,25.68,25.76,66060.0,1701705.6
920122.BJ,2026-09-02 14:59:00,25.68,25.68,25.68,25.68,0.0,0.0
920122.BJ,2026-09-02 14:58:00,25.68,25.68,25.68,25.68,0.0,0.0
920122.BJ,2026-09-02 14:57:00,25.68,25.68,25.66,25.68,47343.0,1215454.1
920122.BJ,2026-09-02 14:56:00,25.66,25.7,25.66,25.68,12883.0,330876.84
920122.BJ,2026-09-02 14:55:00,25.61,25.67,25.61,25.66,14990.0,384399.53
920122.BJ,2026-09-02 14:54:00,25.58,25.61,25.58,25.61,27038.0,692149.0
920122.BJ,2026-09-02 14:53:00,25.55,25.58,25.54,25.58,18212.0,465441.94
920122.BJ,2026-09-02 14:52:00,25.54,25.55,25.54,25.54,23883.0,610143.94
920122.BJ,2026-09-02 14:51:00,25.53,25.55,25.53,25.55,20775.0,530585.3
920122.BJ,2026-09-02 14:50:00,25.54,25.55,25.53,25.54,17397.0,444356.28
920122.BJ,2026-09-02 14:49:00,25.53,25.53,25.53,25.53,2812.0,71790.36
920122.BJ,2026-09-02 14:48:00,25.55,25.55,25.54,25.54,17219.0,439913.16
920122.BJ,2026-09-02 14:47:00,25.57,25.58,25.57,25.58,9542.0,243970.02
920122.BJ,2026-09-02 14:46:00,25.6,25.6,25.58,25.58,12093.0,309428.94
920122.BJ,2026-09-02 14:45:00,25.58,25.6,25.58,25.6,6412.0,164147.2
920122.BJ,2026-09-02 14:44:00,25.58,25.59,25.58,25.58,7560.0,193424.23
920122.BJ,2026-09-02 14:43:00,25.61,25.61,25.59,25.59,13429.0,343770.3
920122.BJ,2026-09-02 14:42:00,25.57,25.61,25.57,25.61,1971.0,50480.07
920122.BJ,2026-09-02 14:41:00,25.57,25.57,25.52,25.57,5653.0,144395.16
920122.BJ,2026-09-02 14:40:00,25.6,25.6,25.52,25.57,2178.0,55669.63
920122.BJ,2026-09-02 14:39:00,25.66,25.67,25.6,25.6,12271.0,314601.53
920122.BJ,2026-09-02 14:38:00,25.7,25.7,25.67,25.67,8117.0,208492.88
920122.BJ,2026-09-02 14:37:00,25.7,25.71,25.7,25.71,2300.0,59131.0
920122.BJ,2026-09-02 14:36:00,25.73,25.73,25.71,25.71,3027.0,77848.71
920122.BJ,2026-09-02 14:35:00,25.89,25.89,25.73,25.73,3686.0,95302.28
920122.BJ,2026-09-02 14:34:00,25.9,25.9,25.88,25.88,5187.0,134258.03
920122.BJ,2026-09-02 14:33:00,25.96,25.96,25.9,25.9,3570.0,92607.0
920122.BJ,2026-09-02 14:32:00,25.78,26.0,25.78,25.96,11948.0,310194.2
920122.BJ,2026-09-02 14:31:00,25.72,25.78,25.71,25.78,6856.0,176493.42
920122.BJ,2026-09-02 14:30:00,25.7,25.72,25.7,25.72,3795.0,97590.87
920122.BJ,2026-09-02 14:29:00,25.71,25.72,25.71,25.71,4848.0,124641.08
920122.BJ,2026-09-02 14:28:00,25.78,25.78,25.7,25.7,5861.0,150682.89
920122.BJ,2026-09-02 14:27:00,25.78,25.78,25.78,25.78,3854.0,99356.12
920122.BJ,2026-09-02 14:26:00,25.5,25.78,25.5,25.78,4601.0,117819.5
920122.BJ,2026-09-02 14:25:00,25.59,25.59,25.5,25.5,15665.0,399645.5
920122.BJ,2026-09-02 14:24:00,25.8,25.8,25.6,25.6,25555.0,657045.25
920122.BJ,2026-09-02 14:23:00,25.88,25.88,25.86,25.86,2470.0,63908.6
920122.BJ,2026-09-02 14:22:00,25.96,25.96,25.88,25.88,11572.0,299873.97
920122.BJ,2026-09-02 14:21:00,25.98,25.98,25.96,25.96,4947.0,128482.06
920122.BJ,2026-09-02 14:20:00,25.98,25.99,25.98,25.98,5964.0,154957.72
920122.BJ,2026-09-02 14:19:00,26.0,26.0,25.98,25.98,6198.0,161066.7
920122.BJ,2026-09-02 14:18:00,26.0,26.0,26.0,26.0,2589.0,67314.0
920122.BJ,2026-09-02 14:17:00,26.0,26.0,25.99,26.0,7906.0,205536.22
920122.BJ,2026-09-02 14:16:00,26.03,26.03,26.0,26.0,5000.0,130016.0
920122.BJ,2026-09-02 14:15:00,25.99,26.03,25.99,26.03,927.0,24099.29
