ts_code,trade_time,open,high,low,close,vol,amount
920790.BJ,2026-07-29 15:00:00,22.5,22.5,22.4,22.4,82576.0,1849702.4
920790.BJ,2026-07-29 14:59:00,22.5,22.5,22.5,22.5,0.0,0.0
920790.BJ,2026-07-29 14:58:00,22.5,22.5,22.5,22.5,0.0,0.0
920790.BJ,2026-07-29 14:57:00,22.58,22.6,22.49,22.5,44829.0,1011431.25
920790.BJ,2026-07-29 14:56:00,22.59,22.6,22.58,22.6,33987.0,768168.5
920790.BJ,2026-07-29 14:55:00,22.7,22.72,22.57,22.59,38923.0,882538.94
920790.BJ,2026-07-29 14:54:00,22.55,22.7,22.55,22.7,29426.0,665366.7
920790.BJ,2026-07-29 14:53:00,22.61,22.61,22.55,22.55,7675.0,173125.48
920790.BJ,2026-07-29 14:52:00,22.62,22.67,22.6,22.6,19632.0,444173.75
920790.BJ,2026-07-29 14:51:00,22.64,22.77,22.62,22.67,27498.0,624113.2
920790.BJ,2026-07-29 14:50:00,22.78,22.78,22.67,22.67,10499.0,238869.7
920790.BJ,2026-07-29 14:49:00,22.6,22.79,22.6,22.78,13176.0,298334.03
920790.BJ,2026-07-29 14:48:00,22.52,22.59,22.52,22.59,32040.0,722642.44
920790.BJ,2026-07-29 14:47:00,22.53,22.53,22.5,22.52,13615.0,306576.9
920790.BJ,2026-07-29 14:46:00,22.53,22.53,22.49,22.53,6449.0,145079.31
920790.BJ,2026-07-29 14:45:00,22.53,22.54,22.53,22.53,21140.0,476340.6
920790.BJ,2026-07-29 14:44:00,22.46,22.5,22.42,22.5,23720.0,532787.2
920790.BJ,2026-07-29 14:43:00,22.54,22.54,22.45,22.46,16214.0,364611.62
920790.BJ,2026-07-29 14:42:00,22.5,22.55,22.5,22.54,13528.0,304707.9
920790.BJ,2026-07-29 14:41:00,22.4,22.5,22.4,22.49,10007.0,224401.12
920790.BJ,2026-07-29 14:40:00,22.6,22.61,22.4,22.4,13962.0,314546.53
920790.BJ,2026-07-29 14:39:00,22.49,22.6,22.49,22.6,13114.0,295711.75
920790.BJ,2026-07-29 14:38:00,22.62,22.62,22.49,22.49,12809.0,288948.66
920790.BJ,2026-07-29 14:37:00,22.64,22.66,22.62,22.62,7579.0,171563.19
920790.BJ,2026-07-29 14:36:00,22.74,22.74,22.64,22.64,4122.0,93344.52
920790.BJ,2026-07-29 14:35:00,22.65,22.76,22.65,22.74,1118.0,25373.88
920790.BJ,2026-07-29 14:34:00,22.8,22.8,22.65,22.65,14326.0,324897.88
920790.BJ,2026-07-29 14:33:00,22.76,22.87,22.76,22.85,46197.0,1055562.5
920790.BJ,2026-07-29 14:32:00,22.85,22.88,22.76,22.76,5265.0,120301.52
920790.BJ,2026-07-29 14:31:00,22.75,22.85,22.75,22.85,7864.0,179168.55
920790.BJ,2026-07-29 14:30:00,22.68,22.75,22.68,22.75,5706.0,129663.93
920790.BJ,2026-07-29 14:29:00,22.64,22.68,22.64,22.68,8885.0,201215.05
920790.BJ,2026-07-29 14:28:00,22.65,22.65,22.64,22.64,505.0,11433.25
920790.BJ,2026-07-29 14:27:00,22.68,22.68,22.65,22.65,1056.0,23920.08
920790.BJ,2026-07-29 14:26:00,22.74,22.74,22.68,22.68,3078.0,69839.63
920790.BJ,2026-07-29 14:25:00,22.74,22.74,22.74,22.74,0.0,0.0
920790.BJ,2026-07-29 14:24:00,22.75,22.75,22.72,22.74,2000.0,45483.4
920790.BJ,2026-07-29 14:23:00,22.71,22.75,22.71,22.75,500.0,11375.0
920790.BJ,2026-07-29 14:22:00,22.83,22.83,22.71,22.71,6600.0,150033.1
920790.BJ,2026-07-29 14:21:00,22.8,22.83,22.72,22.83,4332.0,98822.29
920790.BJ,2026-07-29 14:20:00,22.71,22.8,22.71,22.8,3042.0,69308.71
920790.BJ,2026-07-29 14:19:00,22.8,22.8,22.71,22.71,8258.0,188112.06
920790.BJ,2026-07-29 14:18:00,22.85,22.85,22.85,22.85,100.0,2285.0
920790.BJ,2026-07-29 14:17:00,22.76,22.85,22.76,22.85,1769.0,40420.57
920790.BJ,2026-07-29 14:16:00,22.71,22.76,22.71,22.76,5187.0,118056.12
920790.BJ,2026-07-29 14:15:00,22.7,22.71,22.7,22.71,9257.0,210226.47
920790.BJ,2026-07-29 14:14:00,22.76,22.76,22.7,22.7,7458.0,169374.44
920790.BJ,2026-07-29 14:13:00,22.75,22.76,22.75,22.76,2578.0,58657.54
920790.BJ,2026-07-29 14:12:00,22.81,22.94,22.71,22.75,17932.0,410162.88
920790.BJ,2026-07-29 14:11:00,22.74,22.81,22.72,22.81,9674.0,220138.64
920790.BJ,2026-07-29 14:10:00,22.7,22.73,22.7,22.73,13335.0,302724.4
920790.BJ,2026-07-29 14:09:00,22.54,22.7,22.54,22.7,50833.0,1146749.9
920790.BJ,2026-07-29 14:08:00,22.65,22.65,22.55,22.55,11173.0,252509.5
