ts_code,trade_time,open,high,low,close,vol,amount
002849.SZ,2026-09-23 15:00:00,23.0,23.0,23.0,23.0,8100.0,186300.0
002849.SZ,2026-09-23 14:59:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:58:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:57:00,23.0,23.0,23.0,23.0,2800.0,64400.0
002849.SZ,2026-09-23 14:56:00,23.0,23.0,23.0,23.0,5000.0,115000.0
002849.SZ,2026-09-23 14:55:00,23.0,23.0,23.0,23.0,1200.0,27600.0
002849.SZ,2026-09-23 14:54:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:53:00,23.0,23.0,23.0,23.0,800.0,18400.0
002849.SZ,2026-09-23 14:52:00,23.0,23.0,23.0,23.0,4600.0,105800.0
002849.SZ,2026-09-23 14:51:00,23.0,23.0,23.0,23.0,8400.0,193200.0
002849.SZ,2026-09-23 14:50:00,23.0,23.0,23.0,23.0,600.0,13800.0
002849.SZ,2026-09-23 14:49:00,23.0,23.0,23.0,23.0,22300.0,512900.0
002849.SZ,2026-09-23 14:48:00,23.0,23.0,23.0,23.0,700.0,16100.0
002849.SZ,2026-09-23 14:47:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:46:00,23.0,23.0,23.0,23.0,600.0,13800.0
002849.SZ,2026-09-23 14:45:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:44:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:43:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:42:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:41:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:40:00,23.0,23.0,23.0,23.0,1000.0,23000.0
002849.SZ,2026-09-23 14:39:00,23.0,23.0,23.0,23.0,1400.0,32200.0
002849.SZ,2026-09-23 14:38:00,23.0,23.0,23.0,23.0,900.0,20700.0
002849.SZ,2026-09-23 14:37:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:36:00,23.0,23.0,23.0,23.0,100.0,2300.0
002849.SZ,2026-09-23 14:35:00,23.0,23.0,23.0,23.0,4300.0,98900.0
002849.SZ,2026-09-23 14:34:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:33:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:32:00,23.0,23.0,23.0,23.0,24400.0,561200.0
002849.SZ,2026-09-23 14:31:00,23.0,23.0,23.0,23.0,8700.0,200100.0
002849.SZ,2026-09-23 14:30:00,23.0,23.0,23.0,23.0,3100.0,71300.0
002849.SZ,2026-09-23 14:29:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:28:00,23.0,23.0,23.0,23.0,1000.0,23000.0
002849.SZ,2026-09-23 14:27:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:26:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:25:00,23.0,23.0,23.0,23.0,500.0,11500.0
002849.SZ,2026-09-23 14:24:00,23.0,23.0,23.0,23.0,700.0,16100.0
002849.SZ,2026-09-23 14:23:00,23.0,23.0,23.0,23.0,1470.0,33810.0
002849.SZ,2026-09-23 14:22:00,23.0,23.0,23.0,23.0,1900.0,43700.0
002849.SZ,2026-09-23 14:21:00,23.0,23.0,23.0,23.0,11000.0,253000.0
002849.SZ,2026-09-23 14:20:00,23.0,23.0,23.0,23.0,1000.0,23000.0
002849.SZ,2026-09-23 14:19:00,23.0,23.0,23.0,23.0,0.0,0.0
002849.SZ,2026-09-23 14:18:00,23.0,23.0,23.0,23.0,0.0,0.0
