ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000070.SZ,20260205,特发信息,14.16,4.7337,30.34,5763898848.0,436668585.4,800801569.29,1237470154.69,364132983.89,6.32,21.47,12583692544.32,连续三个交易日内，涨幅偏离值累计达到20%的证券
000592.SZ,20260205,平潭发展,11.83,10.0465,12.27,2721060183.0,133038545.15,966741076.34,1099779621.49,833702531.19,30.64,40.42,22655543671.67,日涨幅偏离值达到7%的前5只证券
000636.SZ,20260205,风华高科,22.79,9.9903,8.6,2170653413.0,372366892.1,534435494.9,906802387.0,162068602.8,7.47,41.78,26368331078.69,日涨幅偏离值达到7%的前5只证券
000995.SZ,20260205,皇台酒业,20.09,5.9599,37.51,1330048568.0,94073340.0,89704807.0,183778147.0,-4368533.0,-0.33,13.82,3564126720.0,日换手率达到20%的前5只证券
001270.SZ,20260205,*ST铖昌,142.8,-5.0027,6.24,4719021368.0,519208541.52,454655076.88,973863618.4,-64553464.64,-1.37,20.64,29059737310.8,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
001316.SZ,20260205,润贝航科,62.7,4.0146,9.64,1709946708.0,230511505.51,200126515.85,430638021.36,-30384989.66,-1.78,25.18,6977985514.5,连续三个交易日内，涨幅偏离值累计达到20%的证券
002126.SZ,20260205,银轮股份,44.4,2.754,9.26,7181954635.0,910855091.15,1467714434.62,2378569525.77,556859343.47,7.75,33.12,35212683268.8,连续三个交易日内，涨幅偏离值累计达到20%的证券
002165.SZ,20260205,红宝丽,12.91,-8.5694,38.51,3735372443.0,490357250.08,498736593.45,989093843.53,8379343.37,0.22,26.48,9393696793.36,日振幅值达到15%的前5只证券
002218.SZ,20260205,拓日新能,7.16,1.7045,34.39,3502079430.0,512687039.74,244002177.41,756689217.15,-268684862.33,-7.67,21.61,9969571462.84,日换手率达到20%的前5只证券
002342.SZ,20260205,巨力索具,18.88,7.2118,40.36,7109427818.0,817312631.66,887381782.98,1704694414.64,70069151.32,0.99,23.98,18024547200.0,日换手率达到20%的前5只证券
002342.SZ,20260205,巨力索具,18.88,7.2118,40.36,11421096475.0,938659011.45,1412751714.44,2351410725.89,474092702.99,4.15,20.59,18024547200.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002355.SZ,20260205,兴民智通,7.48,10.0,15.05,1161377243.0,101749803.0,203940524.89,305690327.89,102190721.89,8.8,26.32,4623886542.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002361.SZ,20260205,神剑股份,13.85,10.0079,25.97,2734320510.0,157291549.67,540506696.63,697798246.3,383215146.96,14.02,25.52,11206353328.4,日涨幅偏离值达到7%的前5只证券
002364.SZ,20260205,中恒电气,29.76,-10.0091,7.57,1282357790.0,279911483.0,118280688.8,398192171.8,-161630794.2,-12.6,31.05,16609167897.6,日跌幅偏离值达到7%的前5只证券
002506.SZ,20260205,协鑫集成,4.16,10.0529,21.67,5196736095.0,478286147.87,496515237.02,974801384.89,18229089.15,0.35,18.76,24312834112.32,日涨幅偏离值达到7%的前5只证券
002506.SZ,20260205,协鑫集成,4.16,10.0529,21.67,10575290768.0,1360870447.69,1043685932.93,2404556380.62,-317184514.76,-3.0,22.74,24312834112.32,连续三个交易日内，涨幅偏离值累计达到20%的证券
002716.SZ,20260205,湖南白银,13.9,-9.9741,7.38,2437718021.0,255746818.9,151284198.01,407031016.91,-104462620.89,-4.29,16.7,32315473797.0,日跌幅偏离值达到7%的前5只证券
