ts_code,trade_date,pct_chg
001326.SZ,20260917,8.3724
002528.SZ,20260917,9.9541
002569.SZ,20260917,9.9602
300112.SZ,20260917,12.6471
300189.SZ,20260917,8.6179
300234.SZ,20260917,11.0784
300345.SZ,20260917,9.4313
300461.SZ,20260917,12.8683
300553.SZ,20260917,10.5193
300808.SZ,20260917,14.8691
300813.SZ,20260917,10.5793
300829.SZ,20260917,14.0991
300939.SZ,20260917,17.6326
300987.SZ,20260917,8.2857
301080.SZ,20260917,8.0187
301225.SZ,20260917,9.4058
301520.SZ,20260917,9.9985
301550.SZ,20260917,8.1703
301633.SZ,20260917,10.3318
301678.SZ,20260917,8.9499
601091.SH,20260917,373.8041
603838.SH,20260917,10.0
688004.SH,20260917,12.9032
688137.SH,20260917,18.75
688147.SH,20260917,8.3146
688279.SH,20260917,9.6449
688296.SH,20260917,9.8313
688613.SH,20260917,9.6543
688795.SH,20260917,8.6758
688802.SH,20260917,14.4359
920001.BJ,20260917,9.0909
920087.BJ,20260917,15.942
920298.BJ,20260917,8.2426
920895.BJ,20260917,19.4023
