ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000638.SZ,20260224,*ST万方,2.32,4.9774,8.49,202926918.0,18859363.0,20558417.0,39417780.0,1699054.0,0.84,19.42,719537794.32,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000681.SZ,20260224,视觉中国,26.59,-9.9865,16.28,2987624665.0,384954353.97,197819930.53,582774284.5,-187134423.44,-6.26,19.51,17981844949.37,日跌幅偏离值达到7%的前5只证券
000890.SZ,20260224,法尔胜,6.63,9.9502,5.54,592811939.0,71634896.99,106045846.45,177680743.44,34410949.46,5.8,29.97,2781225634.98,连续三个交易日内，涨幅偏离值累计达到20%的证券
000892.SZ,20260224,欢瑞世纪,7.38,-8.4367,19.38,4975292834.0,381438739.94,430598716.43,812037456.37,49159976.49,0.99,16.32,5245973030.52,连续三个交易日内，跌幅偏离值累计达到20%的证券
000988.SZ,20260224,华工科技,82.42,9.996,7.26,5984318894.0,420016468.03,943179826.28,1363196294.31,523163358.25,8.74,22.78,82830917849.94,日涨幅偏离值达到7%的前5只证券
001330.SZ,20260224,博纳影业,11.49,-10.0235,0.94,148644981.0,50362968.0,11469318.0,61832286.0,-38893650.0,-26.17,41.6,15793223126.16,日跌幅偏离值达到7%的前5只证券
001337.SZ,20260224,四川黄金,50.64,9.9913,14.55,2094374179.0,269427543.82,385171204.02,654598747.84,115743660.2,5.53,31.26,14607411840.0,日涨幅偏离值达到7%的前5只证券
001896.SZ,20260224,豫能控股,10.03,9.9781,0.27,279031023.0,81131095.04,156267521.0,237398616.04,75136425.96,26.93,85.08,15303586739.9,连续三个交易日内，涨幅偏离值累计达到20%的证券
002009.SZ,20260224,天奇股份,35.87,0.6453,43.08,5449620569.0,651270345.35,463334760.55,1114605105.9,-187935584.8,-3.45,20.45,12702376550.03,日换手率达到20%的前5只证券
002112.SZ,20260224,三变科技,25.13,7.3015,30.15,1974252524.0,212864387.38,354999130.94,567863518.32,142134743.56,7.2,28.76,6586059091.5,日换手率达到20%的前5只证券
