ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
300739.SZ,20260211,8.1735,14.3358,1.43,789484.2019,
600894.SH,20260211,0.4726,1.1169,0.71,824424.6544,
002623.SZ,20260211,14.9579,28.4101,1.14,646355.9375,
688036.SH,20260211,0.6956,1.7056,0.76,6987690.1882,
920346.BJ,20260211,0.7235,1.148,0.69,195099.8562,
300939.SZ,20260211,1.384,2.5206,0.87,428880.0,
603236.SH,20260211,3.3416,4.3843,1.55,2485643.0465,
920033.BJ,20260211,1.1107,2.409,0.73,205508.3063,
000576.SZ,20260211,1.3254,2.0754,0.66,468713.1618,
301076.SZ,20260211,3.3638,3.7365,0.92,748841.2984,
920957.BJ,20260211,1.4019,2.8356,0.57,139491.7342,
000786.SZ,20260211,1.1391,2.0527,0.69,4899035.3289,
301665.SZ,20260211,6.1608,6.1608,0.95,1344150.0,
301468.SZ,20260211,7.538,8.9628,0.67,903250.5341,
600467.SH,20260211,2.7476,4.3583,0.65,394468.4621,
603336.SH,20260211,3.9676,7.0355,1.58,599588.1608,
301595.SZ,20260211,13.5564,13.5564,2.01,587310.72,
300962.SZ,20260211,1.9164,4.1847,1.65,467283.3577,
001979.SZ,20260211,0.5018,1.2944,0.52,9376673.4578,
688472.SH,20260211,2.7889,2.7889,0.47,5512070.9895,
603626.SH,20260211,6.1021,8.6661,0.84,1488187.3286,
688347.SH,20260211,2.9397,3.4936,0.85,22842912.8092,
688283.SH,20260211,0.679,1.3524,0.6,579402.6,
002635.SZ,20260211,1.4238,1.83,0.87,940713.3426,
002463.SZ,20260211,2.459,3.597,0.79,13357007.3103,
603959.SH,20260211,10.9383,14.3323,1.15,343209.2944,
688361.SH,20260211,1.0591,1.2946,0.53,6757099.9844,
300624.SZ,20260211,16.722,20.9209,1.33,1829928.3067,
000839.SZ,20260211,6.5995,10.3836,2.77,1219065.9955,
300274.SZ,20260211,3.0145,3.3469,0.81,31554277.8733,
301356.SZ,20260211,1.5537,1.5738,0.64,488376.0,
600152.SH,20260211,2.3218,3.5643,0.5,425908.8969,
300049.SZ,20260211,1.932,2.0794,0.93,1760499.8796,
600540.SH,20260211,2.1989,4.2929,0.97,283130.5795,
605138.SH,20260211,0.5861,2.4368,1.07,420011.9761,
605365.SH,20260211,0.4762,2.8394,0.51,1014066.0095,
002434.SZ,20260211,1.4747,2.9973,0.71,1258783.4,
000523.SZ,20260211,5.454,7.555,0.54,713997.2313,
002530.SZ,20260211,2.1355,2.7483,0.85,811924.4984,
688219.SH,20260211,1.3127,2.2393,1.16,690297.6,
688575.SH,20260211,0.5524,0.9867,0.44,781087.8061,
301638.SZ,20260211,4.8833,4.8833,0.69,6699523.0346,
688186.SH,20260211,1.284,1.6173,0.7,628857.1362,
603226.SH,20260211,0.5695,2.0179,0.62,1034481.0507,
300986.SZ,20260211,14.2438,24.8395,0.97,1283710.9061,
603312.SH,20260211,1.7714,1.7714,0.7,743997.675,
601238.SH,20260211,0.1692,0.7015,0.73,8065879.1269,
301613.SZ,20260211,1.3045,1.756,0.6,750275.9444,
600929.SH,20260211,1.193,3.2313,1.16,1005389.4259,
300008.SZ,20260211,9.459,10.8865,0.96,1527577.7536,
600028.SH,20260211,0.1755,1.1855,0.82,79085286.3012,
002348.SZ,20260211,1.7649,2.5029,1.08,604313.6,
300331.SZ,20260211,3.4558,3.7932,0.81,1150823.2516,
603389.SH,20260211,0.6661,1.6849,1.04,1087793.28,
002825.SZ,20260211,1.0605,1.6404,0.55,373980.9641,
605018.SH,20260211,0.4212,1.9185,0.73,537755.2672,
002132.SZ,20260211,1.2925,1.6865,0.6,538193.164,
688020.SH,20260211,4.2615,8.9588,1.52,790945.546,
300659.SZ,20260211,3.7361,4.2572,1.24,408555.6411,
600118.SH,20260211,3.4533,7.1148,0.69,10538343.1711,
300036.SZ,20260211,2.2517,2.272,0.74,926894.0066,
000837.SZ,20260211,0.9593,1.7545,0.69,1259492.5253,
688699.SH,20260211,4.4305,9.1786,1.24,612069.463,
300413.SZ,20260211,5.1323,8.7896,1.36,5021014.6675,
920855.BJ,20260211,0.6568,2.164,0.68,134893.6661,
002324.SZ,20260211,2.5406,3.2093,0.78,2006654.5914,
300004.SZ,20260211,3.218,4.332,0.88,658551.2165,
600273.SH,20260211,1.3778,2.2764,0.6,1586192.1612,
920230.BJ,20260211,0.7835,1.3335,0.26,129321.2636,
300481.SZ,20260211,1.9986,3.1027,0.74,507828.4621,
920765.BJ,20260211,1.1511,2.4696,0.37,161323.6629,
920030.BJ,20260211,1.5019,2.3387,0.96,118928.3879,
603206.SH,20260211,0.5044,1.5982,0.61,522502.3795,
601077.SH,20260211,0.6399,1.0771,0.88,7677332.0,
300738.SZ,20260211,10.9641,15.1458,1.28,2490532.4741,
603977.SH,20260211,2.1035,4.0921,1.23,918195.4218,
600801.SH,20260211,0.6448,1.6116,0.8,4864849.8187,
603335.SH,20260211,2.0375,3.9042,0.86,270587.3872,
603759.SH,20260211,1.3876,3.4845,0.36,494544.96,
002004.SZ,20260211,1.8396,2.4259,0.98,1083015.7975,
301355.SZ,20260211,2.9872,2.9872,0.58,261626.3214,
300244.SZ,20260211,6.0296,6.7234,0.89,1501825.5847,
920786.BJ,20260211,4.8369,6.6271,0.52,212188.795,
300896.SZ,20260211,1.3792,2.1711,0.52,4512857.9978,
300687.SZ,20260211,3.2784,3.6869,0.93,907899.009,
603203.SH,20260211,1.0606,2.9707,0.89,975580.6598,
600850.SH,20260211,1.1001,1.9025,0.81,1890952.5,
603703.SH,20260211,1.9548,2.7504,0.71,602554.0382,
605151.SH,20260211,3.481,10.6675,0.61,287811.4809,
300281.SZ,20260211,1.0719,2.0772,0.83,325084.6981,
300677.SZ,20260211,1.192,1.3614,0.93,2695998.8024,
300058.SZ,20260211,14.8066,14.8066,0.8,6792698.5615,
002032.SZ,20260211,0.1498,0.894,0.55,3586886.1649,
002614.SZ,20260211,2.6614,3.0806,0.88,440802.2152,
002816.SZ,20260211,3.7755,4.4946,1.24,243800.0,
000713.SZ,20260211,1.2483,1.7641,0.49,541991.0228,
600420.SH,20260211,0.614,1.3996,0.91,1453831.1981,
301286.SZ,20260211,0.9778,3.6029,0.4,2160940.1,
600423.SH,20260211,2.7085,3.766,1.38,317880.6203,
600491.SH,20260211,1.1898,1.7525,0.63,492582.0615,
300746.SZ,20260211,0.8156,1.709,0.66,313099.0609,
002385.SZ,20260211,3.8388,4.0299,0.89,1741531.8188,
300652.SZ,20260211,1.5077,2.791,0.77,680692.0889,
603609.SH,20260211,0.2956,0.6349,0.66,670318.8562,
002238.SZ,20260211,4.9112,14.3005,0.68,759220.9654,
605183.SH,20260211,0.8001,2.4749,1.59,885415.2157,
001400.SZ,20260211,13.7723,13.7723,0.62,653160.0,
688038.SH,20260211,2.5352,4.4151,0.76,261258.283,
603128.SH,20260211,0.5907,1.09,0.84,784118.8499,
688163.SH,20260211,1.5776,3.8477,0.65,287324.1,
300920.SZ,20260211,3.2495,4.4289,1.27,418800.0,
600536.SH,20260211,1.1804,1.8573,0.88,4240324.8779,
600268.SH,20260211,1.8563,4.0384,0.72,1265774.9894,
300588.SZ,20260211,3.0847,4.2334,1.19,504717.6351,
600009.SH,20260211,0.3727,0.7422,0.45,7775978.25,
920419.BJ,20260211,0.6986,1.2835,0.82,158988.5496,
603028.SH,20260211,1.9644,2.7746,0.62,288475.2,
688691.SH,20260211,4.9128,4.9128,0.73,1598160.0,
603112.SH,20260211,0.7496,1.8901,0.54,955021.5554,
002421.SZ,20260211,2.0452,2.3939,0.86,634053.9101,
600736.SH,20260211,2.2726,4.0434,0.79,808207.6207,
688311.SH,20260211,2.6324,4.122,0.82,744559.3462,
601007.SH,20260211,2.7719,4.9064,0.98,323310.0,
600059.SH,20260211,2.1292,3.4629,0.79,933419.4309,
000932.SZ,20260211,0.8861,1.8593,0.8,4304078.0469,
002841.SZ,20260211,0.6305,0.9067,0.79,2722816.724,
688475.SH,20260211,0.3065,1.5875,0.76,2401875.0,
300987.SZ,20260211,10.5567,19.1909,1.15,376208.56,
688138.SH,20260211,0.8308,2.0544,0.98,939363.2,
688018.SH,20260211,0.8063,1.3231,0.57,2731283.9264,
603920.SH,20260211,2.474,4.8208,0.6,4590893.6516,
601377.SH,20260211,0.6238,0.8813,0.54,6019283.1439,
300916.SZ,20260211,1.2983,2.0611,0.85,460257.2303,
300039.SZ,20260211,3.235,4.6536,0.7,674670.0,
003026.SZ,20260211,2.3036,2.9612,0.69,440315.743,
605196.SH,20260211,1.7084,2.6301,0.87,2331194.6869,
002534.SZ,20260211,2.9596,8.904,1.0,1595800.2529,
600881.SH,20260211,0.8279,0.9781,0.91,588251.4798,
688231.SH,20260211,1.6544,4.1371,0.82,732425.1433,
003037.SZ,20260211,0.6921,2.0958,0.72,476863.4437,
688386.SH,20260211,1.2436,1.81,0.48,878150.0,
603111.SH,20260211,0.8116,1.0899,1.0,612041.7771,
002984.SZ,20260211,1.0326,1.3328,0.4,2149669.7631,
600372.SH,20260211,1.1895,2.6588,0.83,7408350.7405,
301098.SZ,20260211,2.7537,2.9414,0.8,182096.2232,
603120.SH,20260211,13.1499,13.1499,0.74,387002.4,
301469.SZ,20260211,8.391,16.7803,1.28,311390.4,
688012.SH,20260211,0.8562,1.1983,0.59,21718476.1186,
600971.SH,20260211,2.1961,4.876,0.79,837603.409,
300992.SZ,20260211,4.5009,6.8351,1.34,298598.3122,
002192.SZ,20260211,2.6649,3.6059,0.92,1370460.1614,
688373.SH,20260211,0.7382,1.1097,0.76,419986.1632,
300736.SZ,20260211,8.9754,11.8995,1.38,267382.7372,
688212.SH,20260211,0.8025,1.1176,0.7,572731.3083,
002022.SZ,20260211,1.208,1.4848,0.71,322497.1729,
300236.SZ,20260211,2.2184,2.9621,0.68,2465998.2523,
300909.SZ,20260211,2.3633,3.6179,1.32,791870.2979,
600622.SH,20260211,1.7462,3.0771,0.52,443906.879,
603588.SH,20260211,1.9505,2.3783,0.82,1588733.5387,
002432.SZ,20260211,1.1633,1.7795,0.66,1944993.7296,
688050.SH,20260211,0.6678,0.9171,0.6,1164673.9199,
300592.SZ,20260211,3.0659,5.1784,0.71,558423.1887,
600684.SH,20260211,2.8498,4.136,0.62,540870.3244,
920378.BJ,20260211,0.6048,0.9545,0.63,157236.786,
002815.SZ,20260211,4.1358,5.0739,0.93,1832707.0136,
688068.SH,20260211,1.4484,2.0785,0.79,1301897.6014,
002862.SZ,20260211,5.819,7.085,1.23,323400.0,
300408.SZ,20260211,1.0976,1.6947,0.65,10947032.9832,
600819.SH,20260211,2.6925,7.2004,1.38,854662.4389,
001358.SZ,20260211,4.7553,5.1689,1.68,382043.2,
001896.SZ,20260211,0.8441,2.2127,0.24,1150439.1228,
603787.SH,20260211,1.0776,3.0578,0.85,314146.2734,
300323.SZ,20260211,3.96,4.7379,1.57,1342220.0051,
688499.SH,20260211,1.635,2.5299,0.67,1004778.2771,
601963.SH,20260211,0.444,1.2113,0.52,3679590.7666,
301459.SZ,20260211,4.5666,4.5666,0.71,445745.5114,
002454.SZ,20260211,1.0814,1.9289,0.89,578295.072,
603949.SH,20260211,1.4886,4.9499,0.72,413254.6805,
300513.SZ,20260211,2.063,2.0808,1.04,302398.2734,
600258.SH,20260211,1.4445,2.6045,0.77,1887059.2829,
300848.SZ,20260211,2.4422,4.4473,1.05,718423.3257,
300972.SZ,20260211,0.8761,1.7065,0.64,3988467.0773,
600446.SH,20260211,1.4539,1.9287,1.01,1434491.638,
300197.SZ,20260211,2.2019,3.3925,1.73,554510.741,
300401.SZ,20260211,6.1929,8.8621,0.98,984223.998,
002532.SZ,20260211,0.8609,1.2062,0.71,8405787.1456,
002807.SZ,20260211,1.2636,1.341,0.69,1161777.3964,
601688.SH,20260211,0.485,0.6761,0.53,20427792.7477,
300251.SZ,20260211,18.7681,38.0236,2.41,7879618.5284,
300454.SZ,20260211,4.5361,5.4804,1.12,6179028.8456,
688229.SH,20260211,11.5704,22.329,1.31,410700.0,
000056.SZ,20260211,23.3014,29.1421,1.14,256608.6237,
920145.BJ,20260211,3.9112,6.3311,1.72,114714.3,
600309.SH,20260211,1.5905,2.735,1.39,27814240.397,
300106.SZ,20260211,3.1704,5.4493,0.5,244511.4827,
600271.SH,20260211,1.0775,2.0338,0.71,1860296.1766,
600095.SH,20260211,0.6141,1.9912,0.67,3107937.0766,
301083.SZ,20260211,1.4851,2.2448,0.72,350397.334,
603075.SH,20260211,2.8529,2.8529,0.67,963947.0508,
002033.SZ,20260211,2.301,4.2011,0.65,538500.8968,
688195.SH,20260211,3.4952,5.355,0.45,2880624.5,
002856.SZ,20260211,5.7084,8.8944,1.21,212305.7958,
002600.SZ,20260211,1.0423,2.4526,0.84,11034095.4498,
600373.SH,20260211,4.1869,9.5321,1.68,1317716.8272,
300507.SZ,20260211,5.3745,8.3326,3.79,791839.791,
605338.SH,20260211,0.5493,1.5631,0.29,701451.1863,
603489.SH,20260211,0.755,2.8151,0.74,690480.7122,
301303.SZ,20260211,2.9393,2.9438,0.61,652444.8,
002158.SZ,20260211,1.1662,3.0263,1.03,1426109.2787,
688356.SH,20260211,1.1751,2.1296,0.76,594376.86,
002637.SZ,20260211,2.7915,4.4252,0.98,658090.999,
601005.SH,20260211,2.1494,3.3733,1.22,1345468.0926,
920171.BJ,20260211,2.3976,4.0096,0.7,222217.082,
688443.SH,20260211,2.0015,2.0015,0.83,1052738.28,
301390.SZ,20260211,4.6274,5.2272,0.91,240120.0,
300029.SZ,20260211,2.0106,2.3051,0.68,110278.575,
002910.SZ,20260211,5.449,9.6957,0.53,239340.1607,
603357.SH,20260211,1.0568,2.0221,1.24,470324.8657,
688233.SH,20260211,3.9573,6.8574,1.05,1412856.3859,
600563.SH,20260211,2.356,4.1036,1.64,2475225.0,
688016.SH,20260211,0.6702,1.123,0.55,1217952.9781,
603630.SH,20260211,1.075,2.6078,0.44,456489.6837,
300709.SZ,20260211,2.1804,2.478,0.67,724210.4425,
600981.SH,20260211,1.0742,3.2959,0.78,760184.8521,
300888.SZ,20260211,0.3305,1.098,0.57,2060865.1905,
600176.SH,20260211,2.6663,5.02,1.13,10268045.7073,
600637.SH,20260211,2.4913,4.6737,0.97,3933422.7859,
300857.SZ,20260211,1.8104,2.8768,0.7,7417368.0797,
600032.SH,20260211,0.2592,1.1702,0.66,1894884.1553,
300138.SZ,20260211,1.2632,1.4066,0.47,659431.6269,
300868.SZ,20260211,1.7953,2.4626,0.86,396011.44,
688078.SH,20260211,1.0761,2.0493,1.01,217877.177,
920017.BJ,20260211,0.938,1.6471,0.92,235808.1769,
920627.BJ,20260211,5.3366,9.1593,1.21,223563.15,
301395.SZ,20260211,1.4576,1.4576,0.43,355533.0412,
002230.SZ,20260211,1.9004,2.2271,0.71,13055002.793,
300984.SZ,20260211,2.1431,3.5745,0.64,896779.0796,
688621.SH,20260211,1.4294,1.9739,0.92,770000.0,
600535.SH,20260211,0.4192,0.8419,0.61,2221503.6574,
301275.SZ,20260211,4.2726,4.2726,0.67,2483289.6,
002779.SZ,20260211,1.3118,2.3249,1.01,1801800.0,
