ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
920079.BJ,20260722,2026-07-22 15:00:00,18.81,15.8,23.75,15.8,18.81,14.36,30.98885793871866,42472785.0,772198215.62,stk_mins
300834.SZ,20260722,2026-07-22 15:00:00,38.08,32.46,38.08,32.46,38.08,31.73,20.012606366214936,6204852.0,221871275.06,stk_mins
300688.SZ,20260722,2026-07-22 15:00:00,25.01,20.51,25.01,20.38,25.01,20.84,20.00959692898274,22912134.0,553300259.2,stk_mins
300779.SZ,20260722,2026-07-22 15:00:00,69.12,58.63,69.12,58.1,69.12,57.6,19.999999999999996,26143356.0,1727202698.98,stk_mins
300105.SZ,20260722,2026-07-22 15:00:00,10.2,8.54,10.34,8.38,10.2,8.68,17.51152073732718,90900413.0,865880498.3,stk_mins
300006.SZ,20260722,2026-07-22 15:00:00,5.27,4.49,5.42,4.46,5.27,4.52,16.5929203539823,109403774.0,575144888.81,stk_mins
688049.SH,20260722,2026-07-22 15:00:00,42.7,36.66,44.52,36.64,42.7,37.1,15.094339622641506,22925935.0,963448983.0,stk_mins
301165.SZ,20260722,2026-07-22 15:00:00,126.0,107.76,133.03,107.03,126.0,110.86,13.656864513801192,50890886.0,6360850607.5,stk_mins
300988.SZ,20260722,2026-07-22 15:00:00,15.49,13.57,16.18,13.49,15.49,13.64,13.563049853372423,16215751.0,249513199.95000002,stk_mins
688166.SH,20260722,2026-07-22 15:00:00,39.7,34.67,40.97,34.51,39.7,35.09,13.137646053006558,31452628.0,1202448393.0,stk_mins
301520.SZ,20260722,2026-07-22 15:00:00,52.99,45.7,54.13,44.04,52.99,46.9,12.98507462686569,18488474.0,924829687.1399999,stk_mins
920198.BJ,20260722,2026-07-22 15:00:00,8.2,7.23,9.1,7.11,8.2,7.29,12.482853223593949,13380314.0,109963484.22,stk_mins
301191.SZ,20260722,2026-07-22 15:00:00,115.72,100.0,122.83,98.89,115.72,102.88,12.480559875583207,14432472.0,1644183628.5,stk_mins
301030.SZ,20260722,2026-07-22 15:00:00,8.19,7.09,8.19,6.96,8.19,7.3,12.191780821917808,12175249.0,91136879.62,stk_mins
301536.SZ,20260722,2026-07-22 15:00:00,137.0,119.73,146.62,119.73,137.0,122.18,12.129644786380744,37789316.0,5031314263.5,stk_mins
300040.SZ,20260722,2026-07-22 15:00:00,7.25,6.25,7.45,6.25,7.25,6.48,11.882716049382713,152580172.0,1061130217.0,stk_mins
300875.SZ,20260722,2026-07-22 15:00:00,30.22,27.13,30.48,27.1,30.22,27.05,11.719038817005533,8423460.0,247740304.85,stk_mins
688071.SH,20260722,2026-07-22 15:00:00,35.11,31.2,35.69,31.2,35.11,31.43,11.708558701877191,6547696.0,220787845.0,stk_mins
300317.SZ,20260722,2026-07-22 15:00:00,4.8,4.21,4.84,4.17,4.8,4.3,11.627906976744185,190559620.0,866105375.4000001,stk_mins
688620.SH,20260722,2026-07-22 15:00:00,15.4,13.6,16.23,13.58,15.4,13.81,11.513396089790007,36131340.0,540919548.0,stk_mins
300818.SZ,20260722,2026-07-22 15:00:00,18.34,16.46,18.68,16.33,18.34,16.49,11.218920557913892,11779875.0,210037827.6,stk_mins
688515.SH,20260722,2026-07-22 15:00:00,156.17,137.68,164.9,136.95,156.17,140.48,11.16884965831435,7742394.0,1196106503.0,stk_mins
300458.SZ,20260722,2026-07-22 15:00:00,41.71,36.57,42.9,36.45,41.71,37.53,11.13775646149746,159913365.0,6467213567.0,stk_mins
688669.SH,20260722,2026-07-22 15:00:00,72.0,65.02,74.25,65.02,72.0,65.02,10.735158412796064,8186259.0,578396364.0,stk_mins
688046.SH,20260722,2026-07-22 15:00:00,27.0,24.6,28.85,24.4,27.0,24.4,10.655737704918034,22441719.0,610800598.0,stk_mins
