trade_date,industry,limit_up_count,rank
20260126,小金属,8,1
20260126,黄金,7,2
20260126,医疗保健,6,3
20260126,铅锌,5,4
20260126,专用机械,4,5
20260126,软件服务,3,6
20260126,铜,3,7
20260126,互联网,2,8
20260126,全国地产,2,9
20260126,化工原料,2,10
