ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000426.SZ,20260126,兴业银锡,63.67,10.0035,4.46,5017994676.0,620133373.05,523705693.93,1143839066.98,-96427679.12,-1.92,22.79,113027331892.88,日涨幅偏离值达到7%的前5只证券
000426.SZ,20260126,兴业银锡,63.67,10.0035,4.46,10121985339.0,1248457890.18,1399374668.74,2647832558.92,150916778.56,1.49,26.16,113027331892.88,连续三个交易日内，涨幅偏离值累计达到20%的证券
000547.SZ,20260126,航天发展,26.48,-9.9932,15.39,6648065233.0,756613164.25,373554761.03,1130167925.28,-383058403.22,-5.76,17.0,42079925721.76,日跌幅偏离值达到7%的前5只证券
000593.SZ,20260126,德龙汇能,17.71,10.0,12.81,1061745119.0,172957666.21,260191332.13,433148998.34,87233665.92,8.22,40.8,6348736922.99,连续三个交易日内，涨幅偏离值累计达到20%的证券
000630.SZ,20260126,铜陵有色,7.55,10.0583,10.02,8256639149.0,1159984413.11,853233737.79,2013218150.9,-306750675.32,-3.72,24.38,84129736447.5,日涨幅偏离值达到7%的前5只证券
000630.SZ,20260126,铜陵有色,7.55,10.0583,10.02,14013450027.0,1730105617.16,1593336599.97,3323442217.13,-136769017.19,-0.98,23.72,84129736447.5,连续三个交易日内，涨幅偏离值累计达到20%的证券
000657.SZ,20260126,中钨高新,49.47,10.0067,6.9,4833625089.0,784294168.56,1084660383.3,1868954551.86,300366214.74,6.21,38.67,71876216668.74,日涨幅偏离值达到7%的前5只证券
000700.SZ,20260126,模塑科技,13.54,-9.9734,10.56,1365498611.0,199010570.27,115196062.83,314206633.1,-83814507.44,-6.14,23.01,12429928367.06,日振幅值达到15%的前5只证券
000751.SZ,20260126,锌业股份,6.29,9.965,22.84,3181323594.0,404820703.86,416563465.25,821384169.11,11742761.39,0.37,25.82,8868074619.91,连续三个交易日内，涨幅偏离值累计达到20%的证券
000859.SZ,20260126,国风新材,11.11,-9.9676,12.69,1312041297.0,128791415.79,88356872.83,217148288.62,-40434542.96,-3.08,16.55,9953729760.81,日跌幅偏离值达到7%的前5只证券
001270.SZ,20260126,*ST铖昌,143.02,4.9996,4.9,3522913831.0,262177191.19,236648584.08,498825775.27,-25528607.11,-0.72,14.16,29104507214.22,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
001331.SZ,20260126,胜通能源,53.06,-9.9762,7.95,749467037.0,71160473.06,63401825.52,134562298.58,-7758647.54,-1.04,17.95,8907483527.74,日振幅值达到15%的前5只证券
001337.SZ,20260126,四川黄金,55.25,9.994,11.8,4370459348.0,712630573.99,514553687.46,1227184261.45,-198076886.53,-4.53,28.08,15937194000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
001400.SZ,20260126,江顺科技,109.41,-10.0025,27.07,478658991.0,112677944.28,80002482.07,192680426.35,-32675462.21,-6.83,40.25,1641150000.0,日振幅值达到15%的前5只证券
002112.SZ,20260126,三变科技,22.98,-4.0902,46.49,2973323654.0,446273571.59,279876777.89,726150349.48,-166396793.7,-5.6,24.42,6022588059.0,日换手率达到20%的前5只证券
002149.SZ,20260126,西部材料,43.55,-0.023,22.64,9681721180.0,815712174.51,401234905.43,1216947079.94,-414477269.08,-4.28,12.57,21258465382.7,连续三个交易日内，涨幅偏离值累计达到20%的证券
